"id"	"id2"	"id3"	"sex"	"weight"	"TL"	"radmm"	"date"	"area"	"age"	"agei"	"ecotype"
"BH-01891"	25	48	"f"	4348	870	0.5824	"27.11.2020"	"GB"	8	2	1
"BH-01891"	25	48	"f"	4348	870	0.6846	"27.11.2020"	"GB"	8	3	1
"BH-01891"	25	48	"f"	4348	870	0.8116	"27.11.2020"	"GB"	8	4	1
"BH-01891"	25	48	"f"	4348	870	0.9331	"27.11.2020"	"GB"	8	5	1
"BH-01891"	25	48	"f"	4348	870	1.0528	"27.11.2020"	"GB"	8	6	1
"BH-01891"	25	48	"f"	4348	870	1.1605	"27.11.2020"	"GB"	8	7	1
"BH-01891"	25	48	"f"	4348	870	1.2811	"27.11.2020"	"GB"	8	8	1
"BH-01892"	15	49	"m"	1772	635	0.3744	"27.11.2020"	"GB"	3	1	2
"BH-01892"	15	49	"m"	1772	635	0.753	"27.11.2020"	"GB"	3	2	2
"BH-01892"	15	49	"m"	1772	635	0.9238	"27.11.2020"	"GB"	3	3	2
"BH-01893"	10	50	"m"	NA	650	0.4904	"10.11.2020"	"GB"	3	1	3
"BH-01893"	10	50	"m"	NA	650	0.6939	"10.11.2020"	"GB"	3	2	3
"BH-01893"	10	50	"m"	NA	650	0.8669	"10.11.2020"	"GB"	3	3	3
"BH-01897"	11	51	"m"	NA	600	0.4122	"13.11.2020"	"GB"	2	1	3
"BH-01897"	11	51	"m"	NA	600	0.6063	"13.11.2020"	"GB"	2	2	3
"BH-01898"	12	52	"f"	NA	700	0.6965	"8.11.2020"	"GB"	2	1	3
"BH-01898"	12	52	"f"	NA	700	0.9132	"8.11.2020"	"GB"	2	2	3
"BH-01899"	13	53	"f"	NA	760	0.6789	"10.11.2020"	"GB"	2	1	3
"BH-01899"	13	53	"f"	NA	760	0.8372	"10.11.2020"	"GB"	2	2	3
"BH-01900"	14	54	"f"	NA	825	0.5065	"27.11.2020"	"GB"	2	1	3
"BH-01900"	14	54	"f"	NA	825	0.754	"27.11.2020"	"GB"	2	2	3
"BH-01902"	26	55	"m"	NA	500	0.6155	"1.11.2020"	"GB"	2	1	1
"BH-01902"	26	55	"m"	NA	500	0.8552	"1.11.2020"	"GB"	2	2	1
"BH-01903"	27	56	"f"	596	439	0.6516	"27.11.2020"	"GB"	1	1	1
"BH-01904"	15	57	"f"	474	404	0.8282	"27.11.2020"	"GB"	1	1	3
"BH-01906"	28	58	"f"	13600	1230	0.4683	"5.11.2019"	"SB"	13	1	1
"BH-01906"	28	58	"f"	13600	1230	0.6177	"5.11.2019"	"SB"	13	2	1
"BH-01906"	28	58	"f"	13600	1230	0.7417	"5.11.2019"	"SB"	13	3	1
"BH-01906"	28	58	"f"	13600	1230	0.8637	"5.11.2019"	"SB"	13	4	1
"BH-01906"	28	58	"f"	13600	1230	1.0291	"5.11.2019"	"SB"	13	5	1
"BH-01906"	28	58	"f"	13600	1230	1.1531	"5.11.2019"	"SB"	13	6	1
"BH-01906"	28	58	"f"	13600	1230	1.2958	"5.11.2019"	"SB"	13	7	1
"BH-01906"	28	58	"f"	13600	1230	1.4153	"5.11.2019"	"SB"	13	8	1
"BH-01906"	28	58	"f"	13600	1230	1.5241	"5.11.2019"	"SB"	13	9	1
"BH-01906"	28	58	"f"	13600	1230	1.6989	"5.11.2019"	"SB"	13	10	1
"BH-01906"	28	58	"f"	13600	1230	1.8501	"5.11.2019"	"SB"	13	11	1
"BH-01906"	28	58	"f"	13600	1230	1.9995	"5.11.2019"	"SB"	13	12	1
"BH-01906"	28	58	"f"	13600	1230	2.113	"5.11.2019"	"SB"	13	13	1
"BH-01922"	29	59	"f"	14600	1262	0.4455	"01.02.2020"	"KB"	10	1	1
"BH-01922"	29	59	"f"	14600	1262	0.6384	"01.02.2020"	"KB"	10	2	1
"BH-01922"	29	59	"f"	14600	1262	0.7938	"01.02.2020"	"KB"	10	3	1
"BH-01922"	29	59	"f"	14600	1262	0.9164	"01.02.2020"	"KB"	10	4	1
"BH-01922"	29	59	"f"	14600	1262	1.06	"01.02.2020"	"KB"	10	5	1
"BH-01922"	29	59	"f"	14600	1262	1.2184	"01.02.2020"	"KB"	10	6	1
"BH-01922"	29	59	"f"	14600	1262	1.3559	"01.02.2020"	"KB"	10	7	1
"BH-01922"	29	59	"f"	14600	1262	1.4964	"01.02.2020"	"KB"	10	8	1
"BH-01922"	29	59	"f"	14600	1262	1.604	"01.02.2020"	"KB"	10	9	1
"BH-01922"	29	59	"f"	14600	1262	1.7506	"01.02.2020"	"KB"	10	10	1
"BH-90307"	30	60	"f"	5350	883	0.3662	"16.3.2020"	"SB"	7	1	1
"BH-90307"	30	60	"f"	5350	883	0.5489	"16.3.2020"	"SB"	7	2	1
"BH-90307"	30	60	"f"	5350	883	0.731	"16.3.2020"	"SB"	7	3	1
"BH-90307"	30	60	"f"	5350	883	0.8337	"16.3.2020"	"SB"	7	4	1
"BH-90307"	30	60	"f"	5350	883	0.9128	"16.3.2020"	"SB"	7	5	1
"BH-90307"	30	60	"f"	5350	883	1.0011	"16.3.2020"	"SB"	7	6	1
"BH-90307"	30	60	"f"	5350	883	1.1281	"16.3.2020"	"SB"	7	7	1
"BH-90910"	16	61	"m"	NA	604	0.4212	"07.04.2021"	"NHG"	5	1	3
"BH-90910"	16	61	"m"	NA	604	0.6443	"07.04.2021"	"NHG"	5	2	3
"BH-90910"	16	61	"m"	NA	604	0.7888	"07.04.2021"	"NHG"	5	3	3
"BH-90910"	16	61	"m"	NA	604	0.8903	"07.04.2021"	"NHG"	5	4	3
"BH-90910"	16	61	"m"	NA	604	0.9756	"07.04.2021"	"NHG"	5	5	3
"BH-90928"	17	62	"m"	1470	580	0.3267	"02.04.2021"	"Sehrowbach"	2	1	3
"BH-90928"	17	62	"m"	1470	580	0.6173	"02.04.2021"	"Sehrowbach"	2	2	3
"BH-90946"	31	63	"m"	2564	694	0.3601	"02.04.2021"	"Sehrowbach"	6	1	1
"BH-90946"	31	63	"m"	2564	694	0.48	"02.04.2021"	"Sehrowbach"	6	2	1
"BH-90946"	31	63	"m"	2564	694	0.5678	"02.04.2021"	"Sehrowbach"	6	3	1
"BH-90946"	31	63	"m"	2564	694	0.7345	"02.04.2021"	"Sehrowbach"	6	4	1
"BH-90946"	31	63	"m"	2564	694	0.8515	"02.04.2021"	"Sehrowbach"	6	5	1
"BH-90946"	31	63	"m"	2564	694	0.9862	"02.04.2021"	"Sehrowbach"	6	6	1
"BH-90970"	32	64	"m"	1688	634	0.3768	"02.04.2021"	"Sehrowbach"	6	1	1
"BH-90970"	32	64	"m"	1688	634	0.4858	"02.04.2021"	"Sehrowbach"	6	2	1
"BH-90970"	32	64	"m"	1688	634	0.5958	"02.04.2021"	"Sehrowbach"	6	3	1
"BH-90970"	32	64	"m"	1688	634	0.716	"02.04.2021"	"Sehrowbach"	6	4	1
"BH-90970"	32	64	"m"	1688	634	0.8504	"02.04.2021"	"Sehrowbach"	6	5	1
"BH-90970"	32	64	"m"	1688	634	1.0022	"02.04.2021"	"Sehrowbach"	6	6	1
"BH-90981"	33	65	"m"	2798	745	0.474	"02.04.2021"	"Sehrowbach"	9	1	1
"BH-90981"	33	65	"m"	2798	745	0.7009	"02.04.2021"	"Sehrowbach"	9	2	1
"BH-90981"	33	65	"m"	2798	745	0.8523	"02.04.2021"	"Sehrowbach"	9	3	1
"BH-90981"	33	65	"m"	2798	745	0.9658	"02.04.2021"	"Sehrowbach"	9	4	1
"BH-90981"	33	65	"m"	2798	745	1.082	"02.04.2021"	"Sehrowbach"	9	5	1
"BH-90981"	33	65	"m"	2798	745	1.1983	"02.04.2021"	"Sehrowbach"	9	6	1
"BH-90981"	33	65	"m"	2798	745	1.3008	"02.04.2021"	"Sehrowbach"	9	7	1
"BH-90981"	33	65	"m"	2798	745	1.3821	"02.04.2021"	"Sehrowbach"	9	8	1
"BH-90981"	33	65	"m"	2798	745	1.4651	"02.04.2021"	"Sehrowbach"	9	9	1
"BH-90997"	34	66	"m"	2258	675	0.4643	"23.03.2021"	"Bandycksgraben"	4	1	1
"BH-90997"	34	66	"m"	2258	675	0.7226	"23.03.2021"	"Bandycksgraben"	4	2	1
"BH-90997"	34	66	"m"	2258	675	0.9382	"23.03.2021"	"Bandycksgraben"	4	3	1
"BH-90997"	34	66	"m"	2258	675	1.1251	"23.03.2021"	"Bandycksgraben"	4	4	1
"BH-91013"	6	82	"f"	3234	739	0.4154	"01.04.2021"	"Ziese"	3	1	4
"BH-91013"	6	82	"f"	3234	739	0.6436	"01.04.2021"	"Ziese"	3	2	4
"BH-91013"	6	82	"f"	3234	739	0.7477	"01.04.2021"	"Ziese"	3	3	4
"BH-91045"	4	83	"m"	1564	648	0.5927	"01.04.2021"	"Ziese"	2	1	5
"BH-91045"	4	83	"m"	1564	648	0.9293	"01.04.2021"	"Ziese"	2	2	5
"BH-91050"	7	84	"m"	2930	732	0.4629	"01.04.2021"	"Ziese"	4	1	4
"BH-91050"	7	84	"m"	2930	732	0.6336	"01.04.2021"	"Ziese"	4	2	4
"BH-91050"	7	84	"m"	2930	732	0.8196	"01.04.2021"	"Ziese"	4	3	4
"BH-91050"	7	84	"m"	2930	732	0.9695	"01.04.2021"	"Ziese"	4	4	4
"BH-91053"	8	85	"f"	2734	674	0.4304	"01.04.2021"	"Ziese"	2	1	4
"BH-91053"	8	85	"f"	2734	674	0.7155	"01.04.2021"	"Ziese"	2	2	4
"BH-91054"	35	67	"m"	1766	636	0.3378	"02.04.2021"	"Sehrowbach"	4	1	1
"BH-91054"	35	67	"m"	1766	636	0.563	"02.04.2021"	"Sehrowbach"	4	2	1
"BH-91054"	35	67	"m"	1766	636	0.7584	"02.04.2021"	"Sehrowbach"	4	3	1
"BH-91054"	35	67	"m"	1766	636	0.9079	"02.04.2021"	"Sehrowbach"	4	4	1
"BH-91068"	9	86	"f"	4994	860	0.4894	"01.04.2021"	"Ziese"	4	1	4
"BH-91068"	9	86	"f"	4994	860	0.7771	"01.04.2021"	"Ziese"	4	2	4
"BH-91068"	9	86	"f"	4994	860	0.9448	"01.04.2021"	"Ziese"	4	3	4
"BH-91068"	9	86	"f"	4994	860	1.0508	"01.04.2021"	"Ziese"	4	4	4
"BH-91117"	18	68	"f"	1230	555	0.3472	"07.04.2021"	"NHG"	3	1	3
"BH-91117"	18	68	"f"	1230	555	0.6662	"07.04.2021"	"NHG"	3	2	3
"BH-91117"	18	68	"f"	1230	555	0.7823	"07.04.2021"	"NHG"	3	3	3
"BH-91328"	19	69	"f"	8290	1061	0.4497	"14.04.2021"	"NHG"	10	1	3
"BH-91328"	19	69	"f"	8290	1061	0.6712	"14.04.2021"	"NHG"	10	2	3
"BH-91328"	19	69	"f"	8290	1061	0.8238	"14.04.2021"	"NHG"	10	3	3
"BH-91328"	19	69	"f"	8290	1061	0.9183	"14.04.2021"	"NHG"	10	4	3
"BH-91328"	19	69	"f"	8290	1061	1.0259	"14.04.2021"	"NHG"	10	5	3
"BH-91328"	19	69	"f"	8290	1061	1.1312	"14.04.2021"	"NHG"	10	6	3
"BH-91328"	19	69	"f"	8290	1061	1.2419	"14.04.2021"	"NHG"	10	7	3
"BH-91328"	19	69	"f"	8290	1061	1.3581	"14.04.2021"	"NHG"	10	8	3
"BH-91328"	19	69	"f"	8290	1061	1.468	"14.04.2021"	"NHG"	10	9	3
"BH-91328"	19	69	"f"	8290	1061	1.5665	"14.04.2021"	"NHG"	10	10	3
