"ID"	"waterbody"	"capt"	"clust"	"age"	"cohort"	"weight"	"TL"	"sex"	"lifeyear"	"year"	"inc"	"rad"	"d18O_mean"	"d18O_max"	"d18O_min"	"res_mean"	"res_max"	"res_min"	"Sr_mean"	"Sr_max"	"Sr_min"	"type"	"turbidity"	"SAL"	"WT"	"P"
"BH-00696"	"NRB"	"WB"	"HighS|Tconstant"	3	2017	NA	790	"f"	"3"	2020	186.7	918	-5.41179423809524	-5.05658581428571	-5.6718493	-0.223770710487019	0.112651652985747	-0.464472459789082	0.00580182857142857	0.00603133333333333	0.00532311111111111	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-00732"	"WRB"	"SB"	"HighS|Tconstant"	2	2018	NA	617	"f"	"1"	2019	604.3	604.3	-6.60371100756303	-5.25751645714286	-7.78369964285714	-0.17291508086628	0.959811780467474	-1.14365735129375	0.00344852026143791	0.00476506666666667	0.00288977777777778	"Coast"	2.025	9.2575	11.66625	1.20625
"BH-00732"	"WRB"	"SB"	"HighS|Tconstant"	2	2018	NA	617	"f"	"2"	2020	133.8	738.1	-6.05846757142857	-6.03491018571429	-6.09726797142857	0.196580093397794	0.258737393006578	0.13996081038219	0.00405681666666667	0.00515626666666667	0.00348648888888889	"Coast"	2.11290322580645	9.26891891891892	10.6743243243243	1.17810810810811
"BH-01556"	"NRB"	"BEG"	"IntS|Tcold"	9	2011	NA	1110	"f"	"1"	2012	466.5	466.5	-5.2472389702381	-4.75865417142857	-5.85753692857143	0.963254401482489	1.4787535564733	0.356690608049927	0.00418887731481481	0.00458777777777778	0.00374347222222222	"Coast"	1.364	8.295	13.1289166666667	2.09425
"BH-01556"	"NRB"	"BEG"	"IntS|Tcold"	9	2011	NA	1110	"f"	"2"	2013	117.6	584.1	-5.37599625	-5.12171505714286	-5.5166477	0.846719279329653	0.995773262155778	0.727616942798148	0.00386670138888889	0.00438986111111111	0.00362277777777778	"Coast"	1.22941176470588	7.5025	11.138	1.83941666666667
"BH-01556"	"NRB"	"BEG"	"IntS|Tcold"	9	2011	NA	1110	"f"	"3"	2014	169.7	753.8	-4.94157034285714	-4.6921392	-5.17298701428571	1.03815163799574	1.25549299666389	0.846298421437184	0.00428884259259259	0.00499347222222222	0.00393930555555556	"Coast"	1.2	7.86923076923077	16.4144871794872	2.21307692307692
"BH-01556"	"NRB"	"BEG"	"IntS|Tcold"	9	2011	NA	1110	"f"	"4"	2015	170.8	924.6	-4.82586200714286	-4.72816814285714	-5.07321455714286	1.23705841390443	1.34721972811084	0.937525471417368	0.00463895833333333	0.00525777777777778	0.0042	"Coast"	1.56666666666667	8.4698275862069	11.4841379310345	1.77043103448276
"BH-01556"	"NRB"	"BEG"	"IntS|Tcold"	9	2011	NA	1110	"f"	"5"	2016	177.8	1102.4	-4.64156010714286	-4.4690369	-4.78082582857143	1.26743349694707	1.34085803097873	1.18020830113463	0.00420052083333334	0.00445291666666667	0.00396222222222222	"Coast"	1.43846153846154	8.53272727272727	11.6740909090909	1.72754545454545
"BH-01556"	"NRB"	"BEG"	"IntS|Tcold"	9	2011	NA	1110	"f"	"6"	2017	140.7	1243.1	-4.5318565952381	-4.43716514285714	-4.63809578571429	1.13066521261588	1.15915468359035	1.08043404491837	0.00470009259259259	0.00500277777777778	0.00454777777777778	"Coast"	1.5875	8.4969696969697	13.7030303030303	2.20378787878788
"BH-01556"	"NRB"	"BEG"	"IntS|Tcold"	9	2011	NA	1110	"f"	"7"	2018	163.2	1406.3	-4.398711175	-4.38312172857143	-4.41776494285714	1.08401615629793	1.10803391098039	1.05613428857792	0.00519600694444444	0.00558527777777778	0.00497666666666667	"Coast"	1.9047619047619	8.24695121951219	13.344	1.8807
"BH-01556"	"NRB"	"BEG"	"IntS|Tcold"	9	2011	NA	1110	"f"	"8"	2019	79.5	1485.8	-4.67758905	-4.62146704285714	-4.73371105714286	0.716914963662556	0.792654021123222	0.64117590620189	0.00553541666666667	0.00591972222222222	0.00514541666666667	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-01560"	"NRB"	"BEG"	"IntS|Tcold"	6	2014	NA	820	"f"	"1"	2015	585.4	585.4	-6.51961824387755	-5.54159081428571	-7.40401001428571	-0.156557487055726	0.852650915531979	-1.32304596601444	0.00402192857142857	0.00565844444444444	0.00289222222222222	"Coast"	1.56666666666667	8.4698275862069	11.4841379310345	1.77043103448276
"BH-01560"	"NRB"	"BEG"	"IntS|Tcold"	6	2014	NA	820	"f"	"2"	2016	236.4	821.8	-5.22408575535714	-4.7794401	-5.62889171428571	1.22001323394009	1.58832751503879	0.853544107895058	0.0035745	0.00400377777777778	0.00333888888888889	"Coast"	1.43846153846154	8.53272727272727	11.6740909090909	1.72754545454545
"BH-01560"	"NRB"	"BEG"	"IntS|Tcold"	6	2014	NA	820	"f"	"3"	2017	94.6	916.4	-4.78193441142857	-4.62008131428571	-4.87366964285714	1.33854701772576	1.54994296743493	1.00913327636714	0.00379611111111111	0.00406111111111111	0.00348377777777778	"Coast"	1.5875	8.4969696969697	13.7030303030303	2.20378787878788
"BH-01560"	"NRB"	"BEG"	"IntS|Tcold"	6	2014	NA	820	"f"	"4"	2018	72.7	989.1	-5.20589806785714	-5.10508631428571	-5.32125997142857	0.463668716085189	0.662517653330373	0.225445221032442	0.00441833333333333	0.00520111111111111	0.00377866666666667	"Coast"	1.9047619047619	8.24695121951219	13.344	1.8807
"BH-01560"	"NRB"	"BEG"	"IntS|Tcold"	6	2014	NA	820	"f"	"5"	2019	140.1	1129.2	-4.99699948571429	-4.66165317142857	-5.31987424285714	0.624567746195317	0.911072785842779	0.278846843003056	0.00531916666666667	0.00587755555555556	0.00470377777777778	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-01567"	"NRB"	"BEG"	"LowS|Tshift"	2	2018	NA	460	"m"	"1"	2019	488	488	-6.3801875547619	-4.54248051428571	-8.27979047142857	-0.0885564321783284	1.71327617518066	-2.24344321472606	0.00401213403880071	0.00460603174603175	0.00327984126984127	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-01567"	"NRB"	"BEG"	"LowS|Tshift"	2	2018	NA	460	"m"	"2"	2020	166.7	654.7	-4.78526016	-4.4108363	-5.04411425714286	1.58271237478168	1.95184784852044	1.34298534041379	0.00381597402597403	0.00438444444444444	0.00338095238095238	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-01569"	"NRB"	"BEG"	"HighS|Tconstant"	1	2019	NA	550	"m"	"1"	2020	554.3	554.3	-6.3669144487395	-5.43073252857143	-7.05757787142857	0.125908441515258	0.881091195254792	-0.424356122917699	0.00343786764705882	0.00459347222222222	0.00248666666666667	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-01571"	"NRB"	"BEG"	"LowS|Tshift"	1	2019	NA	520	"f"	"1"	2020	535.4	535.4	-6.81723094920635	-5.2741452	-8.82853898571429	-0.1821486649541	1.4262609520351	-2.02881022356646	0.00318534757834758	0.00384128205128205	0.002136	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-01576"	"NRB"	"BEG"	"LowS|Tshift"	1	2019	NA	570	"f"	"1"	2020	580.8	580.8	-5.4291158452381	-4.08519008571429	-6.25939821428571	1.26391214946644	2.28569843765759	0.715477053713328	0.00302666245791246	0.00441245791245791	0.00249973063973064	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-01580"	"NRB"	"BEG"	"LowS|Tshift"	1	2019	NA	490	"f"	"1"	2020	724.9	724.9	-7.07267501954887	-5.35036027142857	-8.73985235714286	-0.574765782981439	0.965571578882598	-2.03956123943495	0.00341010346378767	0.00435179487179487	0.00298444444444444	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-01582"	"NRB"	"BEG"	"IntS|Tcold"	6	2014	NA	830	"f"	"1"	2015	401.2	401.2	-6.68542314196428	-5.40163222857143	-8.17863228571428	-0.141680797189701	0.848155207778282	-1.39375678795853	0.00332998306233062	0.00498	0.00259750677506775	"Coast"	1.56666666666667	8.4698275862069	11.4841379310345	1.77043103448276
"BH-01582"	"NRB"	"BEG"	"IntS|Tcold"	6	2014	NA	830	"f"	"2"	2016	214.2	615.4	-5.23950198571429	-5.0898433	-5.57900548571429	0.821219035111443	0.979983790068099	0.471031691912454	0.00431861788617886	0.00498265582655827	0.00367777777777778	"Coast"	1.43846153846154	8.53272727272727	11.6740909090909	1.72754545454545
"BH-01582"	"NRB"	"BEG"	"IntS|Tcold"	6	2014	NA	830	"f"	"3"	2017	170.3	785.7	-5.15324038214286	-4.8958413	-5.46399001428571	0.888342053006961	1.14603814015486	0.563020417406098	0.00450420054200542	0.00461791327913279	0.00437463414634146	"Coast"	1.5875	8.4969696969697	13.7030303030303	2.20378787878788
"BH-01582"	"NRB"	"BEG"	"IntS|Tcold"	6	2014	NA	830	"f"	"4"	2018	148.1	933.8	-4.85177513142857	-4.65611025714286	-5.03857134285714	1.01497056584319	1.08612552297573	0.925875776275095	0.00431867750677507	0.0045289972899729	0.00394869918699187	"Coast"	1.9047619047619	8.24695121951219	13.344	1.8807
"BH-01582"	"NRB"	"BEG"	"IntS|Tcold"	6	2014	NA	830	"f"	"5"	2019	133.7	1067.5	-4.85149798571429	-4.79745457142857	-4.95542762857143	0.788895299236096	0.834146165483188	0.71445564807277	0.00483731707317073	0.00536970189701897	0.00434823848238482	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-01585"	"NRB"	"WB"	"HighS|Tconstant"	9	2011	NA	760	"m"	"1"	2012	440	440	-7.76354359090909	-6.49774352857143	-8.9019826	-1.39103555353099	-0.461402375731176	-2.30752869764111	0.00339512987012987	0.00431825396825397	0.00278111111111111	"Coast"	1.364	8.295	13.1289166666667	2.09425
"BH-01585"	"NRB"	"WB"	"HighS|Tconstant"	9	2011	NA	760	"m"	"2"	2013	112.9	552.9	-6.18120353061224	-5.99888124285714	-6.35501348571429	-0.237441400615672	-0.0812418993686655	-0.396136448803656	0.00453702947845805	0.00497793650793651	0.00410793650793651	"Coast"	1.22941176470588	7.5025	11.138	1.83941666666667
"BH-01585"	"NRB"	"WB"	"HighS|Tconstant"	9	2011	NA	760	"m"	"3"	2014	139.1	692	-6.21422346285714	-6.02798154285714	-6.45340021428571	-0.412216906776589	-0.310664854848476	-0.531378297695238	0.00454804761904762	0.00488888888888889	0.00436047619047619	"Coast"	1.2	7.86923076923077	16.4144871794872	2.21307692307692
"BH-01585"	"NRB"	"WB"	"HighS|Tconstant"	9	2011	NA	760	"m"	"4"	2015	122.9	814.9	-5.52461563928571	-5.3420459	-5.78409331428571	-0.00854481592354088	0.113982756285449	-0.180522099474473	0.0050700992063492	0.00550746031746032	0.00448531746031746	"Coast"	1.56666666666667	8.4698275862069	11.4841379310345	1.77043103448276
"BH-01585"	"NRB"	"WB"	"HighS|Tconstant"	9	2011	NA	760	"m"	"5"	2016	118.9	933.8	-5.00208049047619	-4.78775447142857	-5.14250098571429	0.344271934117867	0.491500229972486	0.257121879435268	0.00536621693121693	0.00583944444444444	0.00502444444444445	"Coast"	1.43846153846154	8.53272727272727	11.6740909090909	1.72754545454545
"BH-01585"	"NRB"	"WB"	"HighS|Tconstant"	9	2011	NA	760	"m"	"6"	2017	149.4	1083.2	-5.06628591428571	-4.94157034285714	-5.23950198571429	0.223093568637545	0.331134914339952	0.0617693468551701	0.00573305555555556	0.0060081746031746	0.00536134920634921	"Coast"	1.5875	8.4969696969697	13.7030303030303	2.20378787878788
"BH-01585"	"NRB"	"WB"	"HighS|Tconstant"	9	2011	NA	760	"m"	"7"	2018	146.8	1230	-5.58246980714286	-5.51110478571429	-5.65383482857143	-0.287342011937136	-0.235347597387665	-0.339336426486608	0.00591214285714286	0.00607666666666667	0.00574761904761905	"Coast"	1.9047619047619	8.24695121951219	13.344	1.8807
"BH-01585"	"NRB"	"WB"	"HighS|Tconstant"	9	2011	NA	760	"m"	"8"	2019	114.6	1344.6	-5.75499301428571	-5.75499301428571	-5.75499301428571	-0.446506916526059	-0.446506916526059	-0.446506916526059	0.00563775132275132	0.00571825396825397	0.00554420634920635	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-01588"	"NRB"	"KJB"	"IntS|Tcold"	9	2011	NA	1050	"f"	"1"	2012	322.3	322.3	-5.99610978571429	-5.50279041428571	-6.70976	0.152598032617323	0.64461499261799	-0.508379914328272	0.00425497507122507	0.00531935897435897	0.00330111111111111	"Coast"	1.364	8.295	13.1289166666667	2.09425
"BH-01588"	"NRB"	"KJB"	"IntS|Tcold"	9	2011	NA	1050	"f"	"2"	2013	182	504.3	-5.85291783333333	-5.59009131428571	-5.98086677142857	0.489620909074331	0.767233173643414	0.38369830572339	0.00384934472934473	0.00407282051282051	0.00346888888888889	"Coast"	1.22941176470588	7.5025	11.138	1.83941666666667
"BH-01588"	"NRB"	"KJB"	"IntS|Tcold"	9	2011	NA	1050	"f"	"3"	2014	184	688.3	-5.41548951428572	-5.01639968571429	-5.77993612857143	0.947404278426933	1.32092526275913	0.625052011155035	0.00376816951566951	0.0040292735042735	0.00345457264957265	"Coast"	1.2	7.86923076923077	16.4144871794872	2.21307692307692
"BH-01588"	"NRB"	"KJB"	"IntS|Tcold"	9	2011	NA	1050	"f"	"4"	2015	178.7	867	-4.88752692857143	-4.80576894285714	-5.07460028571429	1.20082429552247	1.29457562539467	1.16345003839432	0.00380495726495727	0.00397679487179487	0.0036232905982906	"Coast"	1.56666666666667	8.4698275862069	11.4841379310345	1.77043103448276
"BH-01588"	"NRB"	"KJB"	"IntS|Tcold"	9	2011	NA	1050	"f"	"5"	2016	151.8	1018.8	-4.39247539642857	-4.19881982857143	-4.74895407142857	1.52758471535545	1.68316126775015	1.18882379176398	0.00454477564102564	0.00526965811965812	0.00382692307692308	"Coast"	1.43846153846154	8.53272727272727	11.6740909090909	1.72754545454545
"BH-01588"	"NRB"	"KJB"	"IntS|Tcold"	9	2011	NA	1050	"f"	"6"	2017	115.8	1134.6	-4.14858716785714	-3.9743318	-4.30274947142857	1.97133440566024	2.13479462358438	1.84298416176267	0.00462307692307692	0.00485346153846154	0.00437773504273504	"Coast"	1.5875	8.4969696969697	13.7030303030303	2.20378787878788
"BH-01588"	"NRB"	"KJB"	"IntS|Tcold"	9	2011	NA	1050	"f"	"7"	2018	118.2	1252.8	-4.39882665238095	-4.29859228571429	-4.4981372	1.70052294895731	1.82512049055776	1.55338331922278	0.00391490028490028	0.004135	0.00356017094017094	"Coast"	1.9047619047619	8.24695121951219	13.344	1.8807
"BH-01588"	"NRB"	"KJB"	"IntS|Tcold"	9	2011	NA	1050	"f"	"8"	2019	140.3	1393.1	-4.84907296071428	-4.70045357142857	-4.96651345714286	1.21406438220713	1.3780835812085	1.1029557038166	0.00446780982905983	0.00492418803418803	0.00410636752136752	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-01588"	"NRB"	"KJB"	"IntS|Tcold"	9	2011	NA	1050	"f"	"9"	2020	140.7	1533.8	-4.65195307142857	-4.54940915714286	-4.76419708571429	1.48286763858993	1.59281757241663	1.38276905812542	0.00418765567765568	0.00448717948717949	0.00403444444444444	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-01594"	"NRB"	"WB"	"HighS|Tconstant"	1	2019	NA	630	"f"	"1"	2020	659.3	659.3	-7.7245953068323	-6.21782635714286	-8.77172411428571	-1.41673596066089	-0.0461466401568674	-2.50189139710654	0.00371918679549114	0.00503351851851852	0.00295367283950617	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-01595"	"NRB"	"WB"	"HighS|Tconstant"	4	2016	NA	690	"m"	"1"	2017	406.1	406.1	-6.67087299196429	-5.93652345714286	-7.82665722857143	-0.0439314214557396	0.504665238374091	-1.00324023922012	0.00320152777777778	0.00443444444444444	0.00278666666666667	"Coast"	1.5875	8.4969696969697	13.7030303030303	2.20378787878788
"BH-01595"	"NRB"	"WB"	"HighS|Tconstant"	4	2016	NA	690	"m"	"2"	2018	261.7	667.8	-6.02382435714286	-5.67046357142857	-6.28018414285714	0.124041295377379	0.268677456066535	-0.130652280796839	0.00368664141414141	0.00447333333333333	0.00300878787878788	"Coast"	1.9047619047619	8.24695121951219	13.344	1.8807
"BH-01595"	"NRB"	"WB"	"HighS|Tconstant"	4	2016	NA	690	"m"	"3"	2019	181.6	849.4	-5.6912495	-5.30601695714286	-5.89772305714286	0.0824807476965274	0.447437369922239	-0.127341055343704	0.00470313131313131	0.00534535353535354	0.00445545454545455	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-01596"	"NRB"	"GJB"	"LowS|Tshift"	2	2018	NA	660	"f"	"1"	2019	520.4	520.4	-6.41598554285714	-4.51060875714286	-8.35046262857143	0.284956108261005	1.95822384501084	-1.62276827994249	0.00310688405797101	0.00431472222222222	0.00246579861111111	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-01596"	"NRB"	"GJB"	"LowS|Tshift"	2	2018	NA	660	"f"	"2"	2020	196.8	717.2	-5.61572729285714	-5.2644451	-5.89633732857143	0.606558295674638	0.784436819342865	0.436400793452257	0.00410373958333333	0.00516465277777778	0.0032503125	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-01598"	"NRB"	"GJB"	"IntS|Tcold"	4	2016	NA	750	"f"	"1"	2017	534.8	534.8	-5.87051901729323	-4.80299748571429	-6.76934632857143	0.679551560874034	1.57399615056213	-0.326218620061793	0.00359147034252297	0.00544222222222222	0.00272703703703704	"Coast"	1.5875	8.4969696969697	13.7030303030303	2.20378787878788
"BH-01598"	"NRB"	"GJB"	"IntS|Tcold"	4	2016	NA	750	"f"	"2"	2018	139.2	674	-5.40177080142857	-5.13141515714286	-5.69817814285714	0.723051124870591	1.04215302700539	0.515334201999619	0.0038782380952381	0.00488962962962963	0.00311349206349206	"Coast"	1.9047619047619	8.24695121951219	13.344	1.8807
"BH-01598"	"NRB"	"GJB"	"IntS|Tcold"	4	2016	NA	750	"f"	"3"	2019	178.6	852.6	-4.77825233265306	-4.29304937142857	-5.21317314285714	1.06313000633255	1.31670505585109	0.776719652812481	0.00447941798941799	0.00512042328042328	0.00388825396825397	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-01598"	"NRB"	"GJB"	"IntS|Tcold"	4	2016	NA	750	"f"	"4"	2020	252.4	1105	-4.49952292857143	-4.49952292857143	-4.49952292857143	1.07532351044872	1.07532351044872	1.07532351044872	0.00525036281179138	0.00536087301587302	0.00500505291005291	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-01713"	"WRB"	"SB"	"IntS|Tcold"	6	2014	7200	980	"f"	"1"	2015	601.3	601.3	-5.68395619172932	-4.9443418	-6.12636827142857	0.834807157648574	1.65286932059179	0.358456233905315	0.00356309500165508	0.00413171907756813	0.00308647798742138	"Coast"	1.846875	9.388	11.0185	1.2695
"BH-01713"	"WRB"	"SB"	"IntS|Tcold"	6	2014	7200	980	"f"	"2"	2016	244	845.3	-5.10191893469388	-4.82655487142857	-5.50417614285714	1.30650179923528	1.59696246653973	1.00526880915108	0.00351435459718479	0.00395381551362684	0.00329995807127883	"Coast"	2.27333333333333	8.75531914893617	11.7181914893617	1.17670212765957
"BH-01713"	"WRB"	"SB"	"IntS|Tcold"	6	2014	7200	980	"f"	"3"	2017	179.9	1025.2	-5.27956213896104	-4.8764411	-5.6815494	0.796423997102123	1.1233283590299	0.512766733304464	0.00403822374690299	0.00502530398322851	0.00338157232704403	"Coast"	1.97058823529412	8.85	11.3964285714286	1.6125
"BH-01713"	"WRB"	"SB"	"IntS|Tcold"	6	2014	7200	980	"f"	"4"	2018	166.3	1191.5	-5.25786288928571	-5.11617214285714	-5.38361775714286	0.685001816660418	0.901907060274514	0.432546373462651	0.00474492662473795	0.00596605870020964	0.00355985324947589	"Coast"	1.52413793103448	7.70904255319149	12.055	1.708125
"BH-01713"	"WRB"	"SB"	"IntS|Tcold"	6	2014	7200	980	"f"	"5"	2019	137	1328.5	-5.35313172857143	-5.28661675714286	-5.40440368571429	0.339140121585074	0.468722054206805	0.229928691538326	0.00477955974842767	0.0056422641509434	0.00402909853249476	"Coast"	2.025	9.2575	11.66625	1.20625
"BH-01713"	"WRB"	"SB"	"IntS|Tcold"	6	2014	7200	980	"f"	"6"	2020	130.6	1459.1	-5.42796107142857	-5.38223202857143	-5.47369011428571	0.0844888083992368	0.163766636074738	0.00521098072373568	0.00521988120195667	0.00695381551362683	0.00397534591194969	"Coast"	2.11290322580645	9.26891891891892	10.6743243243243	1.17810810810811
"BH-01717"	"NRB"	"BEG"	"IntS|Tcold"	11	2009	NA	1040	"f"	"1"	2010	434.1	434.1	-5.73351422142857	-5.06767164285714	-7.01184882857143	0.572142011533418	1.35728945309928	-0.573372552852478	0.00365229548229548	0.0045557264957265	0.00281692307692308	"Coast"	1.15	7.57916666666667	15.9070833333333	1.92083333333333
"BH-01717"	"NRB"	"BEG"	"IntS|Tcold"	11	2009	NA	1040	"f"	"2"	2011	208.2	642.3	-5.14504148809524	-4.72955387142857	-5.5554481	1.11787268416168	1.55143055028233	0.634415987796318	0.00414982905982906	0.00494367521367521	0.00317675213675214	"Coast"	1.08823529411765	7.14375	12.8503125	1.73356875
"BH-01717"	"NRB"	"BEG"	"IntS|Tcold"	11	2009	NA	1040	"f"	"3"	2012	133.6	775.9	-4.825515575	-4.66442462857143	-4.96235627142857	1.11606170768488	1.31508440183053	0.926003323756466	0.00404100427350427	0.00466435897435897	0.00368136752136752	"Coast"	1.364	8.295	13.1289166666667	2.09425
"BH-01717"	"NRB"	"BEG"	"IntS|Tcold"	11	2009	NA	1040	"f"	"4"	2013	117.5	893.4	-5.11097566071429	-5.01639968571429	-5.2062445	0.741832918373274	0.811692368318928	0.648836828723325	0.00479594017094017	0.0052108547008547	0.00459974358974359	"Coast"	1.22941176470588	7.5025	11.138	1.83941666666667
"BH-01717"	"NRB"	"BEG"	"IntS|Tcold"	11	2009	NA	1040	"f"	"5"	2014	154.7	1048.1	-5.2210256047619	-5.18407284285714	-5.27553092857143	0.711948205814197	0.787191030587163	0.619996469591836	0.00481273504273504	0.00506717948717949	0.00443905982905983	"Coast"	1.2	7.86923076923077	16.4144871794872	2.21307692307692
"BH-01717"	"NRB"	"BEG"	"IntS|Tcold"	11	2009	NA	1040	"f"	"6"	2015	130.1	1178.2	-4.82897989642857	-4.66996754285714	-5.03025697142857	1.1940367598641	1.39509416002341	1.00279889493271	0.00453617521367521	0.00497051282051282	0.00395102564102564	"Coast"	1.56666666666667	8.4698275862069	11.4841379310345	1.77043103448276
"BH-01717"	"NRB"	"BEG"	"IntS|Tcold"	11	2009	NA	1040	"f"	"7"	2016	145.9	1324.1	-4.19050545714286	-3.94800295714286	-4.39282182857143	1.85146392622811	2.01760992653457	1.67564489039394	0.00421666666666667	0.0047082905982906	0.00388786324786325	"Coast"	1.43846153846154	8.53272727272727	11.6740909090909	1.72754545454545
"BH-01717"	"NRB"	"BEG"	"IntS|Tcold"	11	2009	NA	1040	"f"	"8"	2017	172.7	1496.8	-4.18600183928571	-3.98680335714286	-4.43855087142857	1.54138316951926	1.70874836663363	1.36375270798007	0.00442106837606837	0.00464068376068376	0.00422153846153846	"Coast"	1.5875	8.4969696969697	13.7030303030303	2.20378787878788
"BH-01717"	"NRB"	"BEG"	"IntS|Tcold"	11	2009	NA	1040	"f"	"9"	2018	127.9	1624.7	-4.53624473571429	-4.52169458571429	-4.55079488571429	0.899454303025592	0.956120163557315	0.842788442493869	0.00504974358974359	0.00569495726495727	0.00440452991452992	"Coast"	1.9047619047619	8.24695121951219	13.344	1.8807
"BH-01717"	"NRB"	"BEG"	"IntS|Tcold"	11	2009	NA	1040	"f"	"10"	2019	162.3	1787	-4.66534844761905	-4.62562422857143	-4.70461075714286	0.782373321659698	0.832588671347028	0.721898682202086	0.00540712250712251	0.00565358974358974	0.00508034188034188	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-01719"	"WRB"	"SB"	"HighS|Tconstant"	1	2019	1400	550	"f"	"1"	2020	658	658	-6.01731745776398	-4.84179788571429	-6.87604742857143	0.21731827597419	1.36770810838772	-0.622659098380206	0.00378088566827697	0.00473888888888889	0.00316703703703704	"Coast"	2.11290322580645	9.26891891891892	10.6743243243243	1.17810810810811
"BH-01722"	"NRB"	"BEG"	"IntS|Tcold"	12	2008	NA	950	"f"	"1"	2009	466.7	466.7	-4.89736560142857	-4.40806484285714	-5.47507584285714	1.27954233443111	1.78742606688629	0.714541742809483	0.00423665384615385	0.00513081196581197	0.00360017094017094	"Coast"	1.76923076923077	8.60428571428571	12.7362857142857	1.44928571428571
"BH-01722"	"NRB"	"BEG"	"IntS|Tcold"	12	2008	NA	950	"f"	"2"	2010	85.7	552.4	-4.92414975510204	-4.44686524285714	-5.36283182857143	1.14288114764886	1.55389555781937	0.78275719003706	0.00419021367521368	0.00482760683760684	0.00333581196581197	"Coast"	1.15	7.57916666666667	15.9070833333333	1.92083333333333
"BH-01722"	"NRB"	"BEG"	"IntS|Tcold"	12	2008	NA	950	"f"	"3"	2011	102.2	654.6	-4.21323140571428	-3.64037121428571	-4.57296654285714	1.58733942805737	2.00724734869831	1.37370183047965	0.00441461538461538	0.00480358974358974	0.00376324786324786	"Coast"	1.08823529411765	7.14375	12.8503125	1.73356875
"BH-01722"	"NRB"	"BEG"	"IntS|Tcold"	12	2008	NA	950	"f"	"4"	2012	139.5	794.1	-3.93275994285715	-3.90920255714286	-3.94938868571429	1.56957574271125	1.61223978238925	1.52900887145376	0.00481866096866097	0.00496888888888889	0.00461111111111111	"Coast"	1.364	8.295	13.1289166666667	2.09425
"BH-01722"	"NRB"	"BEG"	"IntS|Tcold"	12	2008	NA	950	"f"	"5"	2013	159.3	953.4	-4.36787871428571	-4.22099148571429	-4.55079488571428	1.06595895948373	1.19372857844123	0.912403930614084	0.00573190883190883	0.00616888888888889	0.00549076923076923	"Coast"	1.22941176470588	7.5025	11.138	1.83941666666667
"BH-01722"	"NRB"	"BEG"	"IntS|Tcold"	12	2008	NA	950	"f"	"6"	2014	146.1	1099.5	-4.6870581952381	-4.40390765714286	-4.87782682857143	0.802171245985798	1.07425219511031	0.597769401532941	0.00544196581196581	0.00579521367521367	0.00502837606837607	"Coast"	1.2	7.86923076923077	16.4144871794872	2.21307692307692
"BH-01722"	"NRB"	"BEG"	"IntS|Tcold"	12	2008	NA	950	"f"	"7"	2015	98.9	1198.4	-4.08334244761905	-3.69580035714286	-4.5951382	1.44050191822128	1.85094624767594	0.908503399073247	0.00541789886039886	0.00565393162393162	0.00529675213675214	"Coast"	1.56666666666667	8.4698275862069	11.4841379310345	1.77043103448276
"BH-01722"	"NRB"	"BEG"	"IntS|Tcold"	12	2008	NA	950	"f"	"8"	2016	158.2	1356.6	-3.7318293	-3.60295654285714	-3.86070205714286	1.79202711705556	1.9154620372174	1.66859219689372	0.00517967948717949	0.00518837606837607	0.0051709829059829	"Coast"	1.43846153846154	8.53272727272727	11.6740909090909	1.72754545454545
"BH-01722"	"NRB"	"BEG"	"IntS|Tcold"	12	2008	NA	950	"f"	"9"	2017	96.3	1452.9	-3.48886489047619	-3.48101242857143	-3.49625544285714	2.06000711048307	2.07471739126784	2.04798602290952	0.00532276353276353	0.00545948717948718	0.00519491452991453	"Coast"	1.5875	8.4969696969697	13.7030303030303	2.20378787878788
