"id"	"sex"	"weight"	"TL"	"date"	"area"	"age"	"agei"	"increment"	"rad"	"trad"	"quality"	"back_length"
"BH-01835"	"m"	3800	820	"26.2.2020"	"KB"	6	4	184.8	1074.5	1441.4	3	670.896560776328
"BH-01835"	"m"	3800	820	"26.2.2020"	"KB"	6	5	131.8	1206.3	1441.4	3	726.079893424935
"BH-01835"	"m"	3800	820	"26.2.2020"	"KB"	6	6	132.3	1338.6	1441.4	3	779.580349836773
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	1	532.5	532.5	2199.3	3	333.941427307079
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	2	241.4	773.9	2199.3	3	431.116178212494
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	3	174	947.9	2199.3	3	495.184303765353
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	4	158.7	1106.6	2199.3	3	550.421664760972
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	5	198.8	1305.4	2199.3	3	616.19107463096
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	6	125.3	1430.7	2199.3	3	656.008097728731
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	7	98.2	1528.9	2199.3	3	686.444621621932
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	8	78.3	1607.2	2199.3	3	710.271140156651
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	9	84.8	1692	2199.3	3	735.664474963323
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	10	82.6	1774.6	2199.3	3	760.014026423002
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	11	127.8	1902.4	2199.3	3	796.992895414272
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	12	159	2061.4	2199.3	3	841.918902046221
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	13	89.1	2150.5	2199.3	3	866.6128091978
"BH-01850"	"f"	NA	910	"14.2.2020"	"BEG"	6	1	420.1	420.1	1460	3	388.546579663881
"BH-01850"	"f"	NA	910	"14.2.2020"	"BEG"	6	2	251.6	671.7	1460	3	535.414134497745
"BH-01850"	"f"	NA	910	"14.2.2020"	"BEG"	6	3	175.5	847.2	1460	3	627.424116104445
"BH-01850"	"f"	NA	910	"14.2.2020"	"BEG"	6	4	149.4	996.6	1460	3	701.049975521351
"BH-01850"	"f"	NA	910	"14.2.2020"	"BEG"	6	5	170.1	1166.7	1460	3	780.736329567627
"BH-01850"	"f"	NA	910	"14.2.2020"	"BEG"	6	6	191.1	1357.8	1460	3	865.983667155593
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	1	395.6	395.6	1538.2	3	285.515526506895
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	2	242.6	638.2	1538.2	3	395.845512669895
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	3	118.7	756.9	1538.2	3	444.771104628079
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	4	179.1	936	1538.2	3	514.222290507505
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	5	122.2	1058.2	1538.2	3	559.189036632419
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	6	180.2	1238.4	1538.2	3	622.608305329061
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	7	134.4	1372.8	1538.2	3	668.012399405369
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	1	405.4	405.4	1548.2	3	376.320762770099
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	2	278.4	683.8	1548.2	3	537.861058197903
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	3	216.1	899.9	1548.2	3	648.857287182087
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	4	203.5	1103.4	1548.2	3	745.824619080306
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	5	143.1	1246.5	1548.2	3	810.619854465195
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	6	117.8	1364.3	1548.2	3	862.20344714573
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	7	111.1	1475.4	1548.2	3	909.573226821773
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	1	370.6	370.6	1371.1	3	335.473386114624
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	2	170.8	541.4	1371.1	3	434.627899921937
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	3	168.1	709.5	1371.1	3	522.812287327875
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	4	117.1	826.6	1371.1	3	580.322926167152
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	5	206.8	1033.4	1371.1	3	675.957493457284
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	6	148.6	1182	1371.1	3	740.938280154085
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	7	81.8	1263.8	1371.1	3	775.596290272518
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	1	264.9	264.9	1507.1	3	307.951605808778
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	2	217.4	482.3	1507.1	3	463.734034551185
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	3	150.6	632.9	1507.1	3	558.336365736849
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	4	129.7	762.6	1507.1	3	634.171914247121
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	5	162.7	925.3	1507.1	3	723.742465729716
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	6	175.4	1100.7	1507.1	3	814.866067254508
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	7	146.9	1247.6	1507.1	3	887.677836116345
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	8	85.6	1333.2	1507.1	3	928.847604109428
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	9	88.3	1421.5	1507.1	3	970.447353941147
"BH-01869"	"f"	3300	730	"17.12.2019"	"SB"	4	1	440.7	440.7	1195.2	3	369.236317076932
"BH-01869"	"f"	3300	730	"17.12.2019"	"SB"	4	2	281.7	722.4	1195.2	3	517.532543341786
"BH-01869"	"f"	3300	730	"17.12.2019"	"SB"	4	3	200.9	923.3	1195.2	3	611.984433103422
"BH-01869"	"f"	3300	730	"17.12.2019"	"SB"	4	4	205.7	1129	1195.2	3	702.128415254813
"BH-01877"	"m"	NA	434	"9.10.2020"	"KD"	2	1	389.8	389.8	847.2	3	255.364771168046
"BH-01877"	"m"	NA	434	"9.10.2020"	"KD"	2	2	237.8	627.6	847.2	3	353.565472091834
"BH-01882"	"f"	NA	670	"12.11.2020"	"GB"	2	1	458.2	458.2	928.6	3	413.518043366236
"BH-01882"	"f"	NA	670	"12.11.2020"	"GB"	2	2	383	841.2	928.6	3	626.24815454601
"BH-01883"	"f"	NA	870	"12.11.2020"	"GB"	5	1	452.9	452.9	1410	3	400.465776578266
"BH-01883"	"f"	NA	870	"12.11.2020"	"GB"	5	2	250.4	703.3	1410	3	540.936756920355
"BH-01883"	"f"	NA	870	"12.11.2020"	"GB"	5	3	198.8	902.1	1410	3	641.220533524315
"BH-01883"	"f"	NA	870	"12.11.2020"	"GB"	5	4	131.5	1033.6	1410	3	703.690403327211
"BH-01883"	"f"	NA	870	"12.11.2020"	"GB"	5	5	168.9	1202.5	1410	3	780.34840743635
"BH-01885"	"f"	NA	796	"27.11.2020"	"GB"	2	1	510.2	510.2	1017.4	3	496.741227557315
"BH-01885"	"f"	NA	796	"27.11.2020"	"GB"	2	2	234.1	744.3	1017.4	3	642.948560406518
"BH-01889"	"f"	NA	837	"27.11.2020"	"GB"	4	1	669.5	669.5	1383.1	3	509.864377209633
"BH-01889"	"f"	NA	837	"27.11.2020"	"GB"	4	2	251	920.5	1383.1	3	633.752376934294
"BH-01889"	"f"	NA	837	"27.11.2020"	"GB"	4	3	228.2	1148.7	1383.1	3	737.274808807608
"BH-01889"	"f"	NA	837	"27.11.2020"	"GB"	4	4	161.3	1310	1383.1	3	806.519009043218
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	1	385.9	385.9	1477.2	3	347.737813436307
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	2	196.5	582.4	1477.2	3	460.645981493651
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	3	102.2	684.6	1477.2	3	514.442507618588
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	4	127	811.6	1477.2	3	577.865893281904
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	5	121.5	933.1	1477.2	3	635.650017091004
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	6	119.7	1052.8	1477.2	3	690.28520540205
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	7	107.7	1160.5	1477.2	3	737.779201366815
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	8	120.6	1281.1	1477.2	3	789.333506826148
"BH-01892"	"m"	1772	635	"27.11.2020"	"GB"	3	1	374.4	374.4	964.5	3	332.66826607767
"BH-01892"	"m"	1772	635	"27.11.2020"	"GB"	3	2	378.6	753	964.5	3	536.2006731606
"BH-01892"	"m"	1772	635	"27.11.2020"	"GB"	3	3	170.8	923.8	964.5	3	616.56909425657
"BH-01893"	"m"	NA	650	"10.11.2020"	"GB"	3	1	490.4	490.4	953.2	3	412.786841696836
"BH-01893"	"m"	NA	650	"10.11.2020"	"GB"	3	2	203.5	693.9	953.2	3	523.25354106921
"BH-01893"	"m"	NA	650	"10.11.2020"	"GB"	3	3	173	866.9	953.2	3	609.194872552146
"BH-01897"	"m"	NA	600	"13.11.2020"	"GB"	2	1	412.2	412.2	815.8	3	376.362354151476
"BH-01897"	"m"	NA	600	"13.11.2020"	"GB"	2	2	194.1	606.3	815.8	3	489.883163669397
"BH-01898"	"f"	NA	700	"8.11.2020"	"GB"	2	1	696.5	696.5	1053.8	3	527.518480061547
"BH-01898"	"f"	NA	700	"8.11.2020"	"GB"	2	2	216.7	913.2	1053.8	3	634.760309060308
"BH-01899"	"f"	NA	760	"10.11.2020"	"GB"	2	1	678.9	678.9	919.2	3	617.88089162562
"BH-01899"	"f"	NA	760	"10.11.2020"	"GB"	2	2	158.3	837.2	919.2	3	713.000392385926
"BH-01900"	"f"	NA	825	"27.11.2020"	"GB"	2	1	506.5	506.5	1008.6	3	515.334276943162
"BH-01900"	"f"	NA	825	"27.11.2020"	"GB"	2	2	247.5	754	1008.6	3	676.295185946689
"BH-01902"	"m"	NA	500	"1.11.2020"	"GB"	2	1	615.5	615.5	1086.4	3	339.147287905533
"BH-01902"	"m"	NA	500	"1.11.2020"	"GB"	2	2	239.7	855.2	1086.4	3	424.593117541464
"BH-01903"	"f"	596	439	"27.11.2020"	"GB"	1	1	651.6	651.6	651.6	3	439
"BH-01904"	"f"	474	404	"27.11.2020"	"GB"	1	1	828.2	828.2	828.2	3	404
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	1	468.3	468.3	2210.3	3	426.083145621901
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	2	149.4	617.7	2210.3	3	514.811944338813
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	3	124	741.7	2210.3	3	583.347587187322
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	4	122	863.7	2210.3	3	647.305058752341
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	5	165.4	1029.1	2210.3	3	729.617162082312
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	6	124	1153.1	2210.3	3	788.588337618966
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	7	142.7	1295.8	2210.3	3	854.019054154436
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	8	119.5	1415.3	2210.3	3	907.069143482626
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	9	108.8	1524.1	2210.3	3	954.145744641664
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	10	174.8	1698.9	2210.3	3	1027.61263931519
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	11	151.2	1850.1	2210.3	3	1089.24520567721
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	12	149.4	1999.5	2210.3	3	1148.59412102227
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	13	113.5	2113	2210.3	3	1192.74565245895
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	1	447.9	447.9	1848.3	1	332.618861483093
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	2	281.1	729	1848.3	1	463.949090992825
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	3	299.4	1028.4	1848.3	1	586.895000688882
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	4	207.1	1235.5	1848.3	1	665.267541534995
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	5	139.2	1374.7	1848.3	1	715.602603724968
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	6	128.5	1503.2	1848.3	1	760.650533107779
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	7	138.4	1641.6	1848.3	1	807.824550062661
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	8	109.3	1750.9	1848.3	1	844.193247749592
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	1	445.5	445.5	1820.8	3	482.342638703373
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	2	192.9	638.4	1820.8	3	616.735000108459
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	3	155.4	793.8	1820.8	3	715.713953620442
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	4	122.6	916.4	1820.8	3	789.49955718847
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	5	143.6	1060	1820.8	3	872.052857987631
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	6	158.4	1218.4	1820.8	3	959.100329876724
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	7	137.5	1355.9	1820.8	3	1031.78499505752
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	8	140.5	1496.4	1820.8	3	1103.67912398827
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	9	107.6	1604	1820.8	3	1157.29782125248
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	10	146.6	1750.6	1820.8	3	1228.5530282063
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	1	366.2	366.2	1227.6	3	386.42218631063
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	2	182.7	548.9	1227.6	3	509.503567721979
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	3	182.1	731	1227.6	3	619.656218447007
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	4	102.7	833.7	1227.6	3	677.883375090706
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	5	79.1	912.8	1227.6	3	721.188463485502
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	6	88.3	1001.1	1227.6	3	768.148835031712
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	7	127	1128.1	1227.6	3	833.454328426695
"BH-90910"	"m"	NA	604	"07.04.2021"	"NHG"	5	1	421.2	421.2	1015.6	3	331.057660367402
"BH-90910"	"m"	NA	604	"07.04.2021"	"NHG"	5	2	223.1	644.3	1015.6	3	442.60647386236
"BH-90910"	"m"	NA	604	"07.04.2021"	"NHG"	5	3	144.5	788.8	1015.6	3	508.223126465895
"BH-90910"	"m"	NA	604	"07.04.2021"	"NHG"	5	4	101.5	890.3	1015.6	3	552.037552280005
"BH-90910"	"m"	NA	604	"07.04.2021"	"NHG"	5	5	85.3	975.6	1015.6	3	587.64480779352
"BH-90928"	"m"	1470	580	"02.04.2021"	"Sehrowbach"	2	1	326.7	326.7	828.8	3	307.057384351996
"BH-90928"	"m"	1470	580	"02.04.2021"	"Sehrowbach"	2	2	290.6	617.3	828.8	3	474.256470260986
"BH-90946"	"m"	2564	694	"02.04.2021"	"Sehrowbach"	6	1	360.1	360.1	1100.1	3	323.603314974921
"BH-90946"	"m"	2564	694	"02.04.2021"	"Sehrowbach"	6	2	119.9	480	1100.1	3	393.809052867614
"BH-90946"	"m"	2564	694	"02.04.2021"	"Sehrowbach"	6	3	87.8	567.8	1100.1	3	441.698796516611
"BH-90946"	"m"	2564	694	"02.04.2021"	"Sehrowbach"	6	4	166.7	734.5	1100.1	3	526.626652194414
"BH-90946"	"m"	2564	694	"02.04.2021"	"Sehrowbach"	6	5	117	851.5	1100.1	3	582.583052483822
"BH-90946"	"m"	2564	694	"02.04.2021"	"Sehrowbach"	6	6	134.7	986.2	1100.1	3	644.066994953957
"BH-90970"	"m"	1688	634	"02.04.2021"	"Sehrowbach"	6	1	376.8	376.8	1156	3	294.77262064848
"BH-90970"	"m"	1688	634	"02.04.2021"	"Sehrowbach"	6	2	109	485.8	1156	3	350.649557959605
"BH-90970"	"m"	1688	634	"02.04.2021"	"Sehrowbach"	6	3	110	595.8	1156	3	403.117871830969
"BH-90970"	"m"	1688	634	"02.04.2021"	"Sehrowbach"	6	4	120.2	716	1156	3	457.044038167072
"BH-90970"	"m"	1688	634	"02.04.2021"	"Sehrowbach"	6	5	134.4	850.4	1156	3	514.041614831898
"BH-90970"	"m"	1688	634	"02.04.2021"	"Sehrowbach"	6	6	151.8	1002.2	1156	3	575.082301972391
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	1	474	474	1519.8	3	336.096287184458
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	2	226.9	700.9	1519.8	3	439.056170006823
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	3	151.4	852.3	1519.8	3	501.818431775453
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	4	113.5	965.8	1519.8	3	546.56202052877
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	5	116.2	1082	1519.8	3	590.673370393814
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	6	116.3	1198.3	1519.8	3	633.34194366674
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	7	102.5	1300.8	1519.8	3	669.869239939286
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	8	81.3	1382.1	1519.8	3	698.195962555215
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	9	83	1465.1	1519.8	3	726.575379797793
"BH-90997"	"m"	2258	675	"23.03.2021"	"Bandycksgraben"	4	1	464.3	464.3	1231.1	3	346.722814423071
"BH-90997"	"m"	2258	675	"23.03.2021"	"Bandycksgraben"	4	2	258.3	722.6	1231.1	3	469.050951028383
"BH-90997"	"m"	2258	675	"23.03.2021"	"Bandycksgraben"	4	3	215.6	938.2	1231.1	3	560.648216385307
"BH-90997"	"m"	2258	675	"23.03.2021"	"Bandycksgraben"	4	4	186.9	1125.1	1231.1	3	634.731550273487
"BH-91013"	"f"	3234	739	"01.04.2021"	"Ziese"	3	1	415.4	415.4	795.1	3	474.263157110653
"BH-91013"	"f"	3234	739	"01.04.2021"	"Ziese"	3	2	228.2	643.6	795.1	3	639.624338408361
"BH-91013"	"f"	3234	739	"01.04.2021"	"Ziese"	3	3	104.1	747.7	795.1	3	708.610339902143
"BH-91045"	"m"	1564	648	"01.04.2021"	"Ziese"	2	1	592.7	592.7	1155.4	3	410.699385292183
"BH-91045"	"m"	1564	648	"01.04.2021"	"Ziese"	2	2	336.6	929.3	1155.4	3	558.422189600667
"BH-91050"	"m"	2930	732	"01.04.2021"	"Ziese"	4	1	462.9	462.9	1065.3	3	414.201638105924
"BH-91050"	"m"	2930	732	"01.04.2021"	"Ziese"	4	2	170.7	633.6	1065.3	3	513.272283556687
"BH-91050"	"m"	2930	732	"01.04.2021"	"Ziese"	4	3	186	819.6	1065.3	3	611.952695936138
"BH-91050"	"m"	2930	732	"01.04.2021"	"Ziese"	4	4	149.9	969.5	1065.3	3	686.36117858469
"BH-91053"	"f"	2734	674	"01.04.2021"	"Ziese"	2	1	430.4	430.4	863.1	3	418.997799822631
"BH-91053"	"f"	2734	674	"01.04.2021"	"Ziese"	2	2	285.1	715.5	863.1	3	592.944720089645
"BH-91054"	"m"	1766	636	"02.04.2021"	"Sehrowbach"	4	1	337.8	337.8	1106	3	282.850060664994
"BH-91054"	"m"	1766	636	"02.04.2021"	"Sehrowbach"	4	2	225.2	563	1106	3	400.975653686916
"BH-91054"	"m"	1766	636	"02.04.2021"	"Sehrowbach"	4	3	195.4	758.4	1106	3	491.489326259915
"BH-91054"	"m"	1766	636	"02.04.2021"	"Sehrowbach"	4	4	149.5	907.9	1106	3	555.772748457238
"BH-91068"	"f"	4994	860	"01.04.2021"	"Ziese"	4	1	489.4	489.4	1105.1	3	492.984681537733
"BH-91068"	"f"	4994	860	"01.04.2021"	"Ziese"	4	2	287.7	777.1	1105.1	3	676.120332309911
"BH-91068"	"f"	4994	860	"01.04.2021"	"Ziese"	4	3	167.7	944.8	1105.1	3	772.681188808966
"BH-91068"	"f"	4994	860	"01.04.2021"	"Ziese"	4	4	106	1050.8	1105.1	3	830.901469076989
"BH-91117"	"f"	1230	555	"07.04.2021"	"NHG"	3	1	347.2	347.2	819	3	308.795136333742
"BH-91117"	"f"	1230	555	"07.04.2021"	"NHG"	3	2	319	666.2	819	3	481.976941351186
"BH-91117"	"f"	1230	555	"07.04.2021"	"NHG"	3	3	116.1	782.3	819	3	537.886395141808
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	1	449.7	449.7	1654.8	3	435.671329492442
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	2	221.5	671.2	1654.8	3	572.773781430782
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	3	152.6	823.8	1654.8	3	658.817586750659
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	4	94.5	918.3	1654.8	3	709.554358048376
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	5	107.6	1025.9	1654.8	3	765.350556556471
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	6	105.3	1131.2	1654.8	3	818.183167728116
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	7	110.7	1241.9	1654.8	3	872.070173420741
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	8	116.2	1358.1	1654.8	3	927.020815055697
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	9	109.9	1468	1654.8	3	977.635453696449
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	10	98.5	1566.5	1654.8	3	1021.9872358876
