"ID"	"waterbody"	"capt"	"clust"	"ecotype"	"age"	"weight_g"	"TL_mm"	"sex"	"lifeyear"	"year"	"inc_um"	"rad_um"	"res_mean"	"res_max"	"res_min"	"Sr_mean"	"Sr_max"	"Sr_min"	"type"	"turbidity"	"SAL"	"WT"	"P"
"BH-00418"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	6	2450	758	"f"	4	"2017"	234.6	1183.6	1.12547346646479	3.09918674026001	-0.201336730854024	0.00118770530098832	0.00150962264150943	0.000987777777777778	NA	NA	NA	NA	NA
"BH-00418"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	6	2450	758	"f"	5	"2018"	195.1	1378.7	1.90282604089989	3.53456582627679	0.938777849668885	0.00111468832983927	0.00122125786163522	0.00101843186582809	NA	NA	NA	NA	NA
"BH-00418"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	6	2450	758	"f"	6	"2019"	174.3	1553	1.53201269252591	3.04696596219091	0.187132138402412	0.00104780167714885	0.00113123689727463	0.000980849056603774	NA	NA	NA	NA	NA
"BH-00419"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	10	5780	958	"f"	1	"2010"	384.7	384.7	0.867323384111475	2.7487050683441	-0.0297865488648428	0.000896512794612795	0.00106222222222222	0.00076897962962963	NA	NA	NA	NA	NA
"BH-00419"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	10	5780	958	"f"	2	"2011"	195.8	580.5	1.26671597865003	2.90505175340077	0.532586829109111	0.00097344699074074	0.00110307407407407	0.000885777777777778	NA	NA	NA	NA	NA
"BH-00419"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	10	5780	958	"f"	3	"2012"	209.6	790.1	0.750054876690019	2.45250293287698	-0.487674363632576	0.00106709969135802	0.00118962962962963	0.000988259259259259	NA	NA	NA	NA	NA
"BH-00419"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	10	5780	958	"f"	4	"2013"	190.7	980.8	0.674065981264517	1.76748199833639	-0.0742102169967013	0.00101409290123457	0.00119611111111111	0.000899622222222222	NA	NA	NA	NA	NA
"BH-00419"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	10	5780	958	"f"	5	"2014"	155.8	1136.6	0.912337212643524	2.51547396656634	-0.193246273477218	0.00122248611111111	0.00127777777777778	0.00119433333333333	NA	NA	NA	NA	NA
"BH-00419"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	10	5780	958	"f"	6	"2015"	150.9	1287.5	0.859899633682213	2.38512386370142	-0.255375991774777	0.00109905555555556	0.00112177777777778	0.00107746296296296	NA	NA	NA	NA	NA
"BH-00419"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	10	5780	958	"f"	7	"2016"	162.6	1450.1	1.07669098904362	3.07474974241733	-0.963085900018345	0.00116771913580247	0.00122346296296296	0.00111592592592593	NA	NA	NA	NA	NA
"BH-00419"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	10	5780	958	"f"	8	"2017"	124.7	1574.8	1.82682476350976	2.7002728228384	0.443445663605227	0.00116242962962963	0.00122507407407407	0.001076	NA	NA	NA	NA	NA
"BH-00419"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	10	5780	958	"f"	9	"2018"	112.8	1687.6	1.60263406895733	3.57767512419691	0.765158790056516	0.00124373611111111	0.00134451851851852	0.00109088888888889	NA	NA	NA	NA	NA
"BH-00419"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	10	5780	958	"f"	10	"2019"	128.5	1816.1	1.77193754116138	2.70267093204481	1.08200118670791	0.00114109259259259	0.00115777777777778	0.0011272037037037	NA	NA	NA	NA	NA
"BH-00424"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	2	508.3	425	"m"	1	"2018"	394.1	394.1	1.28644989130025	2.8640669340921	0.03103871054729	0.000972502222222223	0.00133922222222222	0.000768444444444444	NA	NA	NA	NA	NA
"BH-00424"	"Tributary"	"Peene"	"FW low saline|cold"	"FW_resident"	2	508.3	425	"m"	2	"2019"	266.7	660.8	1.29386187462257	3.82255800878859	0.315324599558223	0.000873493827160494	0.000958333333333333	0.000759844444444445	NA	NA	NA	NA	NA
"BH-00670"	"WRB"	"KB"	"BW int saline|cold"	"BW-resident"	4	NA	680	"f"	1	"2016"	512.9	512.9	0.0470119265547906	1.63431421150686	-1.19296985258873	0.00425345745745746	0.00497876876876877	0.0036521021021021	"Coast"	2.27333333333333	8.75531914893617	11.7181914893617	1.17670212765957
"BH-00670"	"WRB"	"KB"	"BW int saline|cold"	"BW-resident"	4	NA	680	"f"	2	"2017"	260.9	773.8	0.793214353767653	1.60394545814701	-0.571164787268778	0.00454698948948949	0.00555894894894895	0.0036757957957958	"Coast"	1.97058823529412	8.85	11.3964285714286	1.6125
"BH-00670"	"WRB"	"KB"	"BW int saline|cold"	"BW-resident"	4	NA	680	"f"	3	"2018"	229.3	1003.1	0.422577016432282	2.41741371571977	-1.22380499572395	0.00496582582582583	0.00545912912912913	0.00446771771771772	"Coast"	1.52413793103448	7.70904255319149	12.055	1.708125
"BH-00670"	"WRB"	"KB"	"BW int saline|cold"	"BW-resident"	4	NA	680	"f"	4	"2019"	217	1220.1	1.33417575724624	2.20939145634261	0.649193785163609	0.00499731731731732	0.005716006006006	0.00435222222222222	"Coast"	2.025	9.2575	11.66625	1.20625
"BH-00681"	"NRB"	"WB"	"BW Low saline|shift"	"Trans-habitat"	2	NA	630	"m"	1	"2019"	584.7	584.7	-0.734554105143686	2.4369129026608	-3.82314429085642	0.00369292831541219	0.00468469534050179	0.00292200716845878	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-00681"	"NRB"	"WB"	"BW Low saline|shift"	"Trans-habitat"	2	NA	630	"m"	2	"2020"	272.2	856.9	0.667610960620489	1.72625383504852	-0.53133711637744	0.00371781959378734	0.00509666666666667	0.00318645161290323	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-00685"	"NRB"	"WB"	"BW Low saline|shift"	"Trans-habitat"	3	NA	720	"m"	1	"2018"	563.4	563.4	0.400307795778366	3.60550932446018	-1.02075614246468	0.00283496825396826	0.00355619047619047	0.00229634920634921	"Coast"	1.9047619047619	8.24695121951219	13.344	1.8807
"BH-00685"	"NRB"	"WB"	"BW Low saline|shift"	"Trans-habitat"	3	NA	720	"m"	2	"2019"	211.5	774.9	0.449803216453768	2.91046991823743	-1.02513855912541	0.00334357864357864	0.00439555555555555	0.00271190476190476	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-00685"	"NRB"	"WB"	"BW Low saline|shift"	"Trans-habitat"	3	NA	720	"m"	3	"2020"	270.5	1045.4	0.435688175329081	1.94694502432664	-0.520149346493925	0.00423857142857143	0.00446444444444444	0.00397444444444444	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-00689"	"NRB"	"WB"	"BW high saline|warm"	"BW-resident"	2	NA	600	"m"	1	"2019"	561	561	-1.29131045206692	1.05640320303255	-2.8919394385619	0.00455131944444444	0.00633111111111111	0.00333944444444444	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
"BH-00689"	"NRB"	"WB"	"BW high saline|warm"	"BW-resident"	2	NA	600	"m"	2	"2020"	316.1	877.1	0.101648819296665	1.05811335115181	-0.512877208161216	0.00409530864197531	0.00611666666666667	0.00344	"Coast"	2	9.44117647058824	10.5235294117647	1.7575
"BH-00696"	"NRB"	"WB"	"BW int saline|cold"	"BW-resident"	4	NA	790	"f"	1	"2017"	499.4	499.4	-0.0684639282153972	1.74774854785129	-1.83606255649827	0.00380396666666667	0.00573653968253968	0.00275634920634921	"Coast"	1.5875	8.4969696969697	13.7030303030303	2.20378787878788
"BH-00696"	"NRB"	"WB"	"BW int saline|cold"	"BW-resident"	4	NA	790	"f"	2	"2018"	203.5	702.9	0.380235158570912	1.7256059886789	-0.627370064025069	0.00493840362811791	0.005718	0.00433984126984127	"Coast"	1.9047619047619	8.24695121951219	13.344	1.8807
"BH-00696"	"NRB"	"WB"	"BW int saline|cold"	"BW-resident"	4	NA	790	"f"	3	"2019"	184.2	887.1	-0.599224570750063	1.76723026331943	-2.15153428685085	0.00580182857142857	0.00603133333333333	0.00532311111111111	"Coast"	1.76470588235294	8.93888888888889	11.5088888888889	1.36544444444444
