Sample	Quality	Age	Cohort	Core	I	Year	Increment	X	Y
01-BH-01758	3	7	2013	171.8	core			128	2232
01-BH-01758	3	7	2013	171.8	1	2014	435.1	1024	2306
01-BH-01758	3	7	2013	171.8	2	2015	388.5	1824	2372
01-BH-01758	3	7	2013	171.8	3	2016	147.6	2128	2397
01-BH-01758	3	7	2013	171.8	4	2017	132.0	2399	2419
01-BH-01758	3	7	2013	171.8	5	2018	140.1	2688	2443
01-BH-01758	3	7	2013	171.8	6	2019	107.1	2908	2461
01-BH-01758	3	7	2013	171.8	7	2020	79.6	3072	2475
01-BH-01758	3	7	2013	171.8	edge		31.0	3136	2480
02-BH-01713	3	7	2013	211.6	core			160	2772
02-BH-01713	3	7	2013	211.6	1	2014	656.1	1084	1781
02-BH-01713	3	7	2013	211.6	2	2015	233.0	1413	1429
02-BH-01713	3	7	2013	211.6	3	2016	182.3	1670	1153
02-BH-01713	3	7	2013	211.6	4	2017	178.1	1921	884
02-BH-01713	3	7	2013	211.6	5	2018	167.1	2156	632
02-BH-01713	3	7	2013	211.6	6	2019	124.0	2331	444
02-BH-01713	3	7	2013	211.6	7	2020	108.8	2484	280
02-BH-01713	3	7	2013	211.6	edge		0.0	2484	280
03-BH-01719	3	1	2018	120.1	core			102	1394
03-BH-01719	3	1	2018	120.1	1	2019	595.0	1066	632
03-BH-01719	3	1	2018	120.1	edge		230.7	1440	336
04-BH-00670	3	4	2015	147.6	core			82	2440
04-BH-00670	3	4	2015	147.6	1	2016	512.9	1123	2639
04-BH-00670	3	4	2015	147.6	2	2017	260.9	1652	2740
04-BH-00670	3	4	2015	147.6	3	2018	229.3	2117	2829
04-BH-00670	3	4	2015	147.6	4	2019	217.0	2558	2913
04-BH-00670	3	4	2015	147.6	edge		147.5	2857	2970
05-BH-01812	3	7	2012	187.0	core			132	2559
05-BH-01812	3	7	2012	187.0	1	2013	421.5	911	2170
05-BH-01812	3	7	2012	187.0	2	2014	211.7	1302	1975
05-BH-01812	3	7	2012	187.0	3	2015	213.0	1696	1778
05-BH-01812	3	7	2012	187.0	4	2016	292.3	2236	1509
05-BH-01812	3	7	2012	187.0	5	2017	133.8	2484	1385
05-BH-01812	3	7	2012	187.0	6	2018	139.0	2741	1257
05-BH-01812	3	7	2012	187.0	7	2019	113.0	2950	1153
05-BH-01812	3	7	2012	187.0	edge		124.7	3180	1038
06-BH-01867	3	6	2013	236.2	core			366	2312
06-BH-01867	3	6	2013	236.2	1	2014	464.2	1165	1781
06-BH-01867	3	6	2013	236.2	2	2015	226.1	1553	1522
06-BH-01867	3	6	2013	236.2	3	2016	204.4	1905	1288
06-BH-01867	3	6	2013	236.2	4	2017	221.3	2285	1035
06-BH-01867	3	6	2013	236.2	5	2018	152.8	2548	860
06-BH-01867	3	6	2013	236.2	6	2019	84.4	2693	763
06-BH-01867	3	6	2013	236.2	edge		95.9	2858	653
07-BH-01814	3	6	2014	180.1	core			345	2371
07-BH-01814	3	6	2014	180.1	1	2015	326.3	941	2055
07-BH-01814	3	6	2014	180.1	2	2016	262.4	1420	1802
07-BH-01814	3	6	2014	180.1	3	2017	282.1	1935	1529
07-BH-01814	3	6	2014	180.1	4	2018	272.7	2432	1265
07-BH-01814	3	6	2014	180.1	5	2019	211.8	2819	1060
07-BH-01814	3	6	2014	180.1	6	2020	203.1	3190	864
07-BH-01814	3	6	2014	180.1	edge		0.0	3190	864
08-BH-01789	3	3	2017	141.7	core			426	1312
08-BH-01789	3	3	2017	141.7	1	2018	318.1	993	980
08-BH-01789	3	3	2017	141.7	2	2019	225.2	1394	745
08-BH-01789	3	3	2017	141.7	3	2020	254.5	1848	479
08-BH-01789	3	3	2017	141.7	edge		0.0	1848	479
09-BH-00732	3	1	2018	172.3	core			514	1060
09-BH-00732	3	1	2018	172.3	1	2019	510.0	1499	686
09-BH-00732	3	1	2018	172.3	edge		256.8	1995	498
1-BH-91054	3	5	2016	201.6	core			329	1468
1-BH-91054	3	5	2016	201.6	1	2017	340.9	1017	1316
1-BH-91054	3	5	2016	201.6	2	2018	231.4	1483	1213
1-BH-91054	3	5	2016	201.6	3	2019	175.9	1838	1135
1-BH-91054	3	5	2016	201.6	4	2020	166.0	2173	1061
1-BH-91054	3	5	2016	201.6	5	2021	174.5	2525	983
1-BH-91054	3	5	2016	201.6	edge		0.0	2525	983
10-BH-01731	3	9	2011	147.3	core			198	2828
10-BH-01731	3	9	2011	147.3	1	2012	462.1	1150	2898
10-BH-01731	3	9	2011	147.3	2	2013	201.9	1566	2929
10-BH-01731	3	9	2011	147.3	3	2014	157.0	1890	2952
10-BH-01731	3	9	2011	147.3	4	2015	148.0	2195	2975
10-BH-01731	3	9	2011	147.3	5	2016	124.5	2451	2994
10-BH-01731	3	9	2011	147.3	6	2017	164.0	2789	3019
10-BH-01731	3	9	2011	147.3	7	2018	161.5	3122	3043
10-BH-01731	3	9	2011	147.3	8	2019	155.1	3442	3067
10-BH-01731	3	9	2011	147.3	9	2020	178.4	3809	3094
10-BH-01731	3	9	2011	147.3	edge		0.0	3809	3094
11-BH-01819	3	4	2016	106.1	core			166	2016
11-BH-01819	3	4	2016	106.1	1	2017	396.1	776	1470
11-BH-01819	3	4	2016	106.1	2	2018	371.2	1347	959
11-BH-01819	3	4	2016	106.1	3	2019	148.7	1576	754
11-BH-01819	3	4	2016	106.1	4	2020	272.0	1994	379
11-BH-01819	3	4	2016	106.1	edge		0.0	1994	379
12-BH-01855	3	8	2012	142.9	core			721	2305
12-BH-01855	3	8	2012	142.9	1	2013	376.8	1412	1946
12-BH-01855	3	8	2012	142.9	2	2014	246.1	1863	1711
12-BH-01855	3	8	2012	142.9	3	2015	156.2	2149	1563
12-BH-01855	3	8	2012	142.9	4	2016	156.2	2436	1414
12-BH-01855	3	8	2012	142.9	5	2017	136.2	2685	1284
12-BH-01855	3	8	2012	142.9	6	2018	170.0	2997	1122
12-BH-01855	3	8	2012	142.9	7	2019	104.7	3189	1022
12-BH-01855	3	8	2012	142.9	8	2020	120.5	3410	907
