"id"	"sex"	"weight"	"TL"	"date"	"area"	"age"	"agei"	"increment"	"rad"	"trad"	"quality"
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	"3"	118.7	756.9	1538.2	3
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	"4"	179.1	936	1538.2	3
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	"5"	122.2	1058.2	1538.2	3
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	"6"	180.2	1238.4	1538.2	3
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	"7"	134.4	1372.8	1538.2	3
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	"1"	405.4	405.4	1548.2	3
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	"2"	278.4	683.8	1548.2	3
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	"3"	216.1	899.9	1548.2	3
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	"4"	203.5	1103.4	1548.2	3
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	"5"	143.1	1246.5	1548.2	3
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	"6"	117.8	1364.3	1548.2	3
"BH-01860"	"f"	7900	940	"27.2.2020"	"KB"	7	"7"	111.1	1475.4	1548.2	3
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	"1"	370.6	370.6	1371.1	3
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	"2"	170.8	541.4	1371.1	3
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	"3"	168.1	709.5	1371.1	3
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	"4"	117.1	826.6	1371.1	3
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	"5"	206.8	1033.4	1371.1	3
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	"6"	148.6	1182	1371.1	3
"BH-01867"	"f"	4800	820	"23.11.2019"	"SB"	7	"7"	81.8	1263.8	1371.1	3
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	"1"	264.9	264.9	1507.1	3
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	"2"	217.4	482.3	1507.1	3
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	"3"	150.6	632.9	1507.1	3
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	"4"	129.7	762.6	1507.1	3
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	"5"	162.7	925.3	1507.1	3
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	"6"	175.4	1100.7	1507.1	3
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	"7"	146.9	1247.6	1507.1	3
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	"8"	85.6	1333.2	1507.1	3
"BH-01868"	"f"	8700	1010	"8.1.2020"	"SB"	9	"9"	88.3	1421.5	1507.1	3
"BH-01869"	"f"	3300	730	"17.12.2019"	"SB"	4	"1"	440.7	440.7	1195.2	3
"BH-01869"	"f"	3300	730	"17.12.2019"	"SB"	4	"2"	281.7	722.4	1195.2	3
"BH-01869"	"f"	3300	730	"17.12.2019"	"SB"	4	"3"	200.9	923.3	1195.2	3
"BH-01869"	"f"	3300	730	"17.12.2019"	"SB"	4	"4"	205.7	1129	1195.2	3
"BH-01877"	"m"	NA	434	"9.10.2020"	"KD"	2	"1"	389.8	389.8	847.2	3
"BH-01877"	"m"	NA	434	"9.10.2020"	"KD"	2	"2"	237.8	627.6	847.2	3
"BH-01882"	"f"	NA	670	"12.11.2020"	"GB"	2	"1"	458.2	458.2	928.6	3
"BH-01882"	"f"	NA	670	"12.11.2020"	"GB"	2	"2"	383	841.2	928.6	3
"BH-01883"	"f"	NA	870	"12.11.2020"	"GB"	5	"1"	452.9	452.9	1410	3
"BH-01883"	"f"	NA	870	"12.11.2020"	"GB"	5	"2"	250.4	703.3	1410	3
"BH-01883"	"f"	NA	870	"12.11.2020"	"GB"	5	"3"	198.8	902.1	1410	3
"BH-01883"	"f"	NA	870	"12.11.2020"	"GB"	5	"4"	131.5	1033.6	1410	3
"BH-01883"	"f"	NA	870	"12.11.2020"	"GB"	5	"5"	168.9	1202.5	1410	3
"BH-01885"	"f"	NA	796	"27.11.2020"	"GB"	2	"1"	510.2	510.2	1017.4	3
"BH-01885"	"f"	NA	796	"27.11.2020"	"GB"	2	"2"	234.1	744.3	1017.4	3
"BH-01889"	"f"	NA	837	"27.11.2020"	"GB"	4	"1"	669.5	669.5	1383.1	3
"BH-01889"	"f"	NA	837	"27.11.2020"	"GB"	4	"2"	251	920.5	1383.1	3
"BH-01889"	"f"	NA	837	"27.11.2020"	"GB"	4	"3"	228.2	1148.7	1383.1	3
"BH-01889"	"f"	NA	837	"27.11.2020"	"GB"	4	"4"	161.3	1310	1383.1	3
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	"1"	385.9	385.9	1477.2	3
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	"2"	196.5	582.4	1477.2	3
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	"3"	102.2	684.6	1477.2	3
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	"4"	127	811.6	1477.2	3
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	"5"	121.5	933.1	1477.2	3
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	"6"	119.7	1052.8	1477.2	3
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	"7"	107.7	1160.5	1477.2	3
"BH-01891"	"f"	4348	870	"27.11.2020"	"GB"	8	"8"	120.6	1281.1	1477.2	3
"BH-01892"	"m"	1772	635	"27.11.2020"	"GB"	3	"1"	374.4	374.4	964.5	3
"BH-01892"	"m"	1772	635	"27.11.2020"	"GB"	3	"2"	378.6	753	964.5	3
"BH-01892"	"m"	1772	635	"27.11.2020"	"GB"	3	"3"	170.8	923.8	964.5	3
"BH-01893"	"m"	NA	650	"10.11.2020"	"GB"	3	"1"	490.4	490.4	953.2	3
"BH-01893"	"m"	NA	650	"10.11.2020"	"GB"	3	"2"	203.5	693.9	953.2	3
"BH-01893"	"m"	NA	650	"10.11.2020"	"GB"	3	"3"	173	866.9	953.2	3
"BH-01897"	"m"	NA	600	"13.11.2020"	"GB"	2	"1"	412.2	412.2	815.8	3
"BH-01897"	"m"	NA	600	"13.11.2020"	"GB"	2	"2"	194.1	606.3	815.8	3
"BH-01898"	"f"	NA	700	"8.11.2020"	"GB"	2	"1"	696.5	696.5	1053.8	3
"BH-01898"	"f"	NA	700	"8.11.2020"	"GB"	2	"2"	216.7	913.2	1053.8	3
"BH-01899"	"f"	NA	760	"10.11.2020"	"GB"	2	"1"	678.9	678.9	919.2	3
"BH-01899"	"f"	NA	760	"10.11.2020"	"GB"	2	"2"	158.3	837.2	919.2	3
"BH-01900"	"f"	NA	825	"27.11.2020"	"GB"	2	"1"	506.5	506.5	1008.6	3
"BH-01900"	"f"	NA	825	"27.11.2020"	"GB"	2	"2"	247.5	754	1008.6	3
"BH-01902"	"m"	NA	500	"1.11.2020"	"GB"	2	"1"	615.5	615.5	1086.4	3
"BH-01902"	"m"	NA	500	"1.11.2020"	"GB"	2	"2"	239.7	855.2	1086.4	3
"BH-01903"	"f"	596	439	"27.11.2020"	"GB"	1	"1"	651.6	651.6	651.6	3
"BH-01904"	"f"	474	404	"27.11.2020"	"GB"	1	"1"	828.2	828.2	828.2	3
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	"1"	468.3	468.3	2210.3	3
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	"2"	149.4	617.7	2210.3	3
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	"3"	124	741.7	2210.3	3
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	"4"	122	863.7	2210.3	3
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	"5"	165.4	1029.1	2210.3	3
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	"6"	124	1153.1	2210.3	3
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	"7"	142.7	1295.8	2210.3	3
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	"8"	119.5	1415.3	2210.3	3
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	"9"	108.8	1524.1	2210.3	3
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	"10"	174.8	1698.9	2210.3	3
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	"11"	151.2	1850.1	2210.3	3
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	"12"	149.4	1999.5	2210.3	3
"BH-01906"	"f"	13600	1230	"5.11.2019"	"SB"	13	"13"	113.5	2113	2210.3	3
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	"1"	447.9	447.9	1848.3	1
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	"2"	281.1	729	1848.3	1
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	"3"	299.4	1028.4	1848.3	1
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	"4"	207.1	1235.5	1848.3	1
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	"5"	139.2	1374.7	1848.3	1
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	"6"	128.5	1503.2	1848.3	1
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	"7"	138.4	1641.6	1848.3	1
"BH-01908"	"f"	NA	876	"30.1.2021"	"GB"	8	"8"	109.3	1750.9	1848.3	1
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	"1"	445.5	445.5	1820.8	3
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	"2"	192.9	638.4	1820.8	3
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	"3"	155.4	793.8	1820.8	3
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	"4"	122.6	916.4	1820.8	3
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	"5"	143.6	1060	1820.8	3
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	"6"	158.4	1218.4	1820.8	3
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	"7"	137.5	1355.9	1820.8	3
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	"8"	140.5	1496.4	1820.8	3
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	"9"	107.6	1604	1820.8	3
"BH-01922"	"f"	14600	1262	"01.02.2020"	"KB"	10	"10"	146.6	1750.6	1820.8	3
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	"1"	366.2	366.2	1227.6	3
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	"2"	182.7	548.9	1227.6	3
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	"3"	182.1	731	1227.6	3
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	"4"	102.7	833.7	1227.6	3
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	"5"	79.1	912.8	1227.6	3
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	"6"	88.3	1001.1	1227.6	3
"BH-90307"	"f"	5350	883	"16.3.2020"	"SB"	7	"7"	127	1128.1	1227.6	3
"BH-90910"	"m"	NA	604	"07.04.2021"	"NHG"	5	"1"	421.2	421.2	1015.6	3
"BH-90910"	"m"	NA	604	"07.04.2021"	"NHG"	5	"2"	223.1	644.3	1015.6	3
"BH-90910"	"m"	NA	604	"07.04.2021"	"NHG"	5	"3"	144.5	788.8	1015.6	3
"BH-90910"	"m"	NA	604	"07.04.2021"	"NHG"	5	"4"	101.5	890.3	1015.6	3
"BH-90910"	"m"	NA	604	"07.04.2021"	"NHG"	5	"5"	85.3	975.6	1015.6	3
"BH-90928"	"m"	1470	580	"02.04.2021"	"Sehrowbach"	2	"1"	326.7	326.7	828.8	3
"BH-90928"	"m"	1470	580	"02.04.2021"	"Sehrowbach"	2	"2"	290.6	617.3	828.8	3
"BH-90946"	"m"	2564	694	"02.04.2021"	"Sehrowbach"	6	"1"	360.1	360.1	1100.1	3
"BH-90946"	"m"	2564	694	"02.04.2021"	"Sehrowbach"	6	"2"	119.9	480	1100.1	3
"BH-90946"	"m"	2564	694	"02.04.2021"	"Sehrowbach"	6	"3"	87.8	567.8	1100.1	3
"BH-90946"	"m"	2564	694	"02.04.2021"	"Sehrowbach"	6	"4"	166.7	734.5	1100.1	3
"BH-90946"	"m"	2564	694	"02.04.2021"	"Sehrowbach"	6	"5"	117	851.5	1100.1	3
"BH-90946"	"m"	2564	694	"02.04.2021"	"Sehrowbach"	6	"6"	134.7	986.2	1100.1	3
"BH-90970"	"m"	1688	634	"02.04.2021"	"Sehrowbach"	6	"1"	376.8	376.8	1156	3
"BH-90970"	"m"	1688	634	"02.04.2021"	"Sehrowbach"	6	"2"	109	485.8	1156	3
"BH-90970"	"m"	1688	634	"02.04.2021"	"Sehrowbach"	6	"3"	110	595.8	1156	3
"BH-90970"	"m"	1688	634	"02.04.2021"	"Sehrowbach"	6	"4"	120.2	716	1156	3
"BH-90970"	"m"	1688	634	"02.04.2021"	"Sehrowbach"	6	"5"	134.4	850.4	1156	3
"BH-90970"	"m"	1688	634	"02.04.2021"	"Sehrowbach"	6	"6"	151.8	1002.2	1156	3
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	"1"	474	474	1519.8	3
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	"2"	226.9	700.9	1519.8	3
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	"3"	151.4	852.3	1519.8	3
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	"4"	113.5	965.8	1519.8	3
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	"5"	116.2	1082	1519.8	3
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	"6"	116.3	1198.3	1519.8	3
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	"7"	102.5	1300.8	1519.8	3
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	"8"	81.3	1382.1	1519.8	3
"BH-90981"	"m"	2798	745	"02.04.2021"	"Sehrowbach"	9	"9"	83	1465.1	1519.8	3
"BH-90997"	"m"	2258	675	"23.03.2021"	"Bandycksgraben"	4	"1"	464.3	464.3	1231.1	3
"BH-90997"	"m"	2258	675	"23.03.2021"	"Bandycksgraben"	4	"2"	258.3	722.6	1231.1	3
"BH-90997"	"m"	2258	675	"23.03.2021"	"Bandycksgraben"	4	"3"	215.6	938.2	1231.1	3
"BH-90997"	"m"	2258	675	"23.03.2021"	"Bandycksgraben"	4	"4"	186.9	1125.1	1231.1	3
"BH-91013"	"f"	3234	739	"01.04.2021"	"Ziese"	3	"1"	415.4	415.4	795.1	3
"BH-91013"	"f"	3234	739	"01.04.2021"	"Ziese"	3	"2"	228.2	643.6	795.1	3
"BH-91013"	"f"	3234	739	"01.04.2021"	"Ziese"	3	"3"	104.1	747.7	795.1	3
"BH-91045"	"m"	1564	648	"01.04.2021"	"Ziese"	2	"1"	592.7	592.7	1155.4	3
"BH-91045"	"m"	1564	648	"01.04.2021"	"Ziese"	2	"2"	336.6	929.3	1155.4	3
"BH-91050"	"m"	2930	732	"01.04.2021"	"Ziese"	4	"1"	462.9	462.9	1065.3	3
"BH-91050"	"m"	2930	732	"01.04.2021"	"Ziese"	4	"2"	170.7	633.6	1065.3	3
"BH-91050"	"m"	2930	732	"01.04.2021"	"Ziese"	4	"3"	186	819.6	1065.3	3
"BH-91050"	"m"	2930	732	"01.04.2021"	"Ziese"	4	"4"	149.9	969.5	1065.3	3
"BH-91053"	"f"	2734	674	"01.04.2021"	"Ziese"	2	"1"	430.4	430.4	863.1	3
"BH-91053"	"f"	2734	674	"01.04.2021"	"Ziese"	2	"2"	285.1	715.5	863.1	3
"BH-91054"	"m"	1766	636	"02.04.2021"	"Sehrowbach"	4	"1"	337.8	337.8	1106	3
"BH-91054"	"m"	1766	636	"02.04.2021"	"Sehrowbach"	4	"2"	225.2	563	1106	3
"BH-91054"	"m"	1766	636	"02.04.2021"	"Sehrowbach"	4	"3"	195.4	758.4	1106	3
"BH-91054"	"m"	1766	636	"02.04.2021"	"Sehrowbach"	4	"4"	149.5	907.9	1106	3
"BH-91068"	"f"	4994	860	"01.04.2021"	"Ziese"	4	"1"	489.4	489.4	1105.1	3
"BH-91068"	"f"	4994	860	"01.04.2021"	"Ziese"	4	"2"	287.7	777.1	1105.1	3
"BH-91068"	"f"	4994	860	"01.04.2021"	"Ziese"	4	"3"	167.7	944.8	1105.1	3
"BH-91068"	"f"	4994	860	"01.04.2021"	"Ziese"	4	"4"	106	1050.8	1105.1	3
"BH-91117"	"f"	1230	555	"07.04.2021"	"NHG"	3	"1"	347.2	347.2	819	3
"BH-91117"	"f"	1230	555	"07.04.2021"	"NHG"	3	"2"	319	666.2	819	3
"BH-91117"	"f"	1230	555	"07.04.2021"	"NHG"	3	"3"	116.1	782.3	819	3
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	"1"	449.7	449.7	1654.8	3
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	"2"	221.5	671.2	1654.8	3
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	"3"	152.6	823.8	1654.8	3
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	"4"	94.5	918.3	1654.8	3
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	"5"	107.6	1025.9	1654.8	3
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	"6"	105.3	1131.2	1654.8	3
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	"7"	110.7	1241.9	1654.8	3
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	"8"	116.2	1358.1	1654.8	3
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	"9"	109.9	1468	1654.8	3
"BH-91328"	"f"	8290	1061	"14.04.2021"	"NHG"	10	"10"	98.5	1566.5	1654.8	3
