"id"	"sex"	"weight"	"TL"	"date"	"area"	"age"	"agei"	"increment"	"rad"	"trad"	"quality"
"BH-00670"	"f"	NA	680	"01.12.2019"	"KB"	4	"4"	194.8	1284	1574	3
"BH-00681"	"m"	NA	630	"28.02.2020"	"WB"	2	"1"	477	477	727.6	3
"BH-00681"	"m"	NA	630	"28.02.2020"	"WB"	2	"2"	123.7	600.7	727.6	3
"BH-00685"	"m"	NA	720	"29.02.2020"	"WB"	2	"1"	569.9	569.9	1059.6	3
"BH-00685"	"m"	NA	720	"29.02.2020"	"WB"	2	"2"	292.7	862.6	1059.6	3
"BH-00689"	"m"	NA	600	"01.03.2020"	"WB"	1	"1"	559.9	559.9	863.9	3
"BH-00696"	"f"	NA	790	"02.03.2020"	"WB"	3	"1"	581.4	581.4	1076.4	3
"BH-00696"	"f"	NA	790	"02.03.2020"	"WB"	3	"2"	149.9	731.3	1076.4	3
"BH-00696"	"f"	NA	790	"02.03.2020"	"WB"	3	"3"	186.7	918	1076.4	3
"BH-00732"	""	NA	617	"14.12.2019"	"SB"	2	"1"	604.3	604.3	790.2	3
"BH-00732"	""	NA	617	"14.12.2019"	"SB"	2	"2"	133.8	738.1	790.2	3
"BH-00742"	""	NA	550	"8.11.2019"	"GB"	2	"1"	404.7	404.7	834.1	3
"BH-00742"	""	NA	550	"8.11.2019"	"GB"	2	"2"	375.8	780.5	834.1	3
"BH-00750"	""	NA	560	"8.11.2020"	"GB"	2	"1"	633.9	633.9	846.1	3
"BH-00750"	""	NA	560	"8.11.2020"	"GB"	2	"2"	128.6	762.5	846.1	3
"BH-01556"	"f"	NA	1110	"8.2.2020"	"BEG"	9	"1"	466.5	466.5	1634.1	2
"BH-01556"	"f"	NA	1110	"8.2.2020"	"BEG"	9	"2"	117.6	584.1	1634.1	2
"BH-01556"	"f"	NA	1110	"8.2.2020"	"BEG"	9	"3"	169.7	753.8	1634.1	2
"BH-01556"	"f"	NA	1110	"8.2.2020"	"BEG"	9	"4"	170.8	924.6	1634.1	2
"BH-01556"	"f"	NA	1110	"8.2.2020"	"BEG"	9	"5"	177.8	1102.4	1634.1	2
"BH-01556"	"f"	NA	1110	"8.2.2020"	"BEG"	9	"6"	140.7	1243.1	1634.1	2
"BH-01556"	"f"	NA	1110	"8.2.2020"	"BEG"	9	"7"	163.2	1406.3	1634.1	2
"BH-01556"	"f"	NA	1110	"8.2.2020"	"BEG"	9	"8"	79.5	1485.8	1634.1	2
"BH-01556"	"f"	NA	1110	"8.2.2020"	"BEG"	9	"9"	90.9	1576.7	1634.1	2
"BH-01560"	"f"	NA	820	"8.2.2020"	"BEG"	6	"1"	585.4	585.4	1380.9	3
"BH-01560"	"f"	NA	820	"8.2.2020"	"BEG"	6	"2"	236.4	821.8	1380.9	3
"BH-01560"	"f"	NA	820	"8.2.2020"	"BEG"	6	"3"	94.6	916.4	1380.9	3
"BH-01560"	"f"	NA	820	"8.2.2020"	"BEG"	6	"4"	72.7	989.1	1380.9	3
"BH-01560"	"f"	NA	820	"8.2.2020"	"BEG"	6	"5"	140.1	1129.2	1380.9	3
"BH-01560"	"f"	NA	820	"8.2.2020"	"BEG"	6	"6"	144.1	1273.3	1380.9	3
"BH-01567"	"m"	NA	460	"28.02.2020"	"BEG"	2	"1"	488	488	780.2	2
"BH-01567"	"m"	NA	460	"28.02.2020"	"BEG"	2	"2"	166.7	654.7	780.2	2
"BH-01569"	"m"	NA	550	"28.2.2020"	"BEG"	1	"1"	554.3	554.3	837.4	3
"BH-01571"	"f"	NA	520	"28.2.2020"	"BEG"	1	"1"	535.4	535.4	713.2	3
"BH-01576"	"f"	NA	570	"28.2.2020"	"BEG"	1	"1"	580.8	580.8	857	3
"BH-01580"	"f"	NA	490	"28.02.2020"	"BEG"	1	"1"	724.9	724.9	923.3	3
"BH-01582"	"f"	NA	830	"28.02.2020"	"BEG"	6	"1"	401.2	401.2	1309.6	3
"BH-01582"	"f"	NA	830	"28.02.2020"	"BEG"	6	"2"	214.2	615.4	1309.6	3
"BH-01582"	"f"	NA	830	"28.02.2020"	"BEG"	6	"3"	170.3	785.7	1309.6	3
"BH-01582"	"f"	NA	830	"28.02.2020"	"BEG"	6	"4"	148.1	933.8	1309.6	3
"BH-01582"	"f"	NA	830	"28.02.2020"	"BEG"	6	"5"	133.7	1067.5	1309.6	3
"BH-01582"	"f"	NA	830	"28.02.2020"	"BEG"	6	"6"	135.4	1202.9	1309.6	3
"BH-01585"	"m"	NA	760	"28.02.2020"	"WB"	9	"1"	440	440	1562.7	3
"BH-01585"	"m"	NA	760	"28.02.2020"	"WB"	9	"2"	112.9	552.9	1562.7	3
"BH-01585"	"m"	NA	760	"28.02.2020"	"WB"	9	"3"	139.1	692	1562.7	3
"BH-01585"	"m"	NA	760	"28.02.2020"	"WB"	9	"4"	122.9	814.9	1562.7	3
"BH-01585"	"m"	NA	760	"28.02.2020"	"WB"	9	"5"	118.9	933.8	1562.7	3
"BH-01585"	"m"	NA	760	"28.02.2020"	"WB"	9	"6"	149.4	1083.2	1562.7	3
"BH-01585"	"m"	NA	760	"28.02.2020"	"WB"	9	"7"	146.8	1230	1562.7	3
"BH-01585"	"m"	NA	760	"28.02.2020"	"WB"	9	"8"	114.6	1344.6	1562.7	3
"BH-01585"	"m"	NA	760	"28.02.2020"	"WB"	9	"9"	127.8	1472.4	1562.7	3
"BH-01588"	"f"	NA	1050	"01.02.2020"	"KJB"	9	"1"	322.3	322.3	1672.1	3
"BH-01588"	"f"	NA	1050	"01.02.2020"	"KJB"	9	"2"	182	504.3	1672.1	3
"BH-01588"	"f"	NA	1050	"01.02.2020"	"KJB"	9	"3"	184	688.3	1672.1	3
"BH-01588"	"f"	NA	1050	"01.02.2020"	"KJB"	9	"4"	178.7	867	1672.1	3
"BH-01588"	"f"	NA	1050	"01.02.2020"	"KJB"	9	"5"	151.8	1018.8	1672.1	3
"BH-01588"	"f"	NA	1050	"01.02.2020"	"KJB"	9	"6"	115.8	1134.6	1672.1	3
"BH-01588"	"f"	NA	1050	"01.02.2020"	"KJB"	9	"7"	118.2	1252.8	1672.1	3
"BH-01588"	"f"	NA	1050	"01.02.2020"	"KJB"	9	"8"	140.3	1393.1	1672.1	3
"BH-01588"	"f"	NA	1050	"01.02.2020"	"KJB"	9	"9"	140.7	1533.8	1672.1	3
"BH-01594"	"f"	NA	630	"28.02.2020"	"WB"	1	"1"	659.3	659.3	877.3	3
"BH-01595"	"m"	NA	690	"28.02.2020"	"WB"	4	"1"	406.1	406.1	1073.7	3
"BH-01595"	"m"	NA	690	"28.02.2020"	"WB"	4	"2"	261.7	667.8	1073.7	3
"BH-01595"	"m"	NA	690	"28.02.2020"	"WB"	4	"3"	181.6	849.4	1073.7	3
"BH-01595"	"m"	NA	690	"28.02.2020"	"WB"	4	"4"	177.1	1026.5	1073.7	3
"BH-01596"	"f"	NA	660	"01.01.2020"	"GJB"	2	"1"	520.4	520.4	809.5	3
"BH-01596"	"f"	NA	660	"01.01.2020"	"GJB"	2	"2"	196.8	717.2	809.5	3
"BH-01598"	"f"	NA	750	"01.01.2020"	"GJB"	4	"1"	534.8	534.8	1187.5	3
"BH-01598"	"f"	NA	750	"01.01.2020"	"GJB"	4	"2"	139.2	674	1187.5	3
"BH-01598"	"f"	NA	750	"01.01.2020"	"GJB"	4	"3"	178.6	852.6	1187.5	3
"BH-01598"	"f"	NA	750	"01.01.2020"	"GJB"	4	"4"	252.4	1105	1187.5	3
"BH-01713"	"f"	7200	980	"8.1.2020"	"SB"	6	"1"	601.3	601.3	1581.4	3
"BH-01713"	"f"	7200	980	"8.1.2020"	"SB"	6	"2"	244	845.3	1581.4	3
"BH-01713"	"f"	7200	980	"8.1.2020"	"SB"	6	"3"	179.9	1025.2	1581.4	3
"BH-01713"	"f"	7200	980	"8.1.2020"	"SB"	6	"4"	166.3	1191.5	1581.4	3
"BH-01713"	"f"	7200	980	"8.1.2020"	"SB"	6	"5"	137	1328.5	1581.4	3
"BH-01713"	"f"	7200	980	"8.1.2020"	"SB"	6	"6"	130.6	1459.1	1581.4	3
"BH-01717"	"f"	NA	1040	"28.02.2020"	"BEG"	11	"1"	434.1	434.1	2011.6	1
"BH-01717"	"f"	NA	1040	"28.02.2020"	"BEG"	11	"2"	208.2	642.3	2011.6	1
"BH-01717"	"f"	NA	1040	"28.02.2020"	"BEG"	11	"3"	133.6	775.9	2011.6	1
"BH-01717"	"f"	NA	1040	"28.02.2020"	"BEG"	11	"4"	117.5	893.4	2011.6	1
"BH-01717"	"f"	NA	1040	"28.02.2020"	"BEG"	11	"5"	154.7	1048.1	2011.6	1
"BH-01717"	"f"	NA	1040	"28.02.2020"	"BEG"	11	"6"	130.1	1178.2	2011.6	1
"BH-01717"	"f"	NA	1040	"28.02.2020"	"BEG"	11	"7"	145.9	1324.1	2011.6	1
"BH-01717"	"f"	NA	1040	"28.02.2020"	"BEG"	11	"8"	172.7	1496.8	2011.6	1
"BH-01717"	"f"	NA	1040	"28.02.2020"	"BEG"	11	"9"	127.9	1624.7	2011.6	1
"BH-01717"	"f"	NA	1040	"28.02.2020"	"BEG"	11	"10"	162.3	1787	2011.6	1
"BH-01717"	"f"	NA	1040	"28.02.2020"	"BEG"	11	"11"	98.9	1885.9	2011.6	1
"BH-01719"	"f"	1400	550	"23.12.2019"	"SB"	1	"1"	658	658	957.5	3
"BH-01722"	"f"	NA	950	"28.02.2020"	"BEG"	12	"1"	466.7	466.7	1859.5	3
"BH-01722"	"f"	NA	950	"28.02.2020"	"BEG"	12	"2"	85.7	552.4	1859.5	3
"BH-01722"	"f"	NA	950	"28.02.2020"	"BEG"	12	"3"	102.2	654.6	1859.5	3
"BH-01722"	"f"	NA	950	"28.02.2020"	"BEG"	12	"4"	139.5	794.1	1859.5	3
"BH-01722"	"f"	NA	950	"28.02.2020"	"BEG"	12	"5"	159.3	953.4	1859.5	3
"BH-01722"	"f"	NA	950	"28.02.2020"	"BEG"	12	"6"	146.1	1099.5	1859.5	3
"BH-01722"	"f"	NA	950	"28.02.2020"	"BEG"	12	"7"	98.9	1198.4	1859.5	3
"BH-01722"	"f"	NA	950	"28.02.2020"	"BEG"	12	"8"	158.2	1356.6	1859.5	3
"BH-01722"	"f"	NA	950	"28.02.2020"	"BEG"	12	"9"	96.3	1452.9	1859.5	3
"BH-01722"	"f"	NA	950	"28.02.2020"	"BEG"	12	"10"	104.6	1557.5	1859.5	3
"BH-01722"	"f"	NA	950	"28.02.2020"	"BEG"	12	"11"	103.3	1660.8	1859.5	3
"BH-01722"	"f"	NA	950	"28.02.2020"	"BEG"	12	"12"	73.4	1734.2	1859.5	3
"BH-01731"	"m"	6800	950	"8.1.2020"	"SB"	9	"1"	686.2	686.2	1803.5	3
"BH-01731"	"m"	6800	950	"8.1.2020"	"SB"	9	"2"	157.3	843.5	1803.5	3
"BH-01731"	"m"	6800	950	"8.1.2020"	"SB"	9	"3"	151.5	995	1803.5	3
"BH-01731"	"m"	6800	950	"8.1.2020"	"SB"	9	"4"	106.5	1101.5	1803.5	3
"BH-01731"	"m"	6800	950	"8.1.2020"	"SB"	9	"5"	127.8	1229.3	1803.5	3
"BH-01731"	"m"	6800	950	"8.1.2020"	"SB"	9	"6"	99	1328.3	1803.5	3
"BH-01731"	"m"	6800	950	"8.1.2020"	"SB"	9	"7"	120.3	1448.6	1803.5	3
"BH-01731"	"m"	6800	950	"8.1.2020"	"SB"	9	"8"	128	1576.6	1803.5	3
"BH-01731"	"m"	6800	950	"8.1.2020"	"SB"	9	"9"	0	1576.6	1803.5	3
"BH-01737"	"f"	11500	1130	"27.2.2020"	"KB"	8	"1"	321.5	321.5	1497.8	3
"BH-01737"	"f"	11500	1130	"27.2.2020"	"KB"	8	"2"	308.2	629.7	1497.8	3
"BH-01737"	"f"	11500	1130	"27.2.2020"	"KB"	8	"3"	273.8	903.5	1497.8	3
"BH-01737"	"f"	11500	1130	"27.2.2020"	"KB"	8	"4"	186.9	1090.4	1497.8	3
"BH-01737"	"f"	11500	1130	"27.2.2020"	"KB"	8	"5"	109	1199.4	1497.8	3
"BH-01737"	"f"	11500	1130	"27.2.2020"	"KB"	8	"6"	95.9	1295.3	1497.8	3
"BH-01737"	"f"	11500	1130	"27.2.2020"	"KB"	8	"7"	104.6	1399.9	1497.8	3
"BH-01737"	"f"	11500	1130	"27.2.2020"	"KB"	8	"8"	62.7	1462.6	1497.8	3
"BH-01738"	"f"	5400	860	"23.12.2019"	"SB"	6	"1"	430.9	430.9	1549.1	2
"BH-01738"	"f"	5400	860	"23.12.2019"	"SB"	6	"2"	221.9	652.8	1549.1	2
"BH-01738"	"f"	5400	860	"23.12.2019"	"SB"	6	"3"	289.4	942.2	1549.1	2
"BH-01738"	"f"	5400	860	"23.12.2019"	"SB"	6	"4"	130.5	1072.7	1549.1	2
"BH-01738"	"f"	5400	860	"23.12.2019"	"SB"	6	"5"	165.9	1238.6	1549.1	2
"BH-01738"	"f"	5400	860	"23.12.2019"	"SB"	6	"6"	156.4	1395	1549.1	2
"BH-01758"	"m"	2580	682	"1.5.2020"	"SB"	6	"1"	532.7	532.7	1274.8	3
"BH-01758"	"m"	2580	682	"1.5.2020"	"SB"	6	"2"	202.7	735.4	1274.8	3
"BH-01758"	"m"	2580	682	"1.5.2020"	"SB"	6	"3"	92.4	827.8	1274.8	3
"BH-01758"	"m"	2580	682	"1.5.2020"	"SB"	6	"4"	117.6	945.4	1274.8	3
"BH-01758"	"m"	2580	682	"1.5.2020"	"SB"	6	"5"	116.3	1061.7	1274.8	3
"BH-01758"	"m"	2580	682	"1.5.2020"	"SB"	6	"6"	140.2	1201.9	1274.8	3
"BH-01767"	"f"	NA	751	"12.9.2020"	"KD"	8	"1"	364.6	364.6	1469.6	3
"BH-01767"	"f"	NA	751	"12.9.2020"	"KD"	8	"2"	190.9	555.5	1469.6	3
"BH-01767"	"f"	NA	751	"12.9.2020"	"KD"	8	"3"	205.6	761.1	1469.6	3
"BH-01767"	"f"	NA	751	"12.9.2020"	"KD"	8	"4"	141.8	902.9	1469.6	3
"BH-01767"	"f"	NA	751	"12.9.2020"	"KD"	8	"5"	143.3	1046.2	1469.6	3
"BH-01767"	"f"	NA	751	"12.9.2020"	"KD"	8	"6"	139.3	1185.5	1469.6	3
"BH-01767"	"f"	NA	751	"12.9.2020"	"KD"	8	"7"	134.2	1319.7	1469.6	3
"BH-01767"	"f"	NA	751	"12.9.2020"	"KD"	8	"8"	115.5	1435.2	1469.6	3
"BH-01772"	"f"	NA	634	"9.10.2020"	"KD"	5	"1"	476.1	476.1	1255.1	3
"BH-01772"	"f"	NA	634	"9.10.2020"	"KD"	5	"2"	238.3	714.4	1255.1	3
"BH-01772"	"f"	NA	634	"9.10.2020"	"KD"	5	"3"	196.2	910.6	1255.1	3
"BH-01772"	"f"	NA	634	"9.10.2020"	"KD"	5	"4"	150.2	1060.8	1255.1	3
"BH-01772"	"f"	NA	634	"9.10.2020"	"KD"	5	"5"	140	1200.8	1255.1	3
"BH-01774"	"f"	NA	638	"9.10.2020"	"KD"	4	"1"	545.4	545.4	1253	3
"BH-01774"	"f"	NA	638	"9.10.2020"	"KD"	4	"2"	202.6	748	1253	3
"BH-01774"	"f"	NA	638	"9.10.2020"	"KD"	4	"3"	184.4	932.4	1253	3
"BH-01774"	"f"	NA	638	"9.10.2020"	"KD"	4	"4"	168.3	1100.7	1253	3
"BH-01776"	"f"	NA	574	"9.10.2020"	"KD"	2	"1"	576.9	576.9	1102.2	3
"BH-01776"	"f"	NA	574	"9.10.2020"	"KD"	2	"2"	297.4	874.3	1102.2	3
"BH-01789"	"m"	1700	600	"26.2.2020"	"KB"	2	"1"	310.9	310.9	758.8	3
"BH-01789"	"m"	1700	600	"26.2.2020"	"KB"	2	"2"	289	599.9	758.8	3
"BH-01802"	"m"	1980	638	"1.5.2020"	"SB"	4	"1"	551.3	551.3	1025.5	3
"BH-01802"	"m"	1980	638	"1.5.2020"	"SB"	4	"2"	139.4	690.7	1025.5	3
"BH-01802"	"m"	1980	638	"1.5.2020"	"SB"	4	"3"	159	849.7	1025.5	3
"BH-01802"	"m"	1980	638	"1.5.2020"	"SB"	4	"4"	145.4	995.1	1025.5	3
"BH-01803"	"m"	1900	600	"24.11.2019"	"SB"	4	"1"	299.9	299.9	1036.3	3
"BH-01803"	"m"	1900	600	"24.11.2019"	"SB"	4	"2"	217.7	517.6	1036.3	3
"BH-01803"	"m"	1900	600	"24.11.2019"	"SB"	4	"3"	143.8	661.4	1036.3	3
"BH-01803"	"m"	1900	600	"24.11.2019"	"SB"	4	"4"	167.4	828.8	1036.3	3
"BH-01809"	"m"	900	520	"26.2.2020"	"KB"	2	"1"	345.4	345.4	853.5	3
"BH-01809"	"m"	900	520	"26.2.2020"	"KB"	2	"2"	229.4	574.8	853.5	3
"BH-01812"	"f"	8900	1020	"22.11.2019"	"SB"	6	"1"	392	392	1517.7	3
"BH-01812"	"f"	8900	1020	"22.11.2019"	"SB"	6	"2"	424.1	816.1	1517.7	3
"BH-01812"	"f"	8900	1020	"22.11.2019"	"SB"	6	"3"	238.1	1054.2	1517.7	3
"BH-01812"	"f"	8900	1020	"22.11.2019"	"SB"	6	"4"	84.5	1138.7	1517.7	3
"BH-01812"	"f"	8900	1020	"22.11.2019"	"SB"	6	"5"	129.9	1268.6	1517.7	3
"BH-01812"	"f"	8900	1020	"22.11.2019"	"SB"	6	"6"	107.1	1375.7	1517.7	3
"BH-01814"	"m"	3600	780	"26.2.2020"	"KB"	6	"1"	427.6	427.6	1646.1	3
"BH-01814"	"m"	3600	780	"26.2.2020"	"KB"	6	"2"	368.4	796	1646.1	3
"BH-01814"	"m"	3600	780	"26.2.2020"	"KB"	6	"3"	157.8	953.8	1646.1	3
"BH-01814"	"m"	3600	780	"26.2.2020"	"KB"	6	"4"	124.8	1078.6	1646.1	3
"BH-01814"	"m"	3600	780	"26.2.2020"	"KB"	6	"5"	189.8	1268.4	1646.1	3
"BH-01814"	"m"	3600	780	"26.2.2020"	"KB"	6	"6"	171.8	1440.2	1646.1	3
"BH-01819"	"m"	2800	680	"27.2.2020"	"KB"	5	"1"	380.5	380.5	1126.1	3
"BH-01819"	"m"	2800	680	"27.2.2020"	"KB"	5	"2"	163.3	543.8	1126.1	3
"BH-01819"	"m"	2800	680	"27.2.2020"	"KB"	5	"3"	157.4	701.2	1126.1	3
"BH-01819"	"m"	2800	680	"27.2.2020"	"KB"	5	"4"	143.1	844.3	1126.1	3
"BH-01819"	"m"	2800	680	"27.2.2020"	"KB"	5	"5"	125.8	970.1	1126.1	3
"BH-01835"	"m"	3800	820	"26.2.2020"	"KB"	6	"1"	479.5	479.5	1441.4	3
"BH-01835"	"m"	3800	820	"26.2.2020"	"KB"	6	"2"	245.9	725.4	1441.4	3
"BH-01835"	"m"	3800	820	"26.2.2020"	"KB"	6	"3"	164.3	889.7	1441.4	3
"BH-01835"	"m"	3800	820	"26.2.2020"	"KB"	6	"4"	184.8	1074.5	1441.4	3
"BH-01835"	"m"	3800	820	"26.2.2020"	"KB"	6	"5"	131.8	1206.3	1441.4	3
"BH-01835"	"m"	3800	820	"26.2.2020"	"KB"	6	"6"	132.3	1338.6	1441.4	3
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	"1"	532.5	532.5	2199.3	3
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	"2"	241.4	773.9	2199.3	3
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	"3"	174	947.9	2199.3	3
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	"4"	158.7	1106.6	2199.3	3
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	"5"	198.8	1305.4	2199.3	3
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	"6"	125.3	1430.7	2199.3	3
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	"7"	98.2	1528.9	2199.3	3
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	"8"	78.3	1607.2	2199.3	3
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	"9"	84.8	1692	2199.3	3
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	"10"	82.6	1774.6	2199.3	3
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	"11"	127.8	1902.4	2199.3	3
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	"12"	159	2061.4	2199.3	3
"BH-01846"	"m"	NA	880	"16.2.2020"	"BEG"	13	"13"	89.1	2150.5	2199.3	3
"BH-01850"	"f"	NA	910	"14.2.2020"	"BEG"	6	"1"	420.1	420.1	1460	3
"BH-01850"	"f"	NA	910	"14.2.2020"	"BEG"	6	"2"	251.6	671.7	1460	3
"BH-01850"	"f"	NA	910	"14.2.2020"	"BEG"	6	"3"	175.5	847.2	1460	3
"BH-01850"	"f"	NA	910	"14.2.2020"	"BEG"	6	"4"	149.4	996.6	1460	3
"BH-01850"	"f"	NA	910	"14.2.2020"	"BEG"	6	"5"	170.1	1166.7	1460	3
"BH-01850"	"f"	NA	910	"14.2.2020"	"BEG"	6	"6"	191.1	1357.8	1460	3
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	"1"	395.6	395.6	1538.2	3
"BH-01855"	"m"	2500	722	"1.5.2020"	"SB"	7	"2"	242.6	638.2	1538.2	3
