"ID"	"waterbody"	"TL_mm"	"clust"	"ecotype"	"sex"	"lifeyear"	"inc_um"	"res_mean"	"Sr_mean"
"BH-01737"	"WRB"	1130	"BW high saline|warm"	"BW-resident"	"f"	7	94.8	-0.982670234628075	1.09252826605797
"BH-01737"	"WRB"	1130	"BW high saline|warm"	"BW-resident"	"f"	8	47.2	-1.67725604500398	1.34567788673405
"BH-01738"	"WRB"	860	"BW high saline|warm"	"BW-resident"	"f"	1	430.9	-1.97551251262545	-0.0830766754514052
"BH-01738"	"WRB"	860	"BW high saline|warm"	"BW-resident"	"f"	2	200.2	-0.817297962166002	0.00622973697559869
"BH-01738"	"WRB"	860	"BW high saline|warm"	"BW-resident"	"f"	3	250.1	-0.604492047653823	1.03603727456226
"BH-01738"	"WRB"	860	"BW high saline|warm"	"BW-resident"	"f"	4	158.5	-1.0471275960115	1.15483683834774
"BH-01738"	"WRB"	860	"BW high saline|warm"	"BW-resident"	"f"	5	130.9	-2.15467241557542	1.62001025131968
"BH-01738"	"WRB"	860	"BW high saline|warm"	"BW-resident"	"f"	6	113.1	-2.12667153136669	1.13722804525003
"BH-01738"	"WRB"	860	"BW high saline|warm"	"BW-resident"	"f"	7	118.1	-2.86307436015986	2.05523839396325
"BH-01758"	"WRB"	682	"BW high saline|warm"	"BW-resident"	"m"	1	435.1	-1.21061229228842	0.19153697127564
"BH-01758"	"WRB"	682	"BW high saline|warm"	"BW-resident"	"m"	2	388.5	-0.641685514995841	0.144638042579365
"BH-01758"	"WRB"	682	"BW high saline|warm"	"BW-resident"	"m"	3	147.6	-0.192425077132489	0.743110632252669
"BH-01758"	"WRB"	682	"BW high saline|warm"	"BW-resident"	"m"	4	132	-0.279201488372319	0.599136825194028
"BH-01758"	"WRB"	682	"BW high saline|warm"	"BW-resident"	"m"	5	140.1	-0.11713421806927	0.865636046828479
"BH-01758"	"WRB"	682	"BW high saline|warm"	"BW-resident"	"m"	6	107.1	-0.482006844146826	0.99410445704488
"BH-01758"	"WRB"	682	"BW high saline|warm"	"BW-resident"	"m"	7	79.6	-0.192069683564255	1.024876233381
"BH-01789"	"WRB"	600	"BW Low saline|shift"	"Trans-habitat"	"m"	1	318.1	-0.544218501182683	-0.471136436292338
"BH-01789"	"WRB"	600	"BW Low saline|shift"	"Trans-habitat"	"m"	2	225.2	-0.467006269344598	-0.167245356199183
"BH-01789"	"WRB"	600	"BW Low saline|shift"	"Trans-habitat"	"m"	3	254.5	0.0435260568466346	0.0348972385543373
"BH-01802"	"WRB"	638	"BW high saline|warm"	"BW-resident"	"m"	1	450.2	-0.968590425094985	-0.0741128896446863
"BH-01802"	"WRB"	638	"BW high saline|warm"	"BW-resident"	"m"	2	218	-0.238787247074975	0.604827558400465
"BH-01802"	"WRB"	638	"BW high saline|warm"	"BW-resident"	"m"	3	158.2	-0.411861372381	0.98778272354605
"BH-01803"	"WRB"	600	"BW int saline|cold"	"BW-resident"	"m"	1	314.1	0.294031977760376	-0.36368357264952
"BH-01803"	"WRB"	600	"BW int saline|cold"	"BW-resident"	"m"	2	186	1.1918863473998	-0.316560196759498
"BH-01803"	"WRB"	600	"BW int saline|cold"	"BW-resident"	"m"	3	206.6	0.716605036780215	0.276697857914744
"BH-01803"	"WRB"	600	"BW int saline|cold"	"BW-resident"	"m"	4	203.2	0.393705002308722	0.805840540216695
"BH-01809"	"WRB"	520	"BW int saline|cold"	"BW-resident"	"m"	1	411.7	-0.327861654011936	-0.191110654918992
"BH-01809"	"WRB"	520	"BW int saline|cold"	"BW-resident"	"m"	2	120.5	0.682696418679282	0.493932058858008
"BH-01809"	"WRB"	520	"BW int saline|cold"	"BW-resident"	"m"	3	228.5	1.21272971159544	0.0590707852709135
"BH-01812"	"WRB"	1020	"BW high saline|warm"	"BW-resident"	"f"	1	421.5	-0.737026478165546	-0.056511120582694
"BH-01812"	"WRB"	1020	"BW high saline|warm"	"BW-resident"	"f"	2	211.7	-0.903560769102914	-0.270006567361114
"BH-01812"	"WRB"	1020	"BW high saline|warm"	"BW-resident"	"f"	3	213	-0.323435761880726	-0.182730259087504
"BH-01812"	"WRB"	1020	"BW high saline|warm"	"BW-resident"	"f"	4	292.3	-0.785734122258895	0.538128030286046
"BH-01812"	"WRB"	1020	"BW high saline|warm"	"BW-resident"	"f"	5	133.8	-0.558942776322965	0.947675023544003
"BH-01812"	"WRB"	1020	"BW high saline|warm"	"BW-resident"	"f"	6	139	-1.32950924548035	0.778953806214814
"BH-01812"	"WRB"	1020	"BW high saline|warm"	"BW-resident"	"f"	7	113	-1.39689658252727	1.24284510780144
"BH-01814"	"WRB"	780	"BW high saline|warm"	"BW-resident"	"m"	1	326.3	-1.13289665572212	0.431565509909189
"BH-01814"	"WRB"	780	"BW high saline|warm"	"BW-resident"	"m"	2	262.4	-1.17367058722458	0.739913897165826
"BH-01814"	"WRB"	780	"BW high saline|warm"	"BW-resident"	"m"	3	282.1	-1.10339363652515	0.908792974833828
"BH-01814"	"WRB"	780	"BW high saline|warm"	"BW-resident"	"m"	4	272.7	-0.992307373441977	1.37527300109255
"BH-01814"	"WRB"	780	"BW high saline|warm"	"BW-resident"	"m"	5	211.8	-1.48212180293341	1.47364652163377
"BH-01814"	"WRB"	780	"BW high saline|warm"	"BW-resident"	"m"	6	203.1	-1.11340144086695	1.10714271507905
"BH-01819"	"WRB"	680	"BW high saline|warm"	"BW-resident"	"m"	1	396.1	-2.24479032213541	0.474651619002752
"BH-01819"	"WRB"	680	"BW high saline|warm"	"BW-resident"	"m"	2	371.2	-0.456591976723922	0.634491122840292
"BH-01819"	"WRB"	680	"BW high saline|warm"	"BW-resident"	"m"	3	148.7	-0.499803915912165	0.701711529991893
"BH-01819"	"WRB"	680	"BW high saline|warm"	"BW-resident"	"m"	4	272	-0.95077693243092	0.987915785715498
"BH-01835"	"WRB"	820	"BW high saline|warm"	"BW-resident"	"m"	1	410.2	-0.342364623669719	-0.0975219183055091
"BH-01835"	"WRB"	820	"BW high saline|warm"	"BW-resident"	"m"	2	263.5	-0.394544349738856	0.371173541393723
"BH-01835"	"WRB"	820	"BW high saline|warm"	"BW-resident"	"m"	3	152.1	0.319789180710033	0.766618671371766
"BH-01835"	"WRB"	820	"BW high saline|warm"	"BW-resident"	"m"	4	192.5	-0.667378823603851	0.785577527444633
"BH-01835"	"WRB"	820	"BW high saline|warm"	"BW-resident"	"m"	5	104.3	-0.434061776177562	0.922440226935855
"BH-01835"	"WRB"	820	"BW high saline|warm"	"BW-resident"	"m"	6	92	-0.250596282013357	1.18995527230089
"BH-01835"	"WRB"	820	"BW high saline|warm"	"BW-resident"	"m"	7	147	-0.546306276997361	1.55718494087318
"BH-01846"	"NRB"	880	"BW high saline|cold"	"BW-resident"	"f"	1	563.6	0.365794173509428	0.466802382536285
"BH-01846"	"NRB"	880	"BW high saline|cold"	"BW-resident"	"f"	2	232.8	-0.483320833645845	1.04600961772293
"BH-01846"	"NRB"	880	"BW high saline|cold"	"BW-resident"	"f"	3	122.8	0.439727525896642	1.32557054512887
"BH-01846"	"NRB"	880	"BW high saline|cold"	"BW-resident"	"f"	4	109.6	0.352887743641576	1.47461749540671
"BH-01846"	"NRB"	880	"BW high saline|cold"	"BW-resident"	"f"	5	135.9	-0.203390214374954	1.62716354991185
"BH-01846"	"NRB"	880	"BW high saline|cold"	"BW-resident"	"f"	6	210.4	-0.225112170208993	1.30456689564068
"BH-01846"	"NRB"	880	"BW high saline|cold"	"BW-resident"	"f"	7	138.4	-0.0847330127034778	1.28279619558042
"BH-01846"	"NRB"	880	"BW high saline|cold"	"BW-resident"	"f"	8	120.3	-0.262562501707412	1.71510589799983
"BH-01846"	"NRB"	880	"BW high saline|cold"	"BW-resident"	"f"	9	86.2	1.60136181609673	1.52097893439514
"BH-01846"	"NRB"	880	"BW high saline|cold"	"BW-resident"	"f"	10	162.8	1.23690940601022	1.20598510491185
"BH-01846"	"NRB"	880	"BW high saline|cold"	"BW-resident"	"f"	11	102.9	1.23529286903382	1.05925961063007
"BH-01846"	"NRB"	880	"BW high saline|cold"	"BW-resident"	"f"	12	145.1	0.85282680125595	1.23005244462613
"BH-01850"	"NRB"	910	"BW int saline|cold"	"BW-resident"	"f"	1	564	1.02593431023319	-0.57913975716871
"BH-01850"	"NRB"	910	"BW int saline|cold"	"BW-resident"	"f"	2	332.5	2.50289311844358	-0.449096502910443
"BH-01850"	"NRB"	910	"BW int saline|cold"	"BW-resident"	"f"	3	161.9	1.95021234377626	-0.0803080897306745
"BH-01850"	"NRB"	910	"BW int saline|cold"	"BW-resident"	"f"	4	181.9	2.14588039940477	0.188431608219651
"BH-01850"	"NRB"	910	"BW int saline|cold"	"BW-resident"	"f"	5	159.7	1.49342850559524	0.274445315137406
"BH-01850"	"NRB"	910	"BW int saline|cold"	"BW-resident"	"f"	6	96.6	0.916589989816376	0.770568670731927
"BH-01855"	"WRB"	722	"BW high saline|warm"	"BW-resident"	"m"	1	376.8	-0.935048530368213	-0.00834092784832803
"BH-01855"	"WRB"	722	"BW high saline|warm"	"BW-resident"	"m"	2	246.1	-0.715270917369175	0.421488644388057
"BH-01855"	"WRB"	722	"BW high saline|warm"	"BW-resident"	"m"	3	156.2	-0.679078656149028	0.987853519257294
"BH-01855"	"WRB"	722	"BW high saline|warm"	"BW-resident"	"m"	4	156.2	-1.43904400402298	1.58468474043676
"BH-01855"	"WRB"	722	"BW high saline|warm"	"BW-resident"	"m"	5	136.2	-0.414688976899574	1.0854566436974
"BH-01855"	"WRB"	722	"BW high saline|warm"	"BW-resident"	"m"	6	170	-0.834727806702634	1.46165434073871
"BH-01855"	"WRB"	722	"BW high saline|warm"	"BW-resident"	"m"	7	104.7	-0.846854956100881	1.39380796562863
"BH-01855"	"WRB"	722	"BW high saline|warm"	"BW-resident"	"m"	8	120.5	-1.45752102259707	1.62424650170689
"BH-01860"	"WRB"	940	"BW high saline|warm"	"BW-resident"	"f"	1	455.5	0.164554918002823	-0.301497428383713
"BH-01860"	"WRB"	940	"BW high saline|warm"	"BW-resident"	"f"	2	263.7	0.171871149048848	-0.0523555713610097
"BH-01860"	"WRB"	940	"BW high saline|warm"	"BW-resident"	"f"	3	248.1	-0.585720794438354	0.419572391194196
"BH-01860"	"WRB"	940	"BW high saline|warm"	"BW-resident"	"f"	4	210.4	-0.469405728122568	0.574673548046131
"BH-01860"	"WRB"	940	"BW high saline|warm"	"BW-resident"	"f"	5	123.4	-1.23517688079825	1.07837882677166
"BH-01860"	"WRB"	940	"BW high saline|warm"	"BW-resident"	"f"	6	139	-1.74344100344876	1.26588930238291
"BH-01860"	"WRB"	940	"BW high saline|warm"	"BW-resident"	"f"	7	176.6	-2.77851666308638	1.5177847867188
"BH-01867"	"WRB"	820	"BW int saline|cold"	"BW-resident"	"f"	1	464.2	-0.582181900156959	-0.262588182852833
"BH-01867"	"WRB"	820	"BW int saline|cold"	"BW-resident"	"f"	2	226.1	1.00497773600193	0.200149625144409
"BH-01867"	"WRB"	820	"BW int saline|cold"	"BW-resident"	"f"	3	204.4	0.620176333699677	0.376422167247771
"BH-01867"	"WRB"	820	"BW int saline|cold"	"BW-resident"	"f"	4	221.3	0.227402879905969	0.8906462530732
"BH-01867"	"WRB"	820	"BW int saline|cold"	"BW-resident"	"f"	5	152.8	-0.155239030594372	1.115137470061
"BH-01867"	"WRB"	820	"BW int saline|cold"	"BW-resident"	"f"	6	84.4	-0.11196461621952	1.14817310490312
"BH-01868"	"WRB"	1010	"BW high saline|warm"	"BW-resident"	"f"	1	387.6	-0.928202773404889	0.194884551312842
"BH-01868"	"WRB"	1010	"BW high saline|warm"	"BW-resident"	"f"	2	246.2	-1.36701942567989	0.302835800240471
"BH-01868"	"WRB"	1010	"BW high saline|warm"	"BW-resident"	"f"	3	128	-1.6032020342202	0.804814868856593
"BH-01868"	"WRB"	1010	"BW high saline|warm"	"BW-resident"	"f"	4	148.8	-1.62995362659199	0.739531698956901
"BH-01868"	"WRB"	1010	"BW high saline|warm"	"BW-resident"	"f"	5	152.3	-1.41910514235751	0.98491675068641
"BH-01868"	"WRB"	1010	"BW high saline|warm"	"BW-resident"	"f"	6	107.1	-0.438354792987649	1.13003422562878
"BH-01868"	"WRB"	1010	"BW high saline|warm"	"BW-resident"	"f"	7	95.8	-1.98205979836518	1.43506803171784
"BH-01868"	"WRB"	1010	"BW high saline|warm"	"BW-resident"	"f"	8	51.8	-2.17468601171814	1.44839047039659
"BH-01868"	"WRB"	1010	"BW high saline|warm"	"BW-resident"	"f"	9	132.5	-2.93804213676049	1.74794468660886
"BH-01869"	"WRB"	730	"BW high saline|warm"	"BW-resident"	"f"	1	518.7	-1.50329300408752	1.53571855918991
"BH-01869"	"WRB"	730	"BW high saline|warm"	"BW-resident"	"f"	2	187.8	-1.11003788841899	1.55023530970136
"BH-01869"	"WRB"	730	"BW high saline|warm"	"BW-resident"	"f"	3	158.5	-0.0478307509562158	1.59722881476869
"BH-01882"	"GB"	670	"BW Low saline|shift"	"Trans-habitat"	"f"	1	522.1	-0.282858236322762	-0.487503151814118
"BH-01882"	"GB"	670	"BW Low saline|shift"	"Trans-habitat"	"f"	2	267.3	0.467375406073988	0.102050546450499
"BH-01883"	"GB"	870	"BW int saline|cold"	"BW-resident"	"f"	1	444.7	-0.894718993797706	0.0628050559784789
"BH-01883"	"GB"	870	"BW int saline|cold"	"BW-resident"	"f"	2	250.9	0.454900804671155	-0.200254996740371
"BH-01883"	"GB"	870	"BW int saline|cold"	"BW-resident"	"f"	3	196.4	0.698862611117638	0.569447747477251
"BH-01883"	"GB"	870	"BW int saline|cold"	"BW-resident"	"f"	4	138.3	0.24149488468334	0.570501589124042
"BH-01883"	"GB"	870	"BW int saline|cold"	"BW-resident"	"f"	5	165.6	0.391224766641942	0.566817765472749
"BH-01885"	"GB"	796	"BW int saline|cold"	"BW-resident"	"f"	1	496.7	0.25603960265988	-0.339797317031067
"BH-01885"	"GB"	796	"BW int saline|cold"	"BW-resident"	"f"	2	228.3	0.561244766987016	0.0438615260453954
"BH-01889"	"GB"	837	"BW Low saline|shift"	"Trans-habitat"	"f"	1	536.5	-0.218528015394171	-0.506287414835441
"BH-01889"	"GB"	837	"BW Low saline|shift"	"Trans-habitat"	"f"	2	298.7	0.584967928028291	0.030694531098135
"BH-01889"	"GB"	837	"BW Low saline|shift"	"Trans-habitat"	"f"	3	200.2	-0.38580383370184	0.420076263991329
"BH-01889"	"GB"	837	"BW Low saline|shift"	"Trans-habitat"	"f"	4	227.6	-0.369832683818092	0.982418771830564
"BH-01891"	"GB"	870	"BW high saline|warm"	"BW-resident"	"f"	1	399.7	-1.77211059871949	0.359486499544287
"BH-01891"	"GB"	870	"BW high saline|warm"	"BW-resident"	"f"	2	218.5	-1.07180027343133	-0.22019459456655
"BH-01891"	"GB"	870	"BW high saline|warm"	"BW-resident"	"f"	3	141.3	-0.861393968372836	0.516325056239429
"BH-01891"	"GB"	870	"BW high saline|warm"	"BW-resident"	"f"	4	135.1	-1.22341506556313	0.681821621145286
"BH-01891"	"GB"	870	"BW high saline|warm"	"BW-resident"	"f"	5	117.1	-0.668611983062199	1.02258389025382
"BH-01891"	"GB"	870	"BW high saline|warm"	"BW-resident"	"f"	6	126	0.116013874904191	1.0769869783109
"BH-01891"	"GB"	870	"BW high saline|warm"	"BW-resident"	"f"	7	149.8	-0.246346757335599	0.886377702333826
"BH-01891"	"GB"	870	"BW high saline|warm"	"BW-resident"	"f"	8	90.9	-0.107341533917743	0.576773258312519
"BH-01892"	"GB"	635	"BW int saline|cold"	"BW-resident"	"m"	1	552.7	-0.221434555121431	-0.118575815538097
"BH-01892"	"GB"	635	"BW int saline|cold"	"BW-resident"	"m"	2	249.6	0.975909650800861	0.347207990970087
"BH-01893"	"GB"	650	"BW Low saline|shift"	"Trans-habitat"	"m"	1	472.7	-1.17591806515649	-0.317295397480822
"BH-01893"	"GB"	650	"BW Low saline|shift"	"Trans-habitat"	"m"	2	123	0.749646427067698	-0.16972548403121
"BH-01893"	"GB"	650	"BW Low saline|shift"	"Trans-habitat"	"m"	3	226.2	0.271690089582578	0.207664671421923
"BH-01897"	"GB"	600	"BW Low saline|shift"	"Trans-habitat"	"m"	1	584.8	-0.547248557498329	-0.5925989250047
"BH-01897"	"GB"	600	"BW Low saline|shift"	"Trans-habitat"	"m"	2	237.5	1.1380860718786	0.0822057206046781
"BH-01898"	"GB"	700	"BW Low saline|shift"	"Trans-habitat"	"f"	1	626.7	-1.33510306698742	-0.441728605888292
"BH-01898"	"GB"	700	"BW Low saline|shift"	"Trans-habitat"	"f"	2	230.5	0.382110346425462	-0.195289154233307
"BH-01899"	"GB"	760	"BW Low saline|shift"	"Trans-habitat"	"f"	1	477.7	-0.455087450078135	-0.54269985484451
"BH-01899"	"GB"	760	"BW Low saline|shift"	"Trans-habitat"	"f"	2	235.1	1.24654664097144	-0.141540914111319
"BH-01900"	"GB"	825	"BW Low saline|shift"	"Trans-habitat"	"f"	1	519	-0.32532246845453	-0.615864030181356
"BH-01900"	"GB"	825	"BW Low saline|shift"	"Trans-habitat"	"f"	2	247.7	0.637957852908971	-0.143433784149937
"BH-01900"	"GB"	825	"BW Low saline|shift"	"Trans-habitat"	"f"	3	280.5	0.1645854198562	0.475762505046858
"BH-01902"	"GB"	500	"BW high saline|warm"	"BW-resident"	"m"	1	668.9	-1.53275722001357	-0.427124554463138
"BH-01902"	"GB"	500	"BW high saline|warm"	"BW-resident"	"m"	2	240.6	-0.831147985525633	0.596193686971812
"BH-01903"	"GB"	439	"BW high saline|warm"	"BW-resident"	"f"	1	629	-1.06549781462596	-0.169735388957126
"BH-01904"	"GB"	404	"BW high saline|warm"	"BW-resident"	"f"	1	730	-0.552741853396925	-0.116848503381829
"BH-01906"	"WRB"	1230	"BW high saline|cold"	"BW-resident"	"f"	1	353.1	-0.009994901431942	0.151489502165313
"BH-01906"	"WRB"	1230	"BW high saline|cold"	"BW-resident"	"f"	2	282.7	-0.857009024027008	0.928468541761705
"BH-01906"	"WRB"	1230	"BW high saline|cold"	"BW-resident"	"f"	3	143.8	-1.08106717989484	1.64824242636791
"BH-01906"	"WRB"	1230	"BW high saline|cold"	"BW-resident"	"f"	4	161.9	-0.0829287172690741	0.998038706147589
"BH-01906"	"WRB"	1230	"BW high saline|cold"	"BW-resident"	"f"	5	152.8	0.590152004160828	1.15574741553249
"BH-01906"	"WRB"	1230	"BW high saline|cold"	"BW-resident"	"f"	6	146.6	0.0105104196399867	0.818199109669095
"BH-01906"	"WRB"	1230	"BW high saline|cold"	"BW-resident"	"f"	7	132.7	-0.250031299910839	1.01942027974116
"BH-01906"	"WRB"	1230	"BW high saline|cold"	"BW-resident"	"f"	8	117	0.610838531109808	0.6350067709254
"BH-01906"	"WRB"	1230	"BW high saline|cold"	"BW-resident"	"f"	9	106	-0.323672282994263	0.994761548703465
"BH-01906"	"WRB"	1230	"BW high saline|cold"	"BW-resident"	"f"	10	99.8	0.0108799110582109	1.07282520339444
"BH-01906"	"WRB"	1230	"BW high saline|cold"	"BW-resident"	"f"	11	138.6	-0.142504429956237	1.02398150784884
"BH-01906"	"WRB"	1230	"BW high saline|cold"	"BW-resident"	"f"	12	96.5	-0.823561982313228	1.03854737812393
"BH-01906"	"WRB"	1230	"BW high saline|cold"	"BW-resident"	"f"	13	123.7	-0.0666781445568491	1.22646278797836
"BH-01922"	"WRB"	1262	"BW high saline|cold"	"BW-resident"	"f"	1	349.2	-0.186872270939192	0.326333764891513
"BH-01922"	"WRB"	1262	"BW high saline|cold"	"BW-resident"	"f"	2	242.5	-0.509448622950697	0.676584848316951
"BH-01922"	"WRB"	1262	"BW high saline|cold"	"BW-resident"	"f"	3	187.3	-0.569392370328257	1.06772649532708
"BH-01922"	"WRB"	1262	"BW high saline|cold"	"BW-resident"	"f"	4	152.8	-0.797946641368583	1.23621817760693
"BH-01922"	"WRB"	1262	"BW high saline|cold"	"BW-resident"	"f"	5	161.8	0.0719488888122418	1.0924571081831
"BH-01922"	"WRB"	1262	"BW high saline|cold"	"BW-resident"	"f"	6	147	0.443521333703515	1.16186052075345
"BH-01922"	"WRB"	1262	"BW high saline|cold"	"BW-resident"	"f"	7	121.5	0.931807830643342	1.01916001154706
"BH-01922"	"WRB"	1262	"BW high saline|cold"	"BW-resident"	"f"	8	124.8	1.50740442658061	0.579212290254685
"BH-01922"	"WRB"	1262	"BW high saline|cold"	"BW-resident"	"f"	9	105.7	1.29652255812146	0.992837543150878
"BH-01922"	"WRB"	1262	"BW high saline|cold"	"BW-resident"	"f"	10	95.1	1.52807750692203	1.25003411202859
"BH-01922"	"WRB"	1262	"BW high saline|cold"	"BW-resident"	"f"	11	67.7	0.567821255798847	1.70447999154555
"BH-51614"	"Tributary"	885	"FW high saline|shift"	"Anadromous"	"f"	1	328.8	-0.280753595757208	-1.69602060938118
"BH-51614"	"Tributary"	885	"FW high saline|shift"	"Anadromous"	"f"	2	198.4	-0.939677057839523	-1.33152780326555
"BH-51614"	"Tributary"	885	"FW high saline|shift"	"Anadromous"	"f"	3	300.4	0.10797670810505	-0.996883781610259
"BH-51614"	"Tributary"	885	"FW high saline|shift"	"Anadromous"	"f"	4	217.1	-0.00948563926498425	-0.296333196230217
"BH-51614"	"Tributary"	885	"FW high saline|shift"	"Anadromous"	"f"	5	150.2	0.125105084297961	-0.0502915936077754
"BH-51614"	"Tributary"	885	"FW high saline|shift"	"Anadromous"	"f"	6	153.3	-0.194977858420238	-0.444343602767082
"BH-51614"	"Tributary"	885	"FW high saline|shift"	"Anadromous"	"f"	7	140.1	0.798349286005632	0.552123509623886
"BH-51614"	"Tributary"	885	"FW high saline|shift"	"Anadromous"	"f"	8	123	-0.305280086352326	0.736466353503709
"BH-51614"	"Tributary"	885	"FW high saline|shift"	"Anadromous"	"f"	9	137.3	-0.5952179017798	0.962486869707664
"BH-90307"	"WRB"	900	"BW high saline|warm"	"BW-resident"	"f"	1	383.3	-0.437557459441797	-0.182889299938649
"BH-90307"	"WRB"	900	"BW high saline|warm"	"BW-resident"	"f"	2	169.4	-0.483161129211116	0.185577343709287
"BH-90307"	"WRB"	900	"BW high saline|warm"	"BW-resident"	"f"	3	197.7	0.722570236980167	-0.0545790371369287
"BH-90307"	"WRB"	900	"BW high saline|warm"	"BW-resident"	"f"	4	150.4	0.498725659395207	0.471038350539114
"BH-90307"	"WRB"	900	"BW high saline|warm"	"BW-resident"	"f"	5	114.6	0.120895826417201	0.622520691885794
"BH-90307"	"WRB"	900	"BW high saline|warm"	"BW-resident"	"f"	6	117.1	0.0042737488426994	0.612646010770839
"BH-90307"	"WRB"	900	"BW high saline|warm"	"BW-resident"	"f"	7	117.6	-0.966340592138854	0.84201372077309
"BH-90910"	"Tributary"	604	"FW int saline|shift"	"Anadromous"	"m"	1	486.8	-0.155434659145907	-0.733856424217061
"BH-90910"	"Tributary"	604	"FW int saline|shift"	"Anadromous"	"m"	2	216.3	1.36479102311859	-0.315778707588418
"BH-90910"	"Tributary"	604	"FW int saline|shift"	"Anadromous"	"m"	3	160.2	1.54704858450618	-0.390432130118374
"BH-90910"	"Tributary"	604	"FW int saline|shift"	"Anadromous"	"m"	4	129.5	2.18793998491123	0.167304779433707
"BH-90910"	"Tributary"	604	"FW int saline|shift"	"Anadromous"	"m"	5	127.8	1.28295389611805	0.535771960327192
"BH-90928"	"Tributary"	580	"FW high saline|shift"	"Anadromous"	"m"	1	376.2	-2.01132730479088	-1.06338104213253
"BH-90928"	"Tributary"	580	"FW high saline|shift"	"Anadromous"	"m"	2	265.7	-0.28421864556581	-0.225703507703864
"BH-90928"	"Tributary"	580	"FW high saline|shift"	"Anadromous"	"m"	3	251.1	0.501437844042022	0.152400084405924
"BH-90946"	"Tributary"	694	"FW high saline|shift"	"Anadromous"	"m"	1	409.7	-1.60241858115459	-1.09113724952651
"BH-90946"	"Tributary"	694	"FW high saline|shift"	"Anadromous"	"m"	2	210.1	0.50393719827861	-0.331500311475463
"BH-90946"	"Tributary"	694	"FW high saline|shift"	"Anadromous"	"m"	3	205.9	0.330839195312375	0.168571315290068
"BH-90946"	"Tributary"	694	"FW high saline|shift"	"Anadromous"	"m"	4	148.9	-0.0352171724859793	1.01159463687534
"BH-90946"	"Tributary"	694	"FW high saline|shift"	"Anadromous"	"m"	5	123	-0.426360351803204	1.34087185042304
"BH-90946"	"Tributary"	694	"FW high saline|shift"	"Anadromous"	"m"	6	118	-1.2026887662168	1.71969556765814
"BH-90970"	"Tributary"	634	"FW high saline|const"	"Trans-habitat"	"m"	1	337.4	-1.21990278746489	-0.795413023871475
"BH-90970"	"Tributary"	634	"FW high saline|const"	"Trans-habitat"	"m"	2	239.5	-0.200367172394479	-0.00253646064676938
"BH-90970"	"Tributary"	634	"FW high saline|const"	"Trans-habitat"	"m"	3	167	-0.335019443236169	0.868550985339501
"BH-90970"	"Tributary"	634	"FW high saline|const"	"Trans-habitat"	"m"	4	128.7	0.216623783694184	1.13977375073687
"BH-90970"	"Tributary"	634	"FW high saline|const"	"Trans-habitat"	"m"	5	136.9	-0.591606373959986	1.3622671469092
"BH-90970"	"Tributary"	634	"FW high saline|const"	"Trans-habitat"	"m"	6	149.2	-0.387162219237987	1.32196856588366
"BH-90981"	"Tributary"	745	"FW high saline|const"	"Trans-habitat"	"m"	1	419.1	-1.17227448797167	0.718284514893309
"BH-90981"	"Tributary"	745	"FW high saline|const"	"Trans-habitat"	"m"	2	271.9	-0.484277450688868	0.259681040793236
"BH-90981"	"Tributary"	745	"FW high saline|const"	"Trans-habitat"	"m"	3	189.8	-0.300534387182357	0.742071614526929
"BH-90981"	"Tributary"	745	"FW high saline|const"	"Trans-habitat"	"m"	4	219.6	-0.0593087821217714	0.0827647428149597
"BH-90981"	"Tributary"	745	"FW high saline|const"	"Trans-habitat"	"m"	5	217.2	-0.465102840126623	-0.296700264794891
"BH-90981"	"Tributary"	745	"FW high saline|const"	"Trans-habitat"	"m"	6	259.8	-0.155762867206949	0.704053831715265
"BH-90997"	"Tributary"	675	"FW high saline|const"	"Trans-habitat"	"m"	1	573.7	-1.47119718587117	0.07114096181303
"BH-90997"	"Tributary"	675	"FW high saline|const"	"Trans-habitat"	"m"	2	467.8	-1.14881131121346	-0.252174710077279
"BH-90997"	"Tributary"	675	"FW high saline|const"	"Trans-habitat"	"m"	3	184.6	-1.12655963983069	1.10792687747189
"BH-90997"	"Tributary"	675	"FW high saline|const"	"Trans-habitat"	"m"	4	71.7	-1.65434371259862	1.6409021639951
"BH-91013"	"Tributary"	739	"FW int saline|shift"	"Anadromous"	"f"	1	440.1	-1.22959706071769	-1.38723178800356
"BH-91013"	"Tributary"	739	"FW int saline|shift"	"Anadromous"	"f"	2	215.7	1.41283099963572	-1.18755934020124
"BH-91013"	"Tributary"	739	"FW int saline|shift"	"Anadromous"	"f"	3	289.3	0.979840743739473	-0.793950041421825
"BH-91045"	"Tributary"	648	"FW low saline|shift"	"FW_resident"	"m"	1	573.5	-1.35951635705938	-1.60488640115512
"BH-91045"	"Tributary"	648	"FW low saline|shift"	"FW_resident"	"m"	2	265.6	-0.405653962048581	-1.42115335774716
"BH-91045"	"Tributary"	648	"FW low saline|shift"	"FW_resident"	"m"	3	288.9	0.630229449690833	-0.779092963299685
"BH-91050"	"Tributary"	732	"FW int saline|shift"	"Anadromous"	"m"	1	496.6	-1.01754358296097	-1.43950746926846
"BH-91050"	"Tributary"	732	"FW int saline|shift"	"Anadromous"	"m"	2	218.6	0.308886753083992	-1.23775268213133
"BH-91050"	"Tributary"	732	"FW int saline|shift"	"Anadromous"	"m"	3	175.7	0.681502417462751	-0.880738353489727
"BH-91050"	"Tributary"	732	"FW int saline|shift"	"Anadromous"	"m"	4	129.5	0.661509403087203	-0.190860096265604
