"ID"	"age"	"cohort"	"capt"	"TL_mm"	"weight_g"	"sex"	"date"	"core"	"lifeyear"	"year"	"increment_um"	"rad_um"	"total_rad_um"	"quality"
"BH-90997"	4	2017	"Badendycksgraben"	675	2258	"m"	2021-03-23	187.4	2	2019	467.8	1041.5	1297.8	3
"BH-90997"	4	2017	"Badendycksgraben"	675	2258	"m"	2021-03-23	187.4	3	2020	184.6	1226.1	1297.8	3
"BH-90997"	4	2017	"Badendycksgraben"	675	2258	"m"	2021-03-23	187.4	4	2021	71.7	1297.8	1297.8	3
"BH-91013"	3	2018	"Ziese"	739	3234	"f"	2021-04-01	175.9	1	2019	440.1	440.1	945.1	3
"BH-91013"	3	2018	"Ziese"	739	3234	"f"	2021-04-01	175.9	2	2020	215.7	655.8	945.1	3
"BH-91013"	3	2018	"Ziese"	739	3234	"f"	2021-04-01	175.9	3	2021	289.3	945.1	945.1	3
"BH-91045"	3	2018	"Ziese"	648	1564	"m"	2021-04-01	205.7	1	2019	573.5	573.5	1128	3
"BH-91045"	3	2018	"Ziese"	648	1564	"m"	2021-04-01	205.7	2	2020	265.6	839.1	1128	3
"BH-91045"	3	2018	"Ziese"	648	1564	"m"	2021-04-01	205.7	3	2021	288.9	1128	1128	3
"BH-91050"	5	2016	"Ziese"	732	2930	"m"	2021-04-01	186.8	1	2017	496.6	496.6	1153.7	3
"BH-91050"	5	2016	"Ziese"	732	2930	"m"	2021-04-01	186.8	2	2018	218.6	715.2	1153.7	3
"BH-91050"	5	2016	"Ziese"	732	2930	"m"	2021-04-01	186.8	3	2019	175.7	890.9	1153.7	3
"BH-91050"	5	2016	"Ziese"	732	2930	"m"	2021-04-01	186.8	4	2020	129.5	1020.4	1153.7	3
"BH-91050"	5	2016	"Ziese"	732	2930	"m"	2021-04-01	186.8	5	2021	133.3	1153.7	1153.7	3
"BH-91053"	3	2018	"Ziese"	674	2734	"f"	2021-04-01	168.6	1	2019	427.6	427.6	2210.3	3
"BH-91053"	3	2018	"Ziese"	674	2734	"f"	2021-04-01	252.4	1	2019	554.2	981.8	2210.3	3
"BH-91053"	3	2018	"Ziese"	674	2734	"f"	2021-04-01	168.6	2	2020	557.2	1539	2210.3	3
"BH-91053"	3	2018	"Ziese"	674	2734	"f"	2021-04-01	252.4	2	2020	225	1764	2210.3	3
"BH-91053"	3	2018	"Ziese"	674	2734	"f"	2021-04-01	168.6	3	2021	336.7	2100.7	2210.3	3
"BH-91053"	3	2018	"Ziese"	674	2734	"f"	2021-04-01	252.4	3	2021	109.6	2210.3	2210.3	3
"BH-91054"	5	2016	"Sehrowbach"	636	1766	"m"	2021-04-02	201.6	1	2017	340.9	340.9	1088.7	3
"BH-91054"	5	2016	"Sehrowbach"	636	1766	"m"	2021-04-02	201.6	2	2018	231.4	572.3	1088.7	3
"BH-91054"	5	2016	"Sehrowbach"	636	1766	"m"	2021-04-02	201.6	3	2019	175.9	748.2	1088.7	3
"BH-91054"	5	2016	"Sehrowbach"	636	1766	"m"	2021-04-02	201.6	4	2020	166	914.2	1088.7	3
"BH-91054"	5	2016	"Sehrowbach"	636	1766	"m"	2021-04-02	201.6	5	2021	174.5	1088.7	1088.7	3
"BH-91068"	5	2016	"Ziese"	860	4994	"f"	2021-04-01	86.4	1	2017	510.3	510.3	1291.5	3
"BH-91068"	5	2016	"Ziese"	860	4994	"f"	2021-04-01	86.4	2	2018	385.7	896	1291.5	3
"BH-91068"	5	2016	"Ziese"	860	4994	"f"	2021-04-01	86.4	3	2019	189.5	1085.5	1291.5	3
"BH-91068"	5	2016	"Ziese"	860	4994	"f"	2021-04-01	86.4	4	2020	111.8	1197.3	1291.5	3
"BH-91068"	5	2016	"Ziese"	860	4994	"f"	2021-04-01	86.4	5	2021	94.2	1291.5	1291.5	3
"BH-91117"	3	2018	"NHG"	555	1230	"f"	2021-04-07	142.4	1	2019	526.6	526.6	894.3	3
"BH-91117"	3	2018	"NHG"	555	1230	"f"	2021-04-07	142.4	2	2020	215.9	742.5	894.3	3
"BH-91117"	3	2018	"NHG"	555	1230	"f"	2021-04-07	142.4	3	2021	151.8	894.3	894.3	3
"BH-91328"	11	2010	"NHG"	1061	8290	"f"	2021-04-14	371.5	1	2011	431.5	431.5	1732.6	3
"BH-91328"	11	2010	"NHG"	1061	8290	"f"	2021-04-14	371.5	2	2012	214.8	646.3	1732.6	3
"BH-91328"	11	2010	"NHG"	1061	8290	"f"	2021-04-14	371.5	3	2013	140.4	786.7	1732.6	3
"BH-91328"	11	2010	"NHG"	1061	8290	"f"	2021-04-14	371.5	4	2014	135.2	921.9	1732.6	3
"BH-91328"	11	2010	"NHG"	1061	8290	"f"	2021-04-14	371.5	5	2015	145.3	1067.2	1732.6	3
"BH-91328"	11	2010	"NHG"	1061	8290	"f"	2021-04-14	371.5	6	2016	119.8	1187	1732.6	3
"BH-91328"	11	2010	"NHG"	1061	8290	"f"	2021-04-14	371.5	7	2017	128	1315	1732.6	3
"BH-91328"	11	2010	"NHG"	1061	8290	"f"	2021-04-14	371.5	8	2018	111.1	1426.1	1732.6	3
"BH-91328"	11	2010	"NHG"	1061	8290	"f"	2021-04-14	371.5	9	2019	95	1521.1	1732.6	3
"BH-91328"	11	2010	"NHG"	1061	8290	"f"	2021-04-14	371.5	10	2020	97.1	1618.2	1732.6	3
"BH-91328"	11	2010	"NHG"	1061	8290	"f"	2021-04-14	371.5	11	2021	79.8	1698	1732.6	3
"BH-91534"	2	2020	"Sehrowbach"	423	562	"f"	2022-03-29	206.4	1	2021	411.2	411.2	698.2	3
"BH-91534"	2	2020	"Sehrowbach"	423	562	"f"	2022-03-29	206.4	2	2022	287	698.2	698.2	3
"BH-91549"	2	2020	"Sehrowbach"	650	2070	"f"	2022-03-29	152.1	1	2021	713.5	713.5	1044.8	3
"BH-91549"	2	2020	"Sehrowbach"	650	2070	"f"	2022-03-29	152.1	2	2022	331.3	1044.8	1044.8	3
"BH-91570"	3	2019	"Sehrowbach"	558	1246	"m"	2022-03-29	215.9	1	2020	448.2	448.2	1036	3
"BH-91570"	3	2019	"Sehrowbach"	558	1246	"m"	2022-03-29	215.9	2	2021	200.5	648.7	1036	3
"BH-91570"	3	2019	"Sehrowbach"	558	1246	"m"	2022-03-29	215.9	3	2022	387.3	1036	1036	3
"BH-91571"	9	2013	"Barthe"	896	4962	"f"	2022-03-28	195.2	1	2014	352.3	352.3	1760.3	3
"BH-91571"	9	2013	"Barthe"	896	4962	"f"	2022-03-28	195.2	2	2015	158.6	510.9	1760.3	3
"BH-91571"	9	2013	"Barthe"	896	4962	"f"	2022-03-28	195.2	3	2016	135.1	646	1760.3	3
"BH-91571"	9	2013	"Barthe"	896	4962	"f"	2022-03-28	195.2	4	2017	221.4	867.4	1760.3	3
"BH-91571"	9	2013	"Barthe"	896	4962	"f"	2022-03-28	195.2	5	2018	251.2	1118.6	1760.3	3
"BH-91571"	9	2013	"Barthe"	896	4962	"f"	2022-03-28	195.2	6	2019	184.1	1302.7	1760.3	3
"BH-91571"	9	2013	"Barthe"	896	4962	"f"	2022-03-28	195.2	7	2020	162.8	1465.5	1760.3	3
"BH-91571"	9	2013	"Barthe"	896	4962	"f"	2022-03-28	195.2	8	2021	178.8	1644.3	1760.3	3
"BH-91571"	9	2013	"Barthe"	896	4962	"f"	2022-03-28	195.2	9	2022	116	1760.3	1760.3	3
"BH-91585"	6	2016	"Barthe"	815	3230	"f"	2022-03-28	194.7	1	2017	427.9	427.9	1517.6	3
"BH-91585"	6	2016	"Barthe"	815	3230	"f"	2022-03-28	194.7	2	2018	349.8	777.7	1517.6	3
"BH-91585"	6	2016	"Barthe"	815	3230	"f"	2022-03-28	194.7	3	2019	244.3	1022	1517.6	3
"BH-91585"	6	2016	"Barthe"	815	3230	"f"	2022-03-28	194.7	4	2020	166	1188	1517.6	3
"BH-91585"	6	2016	"Barthe"	815	3230	"f"	2022-03-28	194.7	5	2021	172.4	1360.4	1517.6	3
"BH-91585"	6	2016	"Barthe"	815	3230	"f"	2022-03-28	194.7	6	2022	157.2	1517.6	1517.6	3
"BH-91588"	4	2018	"Barthe"	615	1372	"m"	2022-03-28	106.6	1	2019	512.9	512.9	1223	3
"BH-91588"	4	2018	"Barthe"	615	1372	"m"	2022-03-28	106.6	2	2020	270.8	783.7	1223	3
"BH-91588"	4	2018	"Barthe"	615	1372	"m"	2022-03-28	106.6	3	2021	204.5	988.2	1223	3
"BH-91588"	4	2018	"Barthe"	615	1372	"m"	2022-03-28	106.6	4	2022	234.8	1223	1223	3
"BH-92990"	6	2016	"Barthe"	802	3152	"f"	2022-04-14	195.8	1	2017	627.6	627.6	1606	3
"BH-92990"	6	2016	"Barthe"	802	3152	"f"	2022-04-14	195.8	2	2018	241.7	869.3	1606	3
"BH-92990"	6	2016	"Barthe"	802	3152	"f"	2022-04-14	195.8	3	2019	205.7	1075	1606	3
"BH-92990"	6	2016	"Barthe"	802	3152	"f"	2022-04-14	195.8	4	2020	186.1	1261.1	1606	3
"BH-92990"	6	2016	"Barthe"	802	3152	"f"	2022-04-14	195.8	5	2021	184.5	1445.6	1606	3
"BH-92990"	6	2016	"Barthe"	802	3152	"f"	2022-04-14	195.8	6	2022	160.4	1606	1606	3
"BH-92993"	3	2019	"Sehrowbach"	680	2560	"f"	2022-04-13	133.4	1	2020	546	546	1101.1	3
"BH-92993"	3	2019	"Sehrowbach"	680	2560	"f"	2022-04-13	133.4	2	2021	195.8	741.8	1101.1	3
"BH-92993"	3	2019	"Sehrowbach"	680	2560	"f"	2022-04-13	133.4	3	2022	359.3	1101.1	1101.1	3
"BH-92996"	2	2020	"Sehrowbach"	665	1966	"f"	2022-04-13	173.9	1	2021	901	901	1375	3
"BH-92996"	2	2020	"Sehrowbach"	665	1966	"f"	2022-04-13	173.9	2	2022	474	1375	1375	3
"BH-93002"	3	2019	"Sehrowbach"	686	2366	"f"	2022-04-11	172.8	1	2020	379.2	379.2	1153.5	3
"BH-93002"	3	2019	"Sehrowbach"	686	2366	"f"	2022-04-11	172.8	2	2021	387.9	767.1	1153.5	3
"BH-93002"	3	2019	"Sehrowbach"	686	2366	"f"	2022-04-11	172.8	3	2022	386.4	1153.5	1153.5	3
"BH-93003"	10	2012	"Barthe"	877	4840	"f"	2022-04-14	131.8	1	2013	339.6	339.6	1716.3	3
"BH-93003"	10	2012	"Barthe"	877	4840	"f"	2022-04-14	131.8	2	2014	268.8	608.4	1716.3	3
"BH-93003"	10	2012	"Barthe"	877	4840	"f"	2022-04-14	131.8	3	2015	165.3	773.7	1716.3	3
"BH-93003"	10	2012	"Barthe"	877	4840	"f"	2022-04-14	131.8	4	2016	172.2	945.9	1716.3	3
"BH-93003"	10	2012	"Barthe"	877	4840	"f"	2022-04-14	131.8	5	2017	159.1	1105	1716.3	3
"BH-93003"	10	2012	"Barthe"	877	4840	"f"	2022-04-14	131.8	6	2018	170.9	1275.9	1716.3	3
"BH-93003"	10	2012	"Barthe"	877	4840	"f"	2022-04-14	131.8	7	2019	153.5	1429.4	1716.3	3
"BH-93003"	10	2012	"Barthe"	877	4840	"f"	2022-04-14	131.8	8	2020	125.7	1555.1	1716.3	3
"BH-93003"	10	2012	"Barthe"	877	4840	"f"	2022-04-14	131.8	9	2021	79.9	1635	1716.3	3
"BH-93003"	10	2012	"Barthe"	877	4840	"f"	2022-04-14	131.8	10	2022	81.3	1716.3	1716.3	3
"BH-93005"	3	2019	"Sehrowbach"	765	3200	"f"	2022-04-13	143.9	1	2020	484.5	484.5	1050.4	3
"BH-93005"	3	2019	"Sehrowbach"	765	3200	"f"	2022-04-13	143.9	2	2021	250.8	735.3	1050.4	3
"BH-93005"	3	2019	"Sehrowbach"	765	3200	"f"	2022-04-13	143.9	3	2022	315.1	1050.4	1050.4	3
"BH-93007"	6	2016	"Barthe"	878	4354	"f"	2022-04-14	256.7	1	2017	418.5	418.5	1708.9	3
"BH-93007"	6	2016	"Barthe"	878	4354	"f"	2022-04-14	256.7	2	2018	287.1	705.6	1708.9	3
"BH-93007"	6	2016	"Barthe"	878	4354	"f"	2022-04-14	256.7	3	2019	392	1097.6	1708.9	3
"BH-93007"	6	2016	"Barthe"	878	4354	"f"	2022-04-14	256.7	4	2020	171	1268.6	1708.9	3
"BH-93007"	6	2016	"Barthe"	878	4354	"f"	2022-04-14	256.7	5	2021	215.2	1483.8	1708.9	3
"BH-93007"	6	2016	"Barthe"	878	4354	"f"	2022-04-14	256.7	6	2022	225.1	1708.9	1708.9	3
"BH-93015"	2	2020	"Sehrowbach"	652	1702	"f"	2022-04-13	220.7	1	2021	609.6	609.6	910.9	3
"BH-93015"	2	2020	"Sehrowbach"	652	1702	"f"	2022-04-13	220.7	2	2022	301.3	910.9	910.9	3
"BH-93047"	4	2018	"Barthe"	702	2166	"f"	2022-04-12	371	1	2019	650	650	1445.5	3
"BH-93047"	4	2018	"Barthe"	702	2166	"f"	2022-04-12	371	2	2020	348.5	998.5	1445.5	3
"BH-93047"	4	2018	"Barthe"	702	2166	"f"	2022-04-12	371	3	2021	226.5	1225	1445.5	3
"BH-93047"	4	2018	"Barthe"	702	2166	"f"	2022-04-12	371	4	2022	220.5	1445.5	1445.5	3
"BH-93048"	4	2018	"Barthe"	730	2734	"f"	2022-04-12	123.6	1	2019	594.5	594.5	1322.6	3
"BH-93048"	4	2018	"Barthe"	730	2734	"f"	2022-04-12	123.6	2	2020	245.6	840.1	1322.6	3
"BH-93048"	4	2018	"Barthe"	730	2734	"f"	2022-04-12	123.6	3	2021	242.6	1082.7	1322.6	3
"BH-93048"	4	2018	"Barthe"	730	2734	"f"	2022-04-12	123.6	4	2022	239.9	1322.6	1322.6	3
"BH-93066"	2	2020	"Barthe"	520	842	"m"	2022-04-14	135.2	1	2021	471.8	471.8	738.9	3
"BH-93066"	2	2020	"Barthe"	520	842	"m"	2022-04-14	135.2	2	2022	267.1	738.9	738.9	3
"BH-93071"	8	2014	"Barthe"	854	NA	"f"	2022-04-12	158.2	1	2015	362.7	362.7	1701.8	3
"BH-93071"	8	2014	"Barthe"	854	NA	"f"	2022-04-12	158.2	2	2016	311.1	673.8	1701.8	3
"BH-93071"	8	2014	"Barthe"	854	NA	"f"	2022-04-12	158.2	3	2017	259.6	933.4	1701.8	3
"BH-93071"	8	2014	"Barthe"	854	NA	"f"	2022-04-12	158.2	4	2018	146.1	1079.5	1701.8	3
"BH-93071"	8	2014	"Barthe"	854	NA	"f"	2022-04-12	158.2	5	2019	165.2	1244.7	1701.8	3
"BH-93071"	8	2014	"Barthe"	854	NA	"f"	2022-04-12	158.2	6	2020	128.8	1373.5	1701.8	3
"BH-93071"	8	2014	"Barthe"	854	NA	"f"	2022-04-12	158.2	7	2021	145.8	1519.3	1701.8	3
"BH-93071"	8	2014	"Barthe"	854	NA	"f"	2022-04-12	158.2	8	2022	182.5	1701.8	1701.8	3
"BH-93097"	3	2019	"Barthe"	636	1756	"m"	2022-04-14	149.3	1	2020	572.2	572.2	1255.6	3
"BH-93097"	3	2019	"Barthe"	636	1756	"m"	2022-04-14	149.3	2	2021	462.7	1034.9	1255.6	3
"BH-93097"	3	2019	"Barthe"	636	1756	"m"	2022-04-14	149.3	3	2022	220.7	1255.6	1255.6	3
"BH-93109"	9	2013	"Barthe"	732	2256	"m"	2022-04-12	233	1	2014	447.2	447.2	1774.8	3
"BH-93109"	9	2013	"Barthe"	732	2256	"m"	2022-04-12	233	2	2015	226.1	673.3	1774.8	3
"BH-93109"	9	2013	"Barthe"	732	2256	"m"	2022-04-12	233	3	2016	212.7	886	1774.8	3
"BH-93109"	9	2013	"Barthe"	732	2256	"m"	2022-04-12	233	4	2017	179	1065	1774.8	3
"BH-93109"	9	2013	"Barthe"	732	2256	"m"	2022-04-12	233	5	2018	146.6	1211.6	1774.8	3
"BH-93109"	9	2013	"Barthe"	732	2256	"m"	2022-04-12	233	6	2019	152.6	1364.2	1774.8	3
"BH-93109"	9	2013	"Barthe"	732	2256	"m"	2022-04-12	233	7	2020	125.8	1490	1774.8	3
"BH-93109"	9	2013	"Barthe"	732	2256	"m"	2022-04-12	233	8	2021	121.2	1611.2	1774.8	3
"BH-93109"	9	2013	"Barthe"	732	2256	"m"	2022-04-12	233	9	2022	163.6	1774.8	1774.8	3
"BH-93114"	4	2018	"Barthe"	618	1740	"m"	2022-04-14	132.8	1	2019	471.8	471.8	1180.8	3
"BH-93114"	4	2018	"Barthe"	618	1740	"m"	2022-04-14	132.8	2	2020	291.4	763.2	1180.8	3
"BH-93114"	4	2018	"Barthe"	618	1740	"m"	2022-04-14	132.8	3	2021	232.8	996	1180.8	3
"BH-93114"	4	2018	"Barthe"	618	1740	"m"	2022-04-14	132.8	4	2022	184.8	1180.8	1180.8	3
"BH-93116"	2	2020	"Barthe"	563	1030	"f"	2022-04-14	130.2	1	2021	597.5	597.5	889.6	3
"BH-93116"	2	2020	"Barthe"	563	1030	"f"	2022-04-14	130.2	2	2022	292.1	889.6	889.6	3
"BH-93132"	9	2013	"Barthe"	862	4632	"f"	2022-04-14	166.6	1	2014	407.5	407.5	1889.3	3
"BH-93132"	9	2013	"Barthe"	862	4632	"f"	2022-04-14	166.6	2	2015	182.2	589.7	1889.3	3
"BH-93132"	9	2013	"Barthe"	862	4632	"f"	2022-04-14	166.6	3	2016	232.8	822.5	1889.3	3
"BH-93132"	9	2013	"Barthe"	862	4632	"f"	2022-04-14	166.6	4	2017	221.1	1043.6	1889.3	3
"BH-93132"	9	2013	"Barthe"	862	4632	"f"	2022-04-14	166.6	5	2018	209.6	1253.2	1889.3	3
"BH-93132"	9	2013	"Barthe"	862	4632	"f"	2022-04-14	166.6	6	2019	183.3	1436.5	1889.3	3
"BH-93132"	9	2013	"Barthe"	862	4632	"f"	2022-04-14	166.6	7	2020	157.7	1594.2	1889.3	3
"BH-93132"	9	2013	"Barthe"	862	4632	"f"	2022-04-14	166.6	8	2021	144.8	1739	1889.3	3
"BH-93132"	9	2013	"Barthe"	862	4632	"f"	2022-04-14	166.6	9	2022	150.3	1889.3	1889.3	3
"BH-93143"	3	2019	"Sehrowbach"	675	2232	"f"	2022-04-13	154.6	1	2020	374	374	1098	3
"BH-93143"	3	2019	"Sehrowbach"	675	2232	"f"	2022-04-13	154.6	2	2021	309.3	683.3	1098	3
"BH-93143"	3	2019	"Sehrowbach"	675	2232	"f"	2022-04-13	154.6	3	2022	414.7	1098	1098	3
"BH-93152"	2	2020	"Sehrowbach"	632	1540	"f"	2022-04-13	315.8	1	2021	692.7	692.7	1077.3	3
"BH-93152"	2	2020	"Sehrowbach"	632	1540	"f"	2022-04-13	315.8	2	2022	384.6	1077.3	1077.3	3
"BH-93170"	9	2013	"Sehrowbach"	733	2730	"m"	2022-04-13	112.5	1	2014	444.1	444.1	1595.9	3
"BH-93170"	9	2013	"Sehrowbach"	733	2730	"m"	2022-04-13	112.5	2	2015	123.7	567.8	1595.9	3
"BH-93170"	9	2013	"Sehrowbach"	733	2730	"m"	2022-04-13	112.5	3	2016	171.3	739.1	1595.9	3
"BH-93170"	9	2013	"Sehrowbach"	733	2730	"m"	2022-04-13	112.5	4	2017	241.5	980.6	1595.9	3
"BH-93170"	9	2013	"Sehrowbach"	733	2730	"m"	2022-04-13	112.5	5	2018	160.4	1141	1595.9	3
"BH-93170"	9	2013	"Sehrowbach"	733	2730	"m"	2022-04-13	112.5	6	2019	157.8	1298.8	1595.9	3
"BH-93170"	9	2013	"Sehrowbach"	733	2730	"m"	2022-04-13	112.5	7	2020	113.1	1411.9	1595.9	3
"BH-93170"	9	2013	"Sehrowbach"	733	2730	"m"	2022-04-13	112.5	8	2021	102.4	1514.3	1595.9	3
"BH-93170"	9	2013	"Sehrowbach"	733	2730	"m"	2022-04-13	112.5	9	2022	81.6	1595.9	1595.9	3
"BH-93172"	3	2019	"Sehrowbach"	745	44	"f"	2022-04-13	239.7	1	2020	709.7	709.7	1409.6	3
"BH-93172"	3	2019	"Sehrowbach"	745	44	"f"	2022-04-13	239.7	2	2021	343.5	1053.2	1409.6	3
"BH-93172"	3	2019	"Sehrowbach"	745	44	"f"	2022-04-13	239.7	3	2022	356.4	1409.6	1409.6	3
"BH-93178"	2	2020	"Barthe"	604	1490	"f"	2022-04-14	175.7	1	2021	693	693	1078.6	3
"BH-93178"	2	2020	"Barthe"	604	1490	"f"	2022-04-14	175.7	2	2022	385.6	1078.6	1078.6	3
