"ID"	"age"	"cohort"	"capt"	"TL_mm"	"weight_g"	"sex"	"date"	"core"	"lifeyear"	"year"	"increment_um"	"rad_um"	"total_rad_um"	"quality"
"BH-01741"	6	2014	"KD"	750	NA	"f"	NA	120.1	2	2016	227.2	710.2	1419.9	3
"BH-01741"	6	2014	"KD"	750	NA	"f"	NA	120.1	3	2017	180.4	890.6	1419.9	3
"BH-01741"	6	2014	"KD"	750	NA	"f"	NA	120.1	4	2018	162.9	1053.5	1419.9	3
"BH-01741"	6	2014	"KD"	750	NA	"f"	NA	120.1	5	2019	106.5	1160	1419.9	3
"BH-01741"	6	2014	"KD"	750	NA	"f"	NA	120.1	6	2020	122.1	1282.1	1419.9	3
"BH-01758"	7	2013	"SB"	682	2580	"m"	2020-05-01	171.8	1	2014	435.1	435.1	1461	3
"BH-01758"	7	2013	"SB"	682	2580	"m"	2020-05-01	171.8	2	2015	388.5	823.6	1461	3
"BH-01758"	7	2013	"SB"	682	2580	"m"	2020-05-01	171.8	3	2016	147.6	971.2	1461	3
"BH-01758"	7	2013	"SB"	682	2580	"m"	2020-05-01	171.8	4	2017	132	1103.2	1461	3
"BH-01758"	7	2013	"SB"	682	2580	"m"	2020-05-01	171.8	5	2018	140.1	1243.3	1461	3
"BH-01758"	7	2013	"SB"	682	2580	"m"	2020-05-01	171.8	6	2019	107.1	1350.4	1461	3
"BH-01758"	7	2013	"SB"	682	2580	"m"	2020-05-01	171.8	7	2020	79.6	1430	1461	3
"BH-01767"	8	2012	"KD"	751	NA	"f"	2020-09-12	321.4	1	2013	372.4	372.4	1545.3	3
"BH-01767"	8	2012	"KD"	751	NA	"f"	2020-09-12	321.4	2	2014	247.3	619.7	1545.3	3
"BH-01767"	8	2012	"KD"	751	NA	"f"	2020-09-12	321.4	3	2015	174	793.7	1545.3	3
"BH-01767"	8	2012	"KD"	751	NA	"f"	2020-09-12	321.4	4	2016	165.6	959.3	1545.3	3
"BH-01767"	8	2012	"KD"	751	NA	"f"	2020-09-12	321.4	5	2017	161.3	1120.6	1545.3	3
"BH-01767"	8	2012	"KD"	751	NA	"f"	2020-09-12	321.4	6	2018	152.8	1273.4	1545.3	3
"BH-01767"	8	2012	"KD"	751	NA	"f"	2020-09-12	321.4	7	2019	108.4	1381.8	1545.3	3
"BH-01767"	8	2012	"KD"	751	NA	"f"	2020-09-12	321.4	8	2020	97.3	1479.1	1545.3	3
"BH-01772"	5	2015	"KD"	634	NA	"f"	2020-10-09	266.7	1	2016	423.5	423.5	1233	3
"BH-01772"	5	2015	"KD"	634	NA	"f"	2020-10-09	266.7	2	2017	282.5	706	1233	3
"BH-01772"	5	2015	"KD"	634	NA	"f"	2020-10-09	266.7	3	2018	174	880	1233	3
"BH-01772"	5	2015	"KD"	634	NA	"f"	2020-10-09	266.7	4	2019	171.9	1051.9	1233	3
"BH-01772"	5	2015	"KD"	634	NA	"f"	2020-10-09	266.7	5	2020	138.8	1190.7	1233	3
"BH-01774"	4	2016	"KD"	638	NA	"f"	2020-10-09	270.4	1	2017	562.9	562.9	1308	3
"BH-01774"	4	2016	"KD"	638	NA	"f"	2020-10-09	270.4	2	2018	199.2	762.1	1308	3
"BH-01774"	4	2016	"KD"	638	NA	"f"	2020-10-09	270.4	3	2019	205.4	967.5	1308	3
"BH-01774"	4	2016	"KD"	638	NA	"f"	2020-10-09	270.4	4	2020	288.3	1255.8	1308	3
"BH-01776"	2	2018	"KD"	574	NA	"f"	2020-10-09	196.5	1	2019	667.2	667.2	1238.4	3
"BH-01776"	2	2018	"KD"	574	NA	"f"	2020-10-09	196.5	2	2020	270.3	937.5	1238.4	3
"BH-01789"	3	2017	"KB"	600	1700	"m"	2020-02-26	141.7	1	2018	318.1	318.1	797.8	3
"BH-01789"	3	2017	"KB"	600	1700	"m"	2020-02-26	141.7	2	2019	225.2	543.3	797.8	3
"BH-01789"	3	2017	"KB"	600	1700	"m"	2020-02-26	141.7	3	2020	254.5	797.8	797.8	3
"BH-01802"	3	2017	"SB"	638	1980	"m"	2020-05-01	109.6	1	2018	450.2	450.2	994.8	3
"BH-01802"	3	2017	"SB"	638	1980	"m"	2020-05-01	109.6	2	2019	218	668.2	994.8	3
"BH-01802"	3	2017	"SB"	638	1980	"m"	2020-05-01	109.6	3	2020	158.2	826.4	994.8	3
"BH-01803"	4	2015	"SB"	600	1900	"m"	2019-11-24	111.3	1	2016	314.1	314.1	1093.2	3
"BH-01803"	4	2015	"SB"	600	1900	"m"	2019-11-24	111.3	2	2017	186	500.1	1093.2	3
"BH-01803"	4	2015	"SB"	600	1900	"m"	2019-11-24	111.3	3	2018	206.6	706.7	1093.2	3
"BH-01803"	4	2015	"SB"	600	1900	"m"	2019-11-24	111.3	4	2019	203.2	909.9	1093.2	3
"BH-01809"	3	2017	"KB"	520	900	"m"	2020-02-26	125.6	1	2018	411.7	411.7	760.7	3
"BH-01809"	3	2017	"KB"	520	900	"m"	2020-02-26	125.6	2	2019	120.5	532.2	760.7	3
"BH-01809"	3	2017	"KB"	520	900	"m"	2020-02-26	125.6	3	2020	228.5	760.7	760.7	3
"BH-01812"	7	2012	"SB"	1020	8900	"f"	2019-11-22	187	1	2013	421.5	421.5	1649	3
"BH-01812"	7	2012	"SB"	1020	8900	"f"	2019-11-22	187	2	2014	211.7	633.2	1649	3
"BH-01812"	7	2012	"SB"	1020	8900	"f"	2019-11-22	187	3	2015	213	846.2	1649	3
"BH-01812"	7	2012	"SB"	1020	8900	"f"	2019-11-22	187	4	2016	292.3	1138.5	1649	3
"BH-01812"	7	2012	"SB"	1020	8900	"f"	2019-11-22	187	5	2017	133.8	1272.3	1649	3
"BH-01812"	7	2012	"SB"	1020	8900	"f"	2019-11-22	187	6	2018	139	1411.3	1649	3
"BH-01812"	7	2012	"SB"	1020	8900	"f"	2019-11-22	187	7	2019	113	1524.3	1649	3
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	180.1	1	2015	326.3	326.3	1558.4	3
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	180.1	2	2016	262.4	588.7	1558.4	3
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	180.1	3	2017	282.1	870.8	1558.4	3
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	180.1	4	2018	272.7	1143.5	1558.4	3
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	180.1	5	2019	211.8	1355.3	1558.4	3
"BH-01814"	6	2014	"KB"	780	3600	"m"	2020-02-26	180.1	6	2020	203.1	1558.4	1558.4	3
"BH-01819"	4	2016	"KB"	680	2800	"m"	2020-02-27	106.1	1	2017	396.1	396.1	1188	3
"BH-01819"	4	2016	"KB"	680	2800	"m"	2020-02-27	106.1	2	2018	371.2	767.3	1188	3
"BH-01819"	4	2016	"KB"	680	2800	"m"	2020-02-27	106.1	3	2019	148.7	916	1188	3
"BH-01819"	4	2016	"KB"	680	2800	"m"	2020-02-27	106.1	4	2020	272	1188	1188	3
"BH-01835"	7	2013	"KB"	820	3800	"m"	2020-02-26	144.6	1	2014	410.2	410.2	1361.6	3
"BH-01835"	7	2013	"KB"	820	3800	"m"	2020-02-26	144.6	2	2015	263.5	673.7	1361.6	3
"BH-01835"	7	2013	"KB"	820	3800	"m"	2020-02-26	144.6	3	2016	152.1	825.8	1361.6	3
"BH-01835"	7	2013	"KB"	820	3800	"m"	2020-02-26	144.6	4	2017	192.5	1018.3	1361.6	3
"BH-01835"	7	2013	"KB"	820	3800	"m"	2020-02-26	144.6	5	2018	104.3	1122.6	1361.6	3
"BH-01835"	7	2013	"KB"	820	3800	"m"	2020-02-26	144.6	6	2019	92	1214.6	1361.6	3
"BH-01835"	7	2013	"KB"	820	3800	"m"	2020-02-26	144.6	7	2020	147	1361.6	1361.6	3
"BH-01846"	12	2008	"BEG"	880	NA	"f"	2020-02-16	90.1	1	2009	563.6	563.6	2130.8	3
"BH-01846"	12	2008	"BEG"	880	NA	"f"	2020-02-16	90.1	2	2010	232.8	796.4	2130.8	3
"BH-01846"	12	2008	"BEG"	880	NA	"f"	2020-02-16	90.1	3	2011	122.8	919.2	2130.8	3
"BH-01846"	12	2008	"BEG"	880	NA	"f"	2020-02-16	90.1	4	2012	109.6	1028.8	2130.8	3
"BH-01846"	12	2008	"BEG"	880	NA	"f"	2020-02-16	90.1	5	2013	135.9	1164.7	2130.8	3
"BH-01846"	12	2008	"BEG"	880	NA	"f"	2020-02-16	90.1	6	2014	210.4	1375.1	2130.8	3
"BH-01846"	12	2008	"BEG"	880	NA	"f"	2020-02-16	90.1	7	2015	138.4	1513.5	2130.8	3
"BH-01846"	12	2008	"BEG"	880	NA	"f"	2020-02-16	90.1	8	2016	120.3	1633.8	2130.8	3
"BH-01846"	12	2008	"BEG"	880	NA	"f"	2020-02-16	90.1	9	2017	86.2	1720	2130.8	3
"BH-01846"	12	2008	"BEG"	880	NA	"f"	2020-02-16	90.1	10	2018	162.8	1882.8	2130.8	3
"BH-01846"	12	2008	"BEG"	880	NA	"f"	2020-02-16	90.1	11	2019	102.9	1985.7	2130.8	3
"BH-01846"	12	2008	"BEG"	880	NA	"f"	2020-02-16	90.1	12	2020	145.1	2130.8	2130.8	3
"BH-01850"	6	2014	"BEG"	910	NA	"f"	2020-02-14	221.7	1	2015	564	564	1496.6	3
"BH-01850"	6	2014	"BEG"	910	NA	"f"	2020-02-14	221.7	2	2016	332.5	896.5	1496.6	3
"BH-01850"	6	2014	"BEG"	910	NA	"f"	2020-02-14	221.7	3	2017	161.9	1058.4	1496.6	3
"BH-01850"	6	2014	"BEG"	910	NA	"f"	2020-02-14	221.7	4	2018	181.9	1240.3	1496.6	3
"BH-01850"	6	2014	"BEG"	910	NA	"f"	2020-02-14	221.7	5	2019	159.7	1400	1496.6	3
"BH-01850"	6	2014	"BEG"	910	NA	"f"	2020-02-14	221.7	6	2020	96.6	1496.6	1496.6	3
"BH-01855"	8	2012	"SB"	722	2500	"m"	2020-05-01	142.9	1	2013	376.8	376.8	1547.8	3
"BH-01855"	8	2012	"SB"	722	2500	"m"	2020-05-01	142.9	2	2014	246.1	622.9	1547.8	3
"BH-01855"	8	2012	"SB"	722	2500	"m"	2020-05-01	142.9	3	2015	156.2	779.1	1547.8	3
"BH-01855"	8	2012	"SB"	722	2500	"m"	2020-05-01	142.9	4	2016	156.2	935.3	1547.8	3
"BH-01855"	8	2012	"SB"	722	2500	"m"	2020-05-01	142.9	5	2017	136.2	1071.5	1547.8	3
"BH-01855"	8	2012	"SB"	722	2500	"m"	2020-05-01	142.9	6	2018	170	1241.5	1547.8	3
"BH-01855"	8	2012	"SB"	722	2500	"m"	2020-05-01	142.9	7	2019	104.7	1346.2	1547.8	3
"BH-01855"	8	2012	"SB"	722	2500	"m"	2020-05-01	142.9	8	2020	120.5	1466.7	1547.8	3
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	205.7	1	2014	455.5	455.5	1616.7	3
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	205.7	2	2015	263.7	719.2	1616.7	3
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	205.7	3	2016	248.1	967.3	1616.7	3
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	205.7	4	2017	210.4	1177.7	1616.7	3
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	205.7	5	2018	123.4	1301.1	1616.7	3
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	205.7	6	2019	139	1440.1	1616.7	3
"BH-01860"	7	2013	"KB"	940	7900	"f"	2020-02-27	205.7	7	2020	176.6	1616.7	1616.7	3
"BH-01867"	6	2013	"SB"	820	4800	"f"	2019-11-23	236.2	1	2014	464.2	464.2	1449.1	3
"BH-01867"	6	2013	"SB"	820	4800	"f"	2019-11-23	236.2	2	2015	226.1	690.3	1449.1	3
"BH-01867"	6	2013	"SB"	820	4800	"f"	2019-11-23	236.2	3	2016	204.4	894.7	1449.1	3
"BH-01867"	6	2013	"SB"	820	4800	"f"	2019-11-23	236.2	4	2017	221.3	1116	1449.1	3
"BH-01867"	6	2013	"SB"	820	4800	"f"	2019-11-23	236.2	5	2018	152.8	1268.8	1449.1	3
"BH-01867"	6	2013	"SB"	820	4800	"f"	2019-11-23	236.2	6	2019	84.4	1353.2	1449.1	3
"BH-01868"	10	2010	"SB"	1010	8700	"f"	2020-01-08	212.3	1	2011	387.6	387.6	1552.6	3
"BH-01868"	10	2010	"SB"	1010	8700	"f"	2020-01-08	212.3	2	2012	246.2	633.8	1552.6	3
"BH-01868"	10	2010	"SB"	1010	8700	"f"	2020-01-08	212.3	3	2013	128	761.8	1552.6	3
"BH-01868"	10	2010	"SB"	1010	8700	"f"	2020-01-08	212.3	4	2014	148.8	910.6	1552.6	3
"BH-01868"	10	2010	"SB"	1010	8700	"f"	2020-01-08	212.3	5	2015	152.3	1062.9	1552.6	3
"BH-01868"	10	2010	"SB"	1010	8700	"f"	2020-01-08	212.3	6	2016	107.1	1170	1552.6	3
"BH-01868"	10	2010	"SB"	1010	8700	"f"	2020-01-08	212.3	7	2017	95.8	1265.8	1552.6	3
"BH-01868"	10	2010	"SB"	1010	8700	"f"	2020-01-08	212.3	8	2018	51.8	1317.6	1552.6	3
"BH-01868"	10	2010	"SB"	1010	8700	"f"	2020-01-08	212.3	9	2019	132.5	1450.1	1552.6	3
"BH-01868"	10	2010	"SB"	1010	8700	"f"	2020-01-08	212.3	10	2020	102.5	1552.6	1552.6	3
"BH-01869"	3	2016	"SB"	730	3300	"f"	2019-12-17	239.5	1	2017	518.7	518.7	1107.7	3
"BH-01869"	3	2016	"SB"	730	3300	"f"	2019-12-17	239.5	2	2018	187.8	706.5	1107.7	3
"BH-01869"	3	2016	"SB"	730	3300	"f"	2019-12-17	239.5	3	2019	158.5	865	1107.7	3
"BH-01877"	2	2018	"KD"	434	NA	"m"	2020-10-09	170.8	1	2019	415.5	415.5	877.3	3
"BH-01877"	2	2018	"KD"	434	NA	"m"	2020-10-09	170.8	2	2020	230.4	645.9	877.3	3
"BH-01882"	2	2018	"GB"	670	NA	"f"	2020-11-12	129.1	1	2019	522.1	522.1	1044	3
"BH-01882"	2	2018	"GB"	670	NA	"f"	2020-11-12	129.1	2	2020	267.3	789.4	1044	3
"BH-01883"	5	2015	"GB"	870	NA	"f"	2020-11-12	258.2	1	2016	444.7	444.7	1359.2	3
"BH-01883"	5	2015	"GB"	870	NA	"f"	2020-11-12	258.2	2	2017	250.9	695.6	1359.2	3
"BH-01883"	5	2015	"GB"	870	NA	"f"	2020-11-12	258.2	3	2018	196.4	892	1359.2	3
"BH-01883"	5	2015	"GB"	870	NA	"f"	2020-11-12	258.2	4	2019	138.3	1030.3	1359.2	3
"BH-01883"	5	2015	"GB"	870	NA	"f"	2020-11-12	258.2	5	2020	165.6	1195.9	1359.2	3
"BH-01885"	2	2018	"GB"	796	NA	"f"	2020-11-27	259	1	2019	496.7	496.7	948.2	3
"BH-01885"	2	2018	"GB"	796	NA	"f"	2020-11-27	259	2	2020	228.3	725	948.2	3
"BH-01889"	4	2016	"GB"	837	NA	"f"	2020-11-27	163.8	1	2017	536.5	536.5	1391.9	3
"BH-01889"	4	2016	"GB"	837	NA	"f"	2020-11-27	163.8	2	2018	298.7	835.2	1391.9	3
"BH-01889"	4	2016	"GB"	837	NA	"f"	2020-11-27	163.8	3	2019	200.2	1035.4	1391.9	3
"BH-01889"	4	2016	"GB"	837	NA	"f"	2020-11-27	163.8	4	2020	227.6	1263	1391.9	3
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	182.9	1	2013	399.7	399.7	1518.8	3
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	182.9	2	2014	218.5	618.2	1518.8	3
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	182.9	3	2015	141.3	759.5	1518.8	3
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	182.9	4	2016	135.1	894.6	1518.8	3
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	182.9	5	2017	117.1	1011.7	1518.8	3
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	182.9	6	2018	126	1137.7	1518.8	3
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	182.9	7	2019	149.8	1287.5	1518.8	3
"BH-01891"	8	2012	"GB"	870	4348	"f"	2020-11-27	182.9	8	2020	90.9	1378.4	1518.8	3
"BH-01892"	2	2018	"GB"	635	1772	"m"	2020-11-27	164.5	1	2019	552.7	552.7	1023.3	3
"BH-01892"	2	2018	"GB"	635	1772	"m"	2020-11-27	164.5	2	2020	249.6	802.3	1023.3	3
"BH-01893"	3	2017	"GB"	650	NA	"m"	2020-11-10	225.2	1	2018	472.7	472.7	930.3	3
"BH-01893"	3	2017	"GB"	650	NA	"m"	2020-11-10	225.2	2	2019	123	595.7	930.3	3
"BH-01893"	3	2017	"GB"	650	NA	"m"	2020-11-10	225.2	3	2020	226.2	821.9	930.3	3
"BH-01897"	2	2018	"GB"	600	NA	"m"	2020-11-13	190.1	1	2019	584.8	584.8	1018.3	3
"BH-01897"	2	2018	"GB"	600	NA	"m"	2020-11-13	190.1	2	2020	237.5	822.3	1018.3	3
"BH-01898"	2	2018	"GB"	700	NA	"f"	2020-11-08	192.4	1	2019	626.7	626.7	1055.5	3
"BH-01898"	2	2018	"GB"	700	NA	"f"	2020-11-08	192.4	2	2020	230.5	857.2	1055.5	3
"BH-01899"	2	2018	"GB"	760	NA	"f"	2020-11-10	218.4	1	2019	477.7	477.7	892.5	3
"BH-01899"	2	2018	"GB"	760	NA	"f"	2020-11-10	218.4	2	2020	235.1	712.8	892.5	3
"BH-01900"	3	2017	"GB"	825	NA	"f"	2020-11-27	142.1	1	2018	519	519	1047.2	3
"BH-01900"	3	2017	"GB"	825	NA	"f"	2020-11-27	142.1	2	2019	247.7	766.7	1047.2	3
"BH-01900"	3	2017	"GB"	825	NA	"f"	2020-11-27	142.1	3	2020	280.5	1047.2	1047.2	3
"BH-01902"	2	2018	"GB"	500	NA	"m"	2020-11-01	270.8	1	2019	668.9	668.9	1095.7	3
"BH-01902"	2	2018	"GB"	500	NA	"m"	2020-11-01	270.8	2	2020	240.6	909.5	1095.7	3
"BH-01903"	1	2020	"GB"	439	596	"f"	2020-11-27	185.4	1	2021	629	629	629	3
"BH-01904"	1	2020	"GB"	404	474	"f"	2020-11-27	180.2	1	2021	730	730	730	3
"BH-01906"	13	2006	"SB"	1230	13600	"f"	2019-11-05	169.9	1	2007	353.1	353.1	2261.2	3
"BH-01906"	13	2006	"SB"	1230	13600	"f"	2019-11-05	169.9	2	2008	282.7	635.8	2261.2	3
"BH-01906"	13	2006	"SB"	1230	13600	"f"	2019-11-05	169.9	3	2009	143.8	779.6	2261.2	3
"BH-01906"	13	2006	"SB"	1230	13600	"f"	2019-11-05	169.9	4	2010	161.9	941.5	2261.2	3
"BH-01906"	13	2006	"SB"	1230	13600	"f"	2019-11-05	169.9	5	2011	152.8	1094.3	2261.2	3
"BH-01906"	13	2006	"SB"	1230	13600	"f"	2019-11-05	169.9	6	2012	146.6	1240.9	2261.2	3
"BH-01906"	13	2006	"SB"	1230	13600	"f"	2019-11-05	169.9	7	2013	132.7	1373.6	2261.2	3
"BH-01906"	13	2006	"SB"	1230	13600	"f"	2019-11-05	169.9	8	2014	117	1490.6	2261.2	3
"BH-01906"	13	2006	"SB"	1230	13600	"f"	2019-11-05	169.9	9	2015	106	1596.6	2261.2	3
"BH-01906"	13	2006	"SB"	1230	13600	"f"	2019-11-05	169.9	10	2016	99.8	1696.4	2261.2	3
"BH-01906"	13	2006	"SB"	1230	13600	"f"	2019-11-05	169.9	11	2017	138.6	1835	2261.2	3
"BH-01906"	13	2006	"SB"	1230	13600	"f"	2019-11-05	169.9	12	2018	96.5	1931.5	2261.2	3
"BH-01906"	13	2006	"SB"	1230	13600	"f"	2019-11-05	169.9	13	2019	123.7	2055.2	2261.2	3
"BH-01908"	9	2012	"GB"	876	NA	"f"	2021-01-30	166.2	1	2013	408.3	408.3	1744.5	3
"BH-01908"	9	2012	"GB"	876	NA	"f"	2021-01-30	166.2	2	2014	204.1	612.4	1744.5	3
"BH-01908"	9	2012	"GB"	876	NA	"f"	2021-01-30	166.2	3	2015	187.8	800.2	1744.5	3
"BH-01908"	9	2012	"GB"	876	NA	"f"	2021-01-30	166.2	4	2016	211.3	1011.5	1744.5	3
"BH-01908"	9	2012	"GB"	876	NA	"f"	2021-01-30	166.2	5	2017	182.3	1193.8	1744.5	3
"BH-01908"	9	2012	"GB"	876	NA	"f"	2021-01-30	166.2	6	2018	213.4	1407.2	1744.5	3
"BH-01908"	9	2012	"GB"	876	NA	"f"	2021-01-30	166.2	7	2019	123.1	1530.3	1744.5	3
"BH-01908"	9	2012	"GB"	876	NA	"f"	2021-01-30	166.2	8	2020	94.9	1625.2	1744.5	3
"BH-01908"	9	2012	"GB"	876	NA	"f"	2021-01-30	166.2	9	2021	119.3	1744.5	1744.5	3
"BH-01922"	12	2009	"KB"	1262	14600	"f"	2020-02-01	122.2	1	2010	349.2	349.2	1801.8	3
"BH-01922"	12	2009	"KB"	1262	14600	"f"	2020-02-01	122.2	2	2011	242.5	591.7	1801.8	3
"BH-01922"	12	2009	"KB"	1262	14600	"f"	2020-02-01	122.2	3	2012	187.3	779	1801.8	3
"BH-01922"	12	2009	"KB"	1262	14600	"f"	2020-02-01	122.2	4	2013	152.8	931.8	1801.8	3
"BH-01922"	12	2009	"KB"	1262	14600	"f"	2020-02-01	122.2	5	2014	161.8	1093.6	1801.8	3
"BH-01922"	12	2009	"KB"	1262	14600	"f"	2020-02-01	122.2	6	2015	147	1240.6	1801.8	3
"BH-01922"	12	2009	"KB"	1262	14600	"f"	2020-02-01	122.2	7	2016	121.5	1362.1	1801.8	3
"BH-01922"	12	2009	"KB"	1262	14600	"f"	2020-02-01	122.2	8	2017	124.8	1486.9	1801.8	3
"BH-01922"	12	2009	"KB"	1262	14600	"f"	2020-02-01	122.2	9	2018	105.7	1592.6	1801.8	3
"BH-01922"	12	2009	"KB"	1262	14600	"f"	2020-02-01	122.2	10	2019	95.1	1687.7	1801.8	3
"BH-01922"	12	2009	"KB"	1262	14600	"f"	2020-02-01	122.2	11	2020	67.7	1755.4	1801.8	3
"BH-01922"	12	2009	"KB"	1262	14600	"f"	2020-02-01	122.2	12	2021	46.4	1801.8	1801.8	3
"BH-51614"	9	2013	"Barthe"	885	4624	"f"	2022-04-14	104.4	1	2014	328.8	328.8	1748.6	3
"BH-51614"	9	2013	"Barthe"	885	4624	"f"	2022-04-14	104.4	2	2015	198.4	527.2	1748.6	3
"BH-51614"	9	2013	"Barthe"	885	4624	"f"	2022-04-14	104.4	3	2016	300.4	827.6	1748.6	3
"BH-51614"	9	2013	"Barthe"	885	4624	"f"	2022-04-14	104.4	4	2017	217.1	1044.7	1748.6	3
"BH-51614"	9	2013	"Barthe"	885	4624	"f"	2022-04-14	104.4	5	2018	150.2	1194.9	1748.6	3
"BH-51614"	9	2013	"Barthe"	885	4624	"f"	2022-04-14	104.4	6	2019	153.3	1348.2	1748.6	3
"BH-51614"	9	2013	"Barthe"	885	4624	"f"	2022-04-14	104.4	7	2020	140.1	1488.3	1748.6	3
"BH-51614"	9	2013	"Barthe"	885	4624	"f"	2022-04-14	104.4	8	2021	123	1611.3	1748.6	3
"BH-51614"	9	2013	"Barthe"	885	4624	"f"	2022-04-14	104.4	9	2022	137.3	1748.6	1748.6	3
"BH-90307"	7	2013	"SB"	900	4500	NA	2020-05-02	127	1	2014	383.3	383.3	1250.1	3
"BH-90307"	7	2013	"SB"	900	4500	NA	2020-05-02	127	2	2015	169.4	552.7	1250.1	3
"BH-90307"	7	2013	"SB"	900	4500	NA	2020-05-02	127	3	2016	197.7	750.4	1250.1	3
"BH-90307"	7	2013	"SB"	900	4500	NA	2020-05-02	127	4	2017	150.4	900.8	1250.1	3
"BH-90307"	7	2013	"SB"	900	4500	NA	2020-05-02	127	5	2018	114.6	1015.4	1250.1	3
"BH-90307"	7	2013	"SB"	900	4500	NA	2020-05-02	127	6	2019	117.1	1132.5	1250.1	3
"BH-90307"	7	2013	"SB"	900	4500	NA	2020-05-02	127	7	2020	117.6	1250.1	1250.1	3
"BH-90910"	5	2016	"NHG"	604	NA	"m"	2021-04-07	218.4	1	2017	486.8	486.8	1120.6	3
"BH-90910"	5	2016	"NHG"	604	NA	"m"	2021-04-07	218.4	2	2018	216.3	703.1	1120.6	3
"BH-90910"	5	2016	"NHG"	604	NA	"m"	2021-04-07	218.4	3	2019	160.2	863.3	1120.6	3
"BH-90910"	5	2016	"NHG"	604	NA	"m"	2021-04-07	218.4	4	2020	129.5	992.8	1120.6	3
"BH-90910"	5	2016	"NHG"	604	NA	"m"	2021-04-07	218.4	5	2021	127.8	1120.6	1120.6	3
"BH-90928"	3	2018	"Sehrowbach"	580	1470	"m"	2021-04-02	174.5	1	2019	376.2	376.2	893	3
"BH-90928"	3	2018	"Sehrowbach"	580	1470	"m"	2021-04-02	174.5	2	2020	265.7	641.9	893	3
"BH-90928"	3	2018	"Sehrowbach"	580	1470	"m"	2021-04-02	174.5	3	2021	251.1	893	893	3
"BH-90946"	6	2015	"Sehrowbach"	694	2564	"m"	2021-04-02	151.1	1	2016	409.7	409.7	1215.6	3
"BH-90946"	6	2015	"Sehrowbach"	694	2564	"m"	2021-04-02	151.1	2	2017	210.1	619.8	1215.6	3
"BH-90946"	6	2015	"Sehrowbach"	694	2564	"m"	2021-04-02	151.1	3	2018	205.9	825.7	1215.6	3
"BH-90946"	6	2015	"Sehrowbach"	694	2564	"m"	2021-04-02	151.1	4	2019	148.9	974.6	1215.6	3
"BH-90946"	6	2015	"Sehrowbach"	694	2564	"m"	2021-04-02	151.1	5	2020	123	1097.6	1215.6	3
"BH-90946"	6	2015	"Sehrowbach"	694	2564	"m"	2021-04-02	151.1	6	2021	118	1215.6	1215.6	3
"BH-90970"	6	2015	"Sehrowbach"	634	1688	"m"	2021-04-02	244.8	1	2016	337.4	337.4	1158.7	3
"BH-90970"	6	2015	"Sehrowbach"	634	1688	"m"	2021-04-02	244.8	2	2017	239.5	576.9	1158.7	3
"BH-90970"	6	2015	"Sehrowbach"	634	1688	"m"	2021-04-02	244.8	3	2018	167	743.9	1158.7	3
"BH-90970"	6	2015	"Sehrowbach"	634	1688	"m"	2021-04-02	244.8	4	2019	128.7	872.6	1158.7	3
"BH-90970"	6	2015	"Sehrowbach"	634	1688	"m"	2021-04-02	244.8	5	2020	136.9	1009.5	1158.7	3
"BH-90970"	6	2015	"Sehrowbach"	634	1688	"m"	2021-04-02	244.8	6	2021	149.2	1158.7	1158.7	3
"BH-90981"	6	2015	"Sehrowbach"	745	2798	"m"	2021-04-02	165.2	1	2016	419.1	419.1	1577.4	3
"BH-90981"	6	2015	"Sehrowbach"	745	2798	"m"	2021-04-02	165.2	2	2017	271.9	691	1577.4	3
"BH-90981"	6	2015	"Sehrowbach"	745	2798	"m"	2021-04-02	165.2	3	2018	189.8	880.8	1577.4	3
"BH-90981"	6	2015	"Sehrowbach"	745	2798	"m"	2021-04-02	165.2	4	2019	219.6	1100.4	1577.4	3
"BH-90981"	6	2015	"Sehrowbach"	745	2798	"m"	2021-04-02	165.2	5	2020	217.2	1317.6	1577.4	3
"BH-90981"	6	2015	"Sehrowbach"	745	2798	"m"	2021-04-02	165.2	6	2021	259.8	1577.4	1577.4	3
"BH-90997"	4	2017	"Badendycksgraben"	675	2258	"m"	2021-03-23	187.4	1	2018	573.7	573.7	1297.8	3
